name_x,year_x,brand,color,price_x,seller_name,seller_phone,seller_average_rating,seller_review_count,miles_x,distance_from_Madison,Exterior Color_x,Interior Color_x,Transmission_x,Drivetrain_x,VIN,id_x,name_y,make,model,year_y,price_y,miles_y,Exterior Color_y,Interior Color_y,Seller Name,Seller Phone,Transmission_y,Drivetrain_y,id_y
2012 Lexus ES 350 Base,2012,Lexus,Brown,16500.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,68100.0,74,Truffle Mica,Parchment,6-Speed Automatic,FWD,JTHBK1EG1C2473704,1648,2012 LEXUS ES,Lexus,ES 350,2012.0,16500.0,68100.0,Truffle Mica,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive,1515
2012 Lexus CT 200h 200H,2012,Lexus,Gray,12878.0,Porsche Milwaukee North,(888) 481-5925,,,73638.0,74,Nebula Gray Pearl,,Automatic CVT,FWD,JTHKD5BH0C2086446,1649,Pre-Owned 2012 Lexus CT 200h Stock:HM367026B,Lexus,CT 200h,2012.0,12878.0,73638.0,Gray,,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,Front Wheel Drive,1473
2009 Lexus RX 350,2009,Lexus,Other,,Bergstrom Imports of Oshkosh,(877) 685-1374,3.0,740.0,142584.0,74,Unspecified,,5-Speed Automatic,AWD,2T2HK31U09C101859,1652,2009 LEXUS RX 350 Base SUV,Lexus,RX 350,2009.0,,142584.0,Unspecified,UNSPECIFIED,Bergstrom Scion,920-966-1616,Automatic,All Wheel Drive,1549
2010 Lexus RX 350 Base,2010,Lexus,Black,10998.0,Ray Chevrolet,(866) 636-0613,4.9,2898.0,156685.0,76,Black,,6-Speed Automatic,AWD,2T2BK1BA8AC031384,1653,2010 Lexus RX 350,Lexus,RX 350,2010.0,10998.0,156685.0,Exterior,,"Ray Chevrolet, Inc.",501-843-3592,Automatic,All Wheel Drive,1553
2015 Lexus NX 200t F Sport,2015,Lexus,Gray,31640.0,Gary Lang Automotive Group,(815) 308-2308,4.7,1250.0,41655.0,76,Gray,Black,6-Speed Automatic,AWD,JTJBARBZ6F2018390,1654,2015 LEXUS NX 200t F Sport SUV,Lexus,NX 200t,2015.0,31640.0,41656.0,Gray,F SPORT BLACK,Gary Lang Auto Group,877-289-1712 866-415-5651,Automatic,All Wheel Drive,1541
2008 Lexus GX 470,2008,Lexus,Other,,Gary Lang Automotive Group,(815) 308-2308,4.7,1250.0,170259.0,76,,,5-Speed Automatic,4WD,JTJBT20X480169259,1655,Pre-Owned 2008 Lexus GX 470 4WD 4dr,Lexus,GX 470,2008.0,,170259.0,,,Gary Lang Auto Group,866-273-5124,Automatic,4-Wheel Drive,1542
2004 Lexus RX 330,2004,Lexus,Silver,9974.0,Raymond Chevrolet-Kia,(866) 373-2325,4.5,367.0,110024.0,78,Silver,,5-Speed Automatic,AWD,2T2HA31U64C033613,1659,2004 LEXUS RX 330 Base SUV All-wheel Drive,Lexus,RX 330,2004.0,9974.0,110024.0,,,Raymond Chevrolet-Kia,877-858-8879 866-373-2325,Automatic,All Wheel Drive,1564
2006 Lexus IS 250,2006,Lexus,Silver,,Kunes Country Ford of Antioch,(888) 458-0318,4.8,692.0,175503.0,78,Silver,,6-Speed Automatic,AWD,JTHCK262562002849,1660,2006 Lexus IS 250,Lexus,IS 250,2006.0,,175503.0,Silver,,Kunes Country Chrysler Dodge Jeep Ram,888-551-0274,Automatic,All Wheel Drive,1235
2008 Lexus GX 470,2008,Lexus,White,14500.0,BMW and Mazda of Crystal Lake,(815) 261-4475,4.6,422.0,172704.0,79,White,,5-Speed Automatic,4WD,JTJBT20X080159795,1661,Used 2008 Lexus GX 470,Lexus,GX 470,2008.0,14500.0,172704.0,White,,MAZDA OF CRYSTAL LAKE,,Automatic,4-Wheel Drive,1555
2017 BMW X4 M40i,2017,BMW,White,48997.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,7411.0,2,White,,8-SPEED A/T,All Wheel Drive,5UXXW7C34H0U26831,1662,2017 BMW X4 M40i Sports Activity Coupe,BMW,X4,2017.0,48997.0,7411.0,Alpine White,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,17
2015 BMW 535 i xDrive,2015,BMW,Black,30976.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,46065.0,2,Jet Black,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA5B3C51FD541680,1663,2015 BMW 5 Series 4dr Sdn 535i xDrive AWD,BMW,5 Series,2015.0,30976.0,46065.0,Jet Black,Black,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,79
2015 BMW 650 i xDrive,2015,BMW,Black,61743.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,11535.0,2,Carbon Black Metallic,Ivory White Nappa Leather,8-SPEED A/T,All Wheel Drive,WBAYP1C57FD217006,1664,2015 BMW 6 Series 2dr Conv 650i xDrive AWD,BMW,6 Series,2015.0,61743.0,11535.0,Carbon Black Metallic,Ivory White,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,54
2016 BMW 328 Gran Turismo i xDrive,2016,BMW,Black,30974.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,32383.0,2,Black Sapphire Metallic,Leather Dakota Black,8-SPEED A/T,All Wheel Drive,WBA8Z5C58GGS37573,1667,2016 BMW 3 Series Gran Turismo 5dr 328i xDrive Gran Turismo AWD SU,BMW,3 Series Gran Turismo,2016.0,30974.0,32383.0,Black Sapphire Metallic,Black/Excl. Stitch,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,80
2017 BMW X1 xDrive 28i,2017,BMW,Gray,33895.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,10529.0,2,Gray,Black,8-Speed Automatic,AWD,WBXHT3Z33H4A55142,1672,2017 BMW X1 xDrive28i SAV,BMW,X1,2017.0,33895.0,10529.0,Mineral Gray,BLACK,Kayser Nissan,866-752-3695,Automatic,All Wheel Drive,62
2013 BMW 335 i xDrive,2013,BMW,Silver,22990.0,Zimbrick BMW,(877) 654-8272,4.8,177.0,39874.0,2,Glacier Silver Metallic,Leather Dakota Venetian Beige,8-SPEED A/T,All Wheel Drive,WBA3B9C57DF140873,1674,2013 BMW 3 Series 4dr Sdn 335i xDrive AWD,BMW,3 Series,2013.0,22990.0,39874.0,Glacier Silver Metallic,Leather Dakota Venetian Beige,Zimbrick BMW,888-237-4721 877-654-8272,Manual,All Wheel Drive,27
2015 BMW X4 xDrive28i,2015,BMW,Black,32970.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,38692.0,2,Black Sapphire Metallic,Black,8-SPEED A/T,All Wheel Drive,5UXXW3C57F0M86626,1676,2015 BMW X4 AWD 4dr xDrive28i,BMW,X4,2015.0,32970.0,38692.0,Black Sapphire Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,36
2013 BMW 528 i xDrive,2013,BMW,Gray,18500.0,Lexus of Madison,(608) 478-2660,5.0,68.0,62144.0,6,Gray,,8-Speed Automatic,AWD,WBAXH5C58DDW15130,1679,2013 BMW 5 Series,BMW,5 Series,2013.0,18500.0,62144.0,GRAY,,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive,102
2006 BMW X3 3.0i,2006,BMW,Silver,5995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,149372.0,6,Silver,,,AWD,WBXPA934X6WG76904,1680,2006 BMW X3 3.0i,BMW,X3,2006.0,5995.0,149372.0,SILVER,,Schoepp Motors West,,Manual,All Wheel Drive,99
2018 BMW 430 i xDrive,2018,BMW,Gray,37997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,22900.0,7,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA4Z3C55JEC48765,1681,Used 2018 BMW 4 Series 430i xDrive,BMW,4 Series,2018.0,37997.0,22900.0,Mineral Gray Metallic,Black,Russ Darrow Kia,888-356-1417,,,116
2013 BMW 328 i xDrive,2013,BMW,Silver,16755.0,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303.0,70021.0,7,Glacier Silver Metallic,Black,8-Speed A/T,All Wheel Drive,WBA3B5C52DF599110,1682,2013 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,BMW,3 Series,2013.0,16755.0,70019.0,Glacier Silver Metallic,Black,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,78
2018 BMW 430 i xDrive,2018,BMW,Blue,39694.0,Kayser Chrysler Center,(608) 338-1543,4.5,91.0,15027.0,22,Estoril Blue Metallic,Black,8-Speed Automatic,AWD,WBA4Z3C53JEC47582,1683,2018 BMW 430i xDrive Convertible,BMW,4 Series,2018.0,39694.0,15027.0,Estoril Blue Metallic,BLACK,Kayser Nissan,866-752-3695,,,65
2011 BMW 535 i xDrive,2011,BMW,Blue,14979.0,Kayser Chrysler Center,(608) 338-1543,4.5,91.0,86118.0,22,Blue,Oyster / Black,8-Speed Automatic,AWD,WBAFU7C5XBC870481,1684,2011 BMW 535i xDrive 535i Xdrive Sedan,BMW,5 Series,2011.0,14979.0,86118.0,Blue,OYSTER/BLACK,Kayser Nissan,866-752-3695,Automatic,All Wheel Drive,63
2015 BMW X3 xDrive28i,2015,BMW,Black,25998.0,Napleton Chevrolet Buick,(920) 717-1525,5.0,21.0,35152.0,26,Black,,8-SPEED A/T,All Wheel Drive,5UXWX9C55F0D50882,1685,Used 2015 BMW X3 xDrive28i AWD 4dr SAV,BMW,X3,2015.0,25998.0,35152.0,Jet Black,Black,Frank Porth Chevrolet Buick,(920) 626-6080,Automatic,All Wheel Drive,145
2015 BMW 328d xDrive,2015,BMW,Other,30140.0,Napleton Chevrolet Buick,(920) 717-1525,5.0,21.0,39251.0,26,,,8-SPEED A/T,All Wheel Drive,WBA3K5C5XFK301929,1686,Used 2015 BMW 328d xDrive Sports Wagon,BMW,3 Series,2015.0,30140.0,39251.0,Jet Black,Black,Frank Porth Chevrolet Buick,(920) 626-6080,Automatic,All Wheel Drive,146
2016 BMW 340 i,2016,BMW,Black,35000.0,Van Horn Ford of Oconomowoc,(262) 264-7724,4.8,76.0,15745.0,46,Black,,,RWD,WBA8B3C57GK383856,1687,2016 BMW 3 Series 340i Sedan 6-Cylinder DOHC 24V Turbocharged,BMW,3 Series,2016.0,35000.0,15745.0,Black Sapphire Metallic,CORAL RED,Van Horn Ford of Oconomowoc,,Automatic,Rear Wheel Drive,154
2014 BMW X5 xDrive50i,2014,BMW,Other,42598.0,Kunes Country Chrysler Dodge Jeep Ram of Elkhorn,(262) 607-8408,4.8,276.0,52881.0,51,,,8-SPEED A/T,All Wheel Drive,5UXKR6C59E0C02868,1688,2014 BMW X5 xDrive50i,BMW,X5,2014.0,42598.0,52881.0,Mineral White Metallic,Mocha,Kunes Country Ford Lincoln Inc.,(888) 440-2312,Automatic,All Wheel Drive,158
2015 BMW X3 xDrive35i,2015,BMW,Black,22888.0,Lou Bachrodt Automall,(815) 580-3156,4.8,1634.0,76301.0,60,Black,Beige,8-Speed Automatic,AWD,5UXWX7C57F0K35119,1689,Used 2015 BMW X3 xDrive35i AWD 4dr SAV,BMW,X3,2015.0,22888.0,76301.0,Black,Beige,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive,326
2015 BMW X4 xDrive28i,2015,BMW,Silver,32125.0,Lou Bachrodt Automall,(815) 580-3161,4.8,1634.0,38984.0,60,Mineral Silver Metallic,Black,8-Speed Automatic,AWD,5UXXW3C5XF0M87429,1691,Used 2015 BMW X4 xDrive28i AWD 4dr Sports Activity Coupe,BMW,X4,2015.0,32125.0,38984.0,Mineral Silver Metallic,Black,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive,327
2015 BMW X3 xDrive28i,2015,BMW,Blue,27983.0,Lou Bachrodt Automall,(815) 580-3161,4.8,1634.0,35790.0,60,Blue,Beige,8-Speed Automatic,AWD,5UXWX9C57F0D61298,1692,Used 2015 BMW X3 xDrive28i AWD 4dr SAV,BMW,X3,2015.0,27983.0,35790.0,Blue,Beige,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive,328
2011 BMW X5 xDrive35i,2011,BMW,Black,16825.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,84728.0,60,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXZV4C59BL404146,1693,Used 2011 BMW X5 xDrive35i,BMW,X5,2011.0,16825.0,84728.0,Black Sapphire Metallic,Black,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,All Wheel Drive,210
2016 BMW 328 i xDrive,2016,BMW,Silver,26969.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,24859.0,60,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,WBA8E3C54GK501059,1694,Used 2016 BMW 328i xDrive Sedan,BMW,3 Series,2016.0,26969.0,24859.0,Glacier Silver Metallic,Black,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,All Wheel Drive,216
2013 BMW 335 i xDrive,2013,BMW,Silver,18999.0,Wilde Honda,(262) 226-8570,4.5,631.0,65953.0,60,Orion Silver Metallic,,,AWD,WBA3B9C58DF585199,1696,2013 BMW 335i 335i xDrive w/ Moonroof Sedan,BMW,3 Series,2013.0,18999.0,65953.0,Orion Silver Metallic,,Wilde Honda New & Used Cars,888-582-4889,Manual,All Wheel Drive,224
2015 BMW 335 i xDrive,2015,BMW,Silver,29500.0,Wilde Honda,(262) 226-8570,4.5,631.0,12660.0,60,Orion Silver Metallic,,,AWD,WBA3B9G5XFNR93772,1697,2015 BMW 335i xDrive w/South Africa Sedan,BMW,3 Series,2015.0,29500.0,12660.0,Orion Silver Metallic,,Wilde Honda New & Used Cars,888-582-4889,Automatic,All Wheel Drive,229
2016 BMW 528 i xDrive,2016,BMW,Black,31540.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,36576.0,60,Jet Black,Black,8-Speed Automatic,AWD,WBA5A7C55GG148128,1700,Used 2016 BMW 528i xDrive Sedan,BMW,5 Series,2016.0,31540.0,36576.0,Jet Black,Black,Boucher Hyundai,888-383-3649 866-508-6541,Automatic,All Wheel Drive,215
2015 BMW X4 xDrive28i,2015,BMW,Gray,31000.0,Wilde Honda,(262) 226-8570,4.5,631.0,11662.0,60,Dark Graphite Metallic,,8-Speed Automatic w/OD,AWD,5UXXW3C53F0F88878,1701,2015 BMW X4 xDrive28i SUV,BMW,X4,2015.0,31000.0,11662.0,Dark Graphite,,Wilde Honda New & Used Cars,888-582-4889,Automatic,All Wheel Drive,228
2015 BMW X5 xDrive35i,2015,BMW,White,37998.0,CarMax Waukesha,(262) 207-2339,,,29004.0,61,White,Black,8-Speed Automatic w/OD,AWD,5UXKR0C58F0P03150,1702,2015 BMW X5 XDrive35i,BMW,X5,2015.0,37998.0,30000.0,White,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive,235
2012 BMW 528 i xDrive,2012,BMW,Blue,16574.0,Boucher Cadillac of Waukesha,(877) 562-3823,5.0,29.0,66249.0,61,Deep Sea Blue Metallic,Venetian Beige,8-Speed Automatic,AWD,WBAXH5C58CDW07317,1703,Used 2012 BMW 528i xDrive Sedan,BMW,5 Series,2012.0,16574.0,66249.0,Deep Sea Blue Metallic,Venetian Beige W/dakota Leather Upholstery,BOUCHER CADILLAC,(877) 205-7085,Automatic,All Wheel Drive,234
2018 BMW 430 i xDrive,2018,BMW,Black,37500.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,24610.0,62,Black,Black,8-Speed Automatic,AWD,WBA4Z3C57JEA31640,1704,2018 BMW 4 Series 430i Xdrive Convertible,BMW,4 Series,2018.0,37500.0,24610.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,,,335
2014 BMW 328d xDrive,2014,BMW,Gray,30600.0,Acura of Brookfield,(888) 254-2062,4.9,501.0,39878.0,62,Mineral Gray Metallic,Leather Dakota Black,8-SPEED A/T,All Wheel Drive,WBA3K5C56EKT33937,1705,2014 BMW 3 Series 4dr Sports Wgn 328d xDrive AWD,BMW,3 Series,2014.0,30600.0,39878.0,Mineral Gray Metallic,Black/Excl. Stitch,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,75
2015 BMW 428 i,2015,BMW,Black,25999.0,Acura of Brookfield,(888) 254-2062,4.9,501.0,47008.0,62,Black Sapphire Metallic,Leather Black/Red hghlgt/Stitc,8-SPEED A/T,All Wheel Drive,WBA3N5C55FK198314,1706,2015 BMW 4 Series 2dr Cpe 428i xDrive AWD,BMW,4 Series,2015.0,25999.0,47008.0,Black Sapphire Metallic,Black w/Red Highlight,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,81
2015 BMW X1 xDrive28i,2015,BMW,Black,23699.0,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730.0,31275.0,66,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C50FVY34112,1707,Used 2015 BMW X1 xDrive28i xDrive28i,BMW,X1,2015.0,23699.0,31275.0,Black Sapphire Metallic,Black,Van Horn Hyundai Fond Du Lac,,Automatic,All Wheel Drive,415
2017 BMW X3 xDrive28i,2017,BMW,White,30874.0,Russ Darrow Mazda of Milwaukee,(888) 364-8375,4.7,337.0,21628.0,67,Alpine White,Black,8-Speed Automatic,AWD,5UXWX9C35H0W72307,1708,Used 2017 BMW X3 xDrive28i,BMW,X3,2017.0,30874.0,21628.0,Alpine White,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,121
2014 BMW 550 i xDrive,2014,BMW,Gray,30641.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76.0,60759.0,68,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAKP9C59EDZ35109,1709,2014 BMW 550i xDrive Sedan V-8 cyl,BMW,5 Series,2014.0,30641.0,60759.0,Space Gray Metallic,BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive,382
2015 BMW 328 i xDrive,2015,BMW,Black,27259.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76.0,57074.0,68,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA3G7C57FK480587,1710,2015 BMW 328i xDrive xDrive Wagon I-4 cyl,BMW,3 Series,2015.0,27259.0,57074.0,Black Sapphire Metallic,BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive,383
2013 BMW 328 i xDrive,2013,BMW,Red,19992.0,Selig Auto Sales and Leasing,(414) 395-8880,5.0,15.0,38462.0,68,Red,Black,8-SPEED A/T,All Wheel Drive,WBA3B5C54DF594152,1711,2013 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,BMW,3 Series,2013.0,19992.0,38462.0,Red,Leather,Selig Auto Sales and Leasing,877-208-7980,Automatic,All Wheel Drive,365
2009 BMW X3 xDrive30i,2009,BMW,Gray,9999.0,Russ Darrow Mazda,(414) 269-8762,4.7,433.0,97563.0,68,Space Gray Metallic,Black,6-Speed Automatic,AWD,WBXPC93499WJ27822,1712,Used 2009 BMW X3 xDrive30i,BMW,X3,2009.0,9999.0,97563.0,Space Gray Metallic,Black,Russ Darrow Kia,888-356-1417,Manual,All Wheel Drive,123
2017 BMW X3 xDrive28i,2017,BMW,Gray,39875.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,5302.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,5UXWX9C57H0T13509,1714,2017 BMW X3 xDrive28i SAV,BMW,X3,2017.0,39875.0,5367.0,Space Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,474
2015 BMW 335 i,2015,BMW,Gray,30444.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,41620.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,RWD,WBA3A9G59FNS66271,1715,2015 BMW 335i Sedan,BMW,3 Series,2015.0,30444.0,41620.0,Mineral Gray,,Concours BMW,888-258-1784 888-258-6303,Automatic,Rear Wheel Drive,491
2014 BMW 328 i xDrive,2014,BMW,Black,27555.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,37872.0,73,Jet Black,Coral Red,8-Speed Automatic,AWD,WBA3G7C58EKN36728,1716,2014 BMW 328i xDrive Sport Wagon,BMW,3 Series,2014.0,27555.0,37872.0,Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,430
2016 BMW 328 i xDrive,2016,BMW,Gray,32777.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9766.0,73,Mineral Gray Metallic,Black / Red,8-Speed Automatic,AWD,WBA8E3G55GNT76310,1717,2016 BMW 328i i xDrive Sedan,BMW,3 Series,2016.0,32777.0,9756.0,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,437
2015 BMW X5 xDrive35i,2015,BMW,Blue,37699.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,37204.0,73,Imperial Blue Metallic,Canberra Beige,8-Speed Automatic,AWD,5UXKR0C58F0K67707,1718,2015 BMW X5 xDrive35i SUV,BMW,X5,2015.0,37699.0,37204.0,Imperial Blue,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,505
2017 BMW X3 xDrive28i,2017,BMW,Black,34888.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23943.0,73,Jet Black,Oyster,8-Speed Automatic,AWD,5UXWX9C30H0T24091,1719,2017 BMW X3 xDrive28i SAV,BMW,X3,2017.0,34888.0,23943.0,Black,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,478
2014 BMW 428 i xDrive,2014,BMW,Red,26889.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,34655.0,73,Melbourne Red Metallic,Black / Red,8-Speed Automatic,AWD,WBA3N5C51EK196087,1720,2014 BMW 428i xDrive xDrive Coupe,BMW,4 Series,2014.0,26889.0,34860.0,Melbourne Red,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,486
2015 BMW 328 i xDrive,2015,BMW,Gray,25958.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23349.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA3B3C56FF546014,1721,2015 BMW 328i xDrive Sedan,BMW,3 Series,2015.0,25958.0,23349.0,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,432
2015 BMW 328 i xDrive,2015,BMW,Black,25984.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,30632.0,73,Black Sapphire Metallic,Black / Red,8-Speed Automatic,AWD,WBA3B3G58FNT18175,1722,2015 BMW 328i xDrive Sedan,BMW,3 Series,2015.0,25984.0,30632.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,436
2015 BMW 528 i xDrive,2015,BMW,Black,31333.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,15076.0,73,Jet Black,Black,8-Speed Automatic,AWD,WBA5A7C57FD626565,1723,2015 BMW 528i xDrive Sedan,BMW,5 Series,2015.0,31333.0,15076.0,Jet Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,458
2015 BMW 535 i xDrive,2015,BMW,Black,28622.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,59052.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C5XFD544609,1724,2015 BMW 535i xDrive Sedan,BMW,5 Series,2015.0,28622.0,59052.0,Black Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,449
2018 BMW X5 xDrive35i,2018,BMW,Black,62390.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,9081.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXKR0C55J0X85458,1725,2018 BMW X5 xDrive35i SAV,BMW,X5,2018.0,62390.0,9081.0,Black Sapphire,BLACK,Concours BMW,888-258-1784 888-258-6303,,4-Wheel Drive,510
2017 BMW 330 i xDrive,2017,BMW,Blue,38777.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9981.0,73,Mediterranean Blue Metallic,Oyster,8-Speed Automatic,AWD,WBA8D9G50HNU58694,1726,2017 BMW 330i xDrive Sedan,BMW,3 Series,2017.0,38777.0,9981.0,Blue Metallic,OYSTER,Concours BMW,888-258-1784 888-258-6303,,,498
2018 BMW 430 Gran Coupe i xDrive,2018,BMW,White,49520.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,5646.0,73,Alpine White,Black,8-Speed Automatic,AWD,WBA4J3C52JBG94882,1727,2018 BMW 430i xDrive Gran Coupe,BMW,4 Series Gran Coupe,2018.0,49520.0,5646.0,Alpine White,BLACK,Concours BMW,888-258-1784 888-258-6303,,,466
2017 BMW 330 Gran Turismo i xDrive,2017,BMW,Gray,43899.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,4179.0,73,Mineral Gray Metallic,Coral Red,8-Speed Automatic,AWD,WBA8Z9C50HG452986,1728,2017 BMW 330i xDrive Gran Turismo,BMW,3 Series Gran Turismo,2017.0,43899.0,4179.0,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,499
2017 BMW 330 i xDrive,2017,BMW,White,38987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9943.0,73,Mineral White Metallic,Black,8-Speed Automatic,AWD,WBA8D9C51HK677803,1729,2017 BMW 330i xDrive Sedan,BMW,3 Series,2017.0,38987.0,9916.0,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,,,496
2018 BMW X1 xDrive 28i,2018,BMW,White,41394.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,4532.0,73,Mineral White Metallic,Black,8-Speed Automatic,AWD,WBXHT3C34J5F88674,1731,Certified Pre-Owned 2018 BMW X1 xDrive28i Stock:LJ5F88674,BMW,X1,2018.0,41394.0,4532.0,Gray,Black,Volkswagen of Milwaukee North,888-336-6441,,All Wheel Drive,521
2015 BMW 528 i xDrive,2015,BMW,Black,27987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,41982.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5A7C59FD620752,1732,2015 BMW 528i xDrive Sedan,BMW,5 Series,2015.0,27987.0,41982.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,459
2015 BMW 328 i xDrive,2015,BMW,Blue,32222.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,29221.0,73,Imperial Blue Metallic,Black,8-Speed Automatic,AWD,WBA3G7C55FK297060,1733,2015 BMW 328i xDrive xDrive Wagon,BMW,3 Series,2015.0,32222.0,29221.0,Imperial Blue Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,429
2015 BMW 320 i xDrive,2015,BMW,Gray,22487.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,29696.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA3C3G53FNS73322,1734,2015 BMW 320i xDrive Sedan,BMW,3 Series,2015.0,22487.0,29696.0,Mineral Gray,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,438
2015 BMW X1 xDrive 28i,2015,BMW,Blue,22987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,45414.0,73,Deep Sea Blue Metallic,Sand Beige,8-Speed Automatic,AWD,WBAVL1C52FVY33592,1735,2015 BMW X1 xDrive28i SUV,BMW,X1,2015.0,22987.0,45414.0,Deep Sea Blue Metallic,SAND BEIGE,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,481
