name_x,brand,color,price_x,seller_name,seller_phone,seller_average_rating,seller_review_count,miles_x,distance_from_Madison,Exterior Color_x,Interior Color_x,Transmission_x,Drivetrain_x,VIN,id_x,name_y,year,price_y,miles_y,Exterior Color_y,Interior Color_y,Seller Name,Seller Phone,Transmission_y,Drivetrain_y,id_y
2017 BMW X3 xDrive28i,BMW,Black,44955.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,4766.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXWX9C33H0W70152,1650,2017 BMW X3 xDrive28i SAV,2017,44955.0,4766.0,Black Sapphire,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3768
2017 BMW X3 xDrive28i,BMW,Black,34888.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23943.0,73,Jet Black,Oyster,8-Speed Automatic,AWD,5UXWX9C30H0T24091,1651,2017 BMW X3 xDrive28i SAV,2017,34888.0,23943.0,Black,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2957
2017 BMW X3 xDrive28i,BMW,Black,34888.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23943.0,73,Jet Black,Oyster,8-Speed Automatic,AWD,5UXWX9C30H0T24091,1651,2017 BMW X3 xDrive28i SAV,2017,34888.0,23943.0,Black,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3767
2014 BMW 428 i xDrive,BMW,Red,26889.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,34655.0,73,Melbourne Red Metallic,Black / Red,8-Speed Automatic,AWD,WBA3N5C51EK196087,1652,2014 BMW 428i xDrive xDrive Coupe,2014,26889.0,34711.0,Melbourne Red,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2967
2014 BMW 428 i xDrive,BMW,Red,26889.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,34655.0,73,Melbourne Red Metallic,Black / Red,8-Speed Automatic,AWD,WBA3N5C51EK196087,1652,2014 BMW 428i xDrive xDrive Coupe,2014,26889.0,34711.0,Melbourne Red,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3777
2015 BMW 328 i xDrive,BMW,Gray,25984.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23349.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA3B3C56FF546014,1653,2015 BMW 328i xDrive Sedan,2015,26281.0,23349.0,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2918
2015 BMW 328 i xDrive,BMW,Gray,25984.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,23349.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA3B3C56FF546014,1653,2015 BMW 328i xDrive Sedan,2015,26281.0,23349.0,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3728
2015 BMW 328 i xDrive,BMW,Black,25984.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,30632.0,73,Black Sapphire Metallic,Black / Red,8-Speed Automatic,AWD,WBA3B3G58FNT18175,1654,2015 BMW 328i xDrive Sedan,2015,25984.0,30632.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2917
2015 BMW 328 i xDrive,BMW,Black,25984.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,30632.0,73,Black Sapphire Metallic,Black / Red,8-Speed Automatic,AWD,WBA3B3G58FNT18175,1654,2015 BMW 328i xDrive Sedan,2015,25984.0,30632.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3727
2017 BMW X5 xDrive35i,BMW,Gray,58455.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9361.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,5UXKR0C32H0V79538,1655,2017 BMW X5 xDrive35i SAV,2017,58455.0,10870.0,Space Gray,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2986
2017 BMW X5 xDrive35i,BMW,Gray,58455.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9361.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,5UXKR0C32H0V79538,1655,2017 BMW X5 xDrive35i SAV,2017,58455.0,10870.0,Space Gray,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3796
2015 BMW 528 i xDrive,BMW,Black,27987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,41982.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5A7C59FD620752,1656,2015 BMW 528i xDrive Sedan,2015,27987.0,41982.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2942
2015 BMW 528 i xDrive,BMW,Black,27987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,41982.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5A7C59FD620752,1656,2015 BMW 528i xDrive Sedan,2015,27987.0,41982.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3752
2015 BMW 328 i xDrive,BMW,Blue,32222.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,29221.0,73,Imperial Blue Metallic,Black,8-Speed Automatic,AWD,WBA3G7C55FK297060,1657,2015 BMW 328i xDrive xDrive Wagon,2015,32222.0,29221.0,Imperial Blue Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2912
2015 BMW 328 i xDrive,BMW,Blue,32222.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,29221.0,73,Imperial Blue Metallic,Black,8-Speed Automatic,AWD,WBA3G7C55FK297060,1657,2015 BMW 328i xDrive xDrive Wagon,2015,32222.0,29221.0,Imperial Blue Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3722
2015 BMW X1 xDrive 28i,BMW,Blue,22987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,45414.0,73,Deep Sea Blue Metallic,Sand Beige,8-Speed Automatic,AWD,WBAVL1C52FVY33592,1658,2015 BMW X1 xDrive28i SUV,2015,22987.0,45414.0,Deep Sea Blue Metallic,SAND BEIGE,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2960
2015 BMW X1 xDrive 28i,BMW,Blue,22987.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,45414.0,73,Deep Sea Blue Metallic,Sand Beige,8-Speed Automatic,AWD,WBAVL1C52FVY33592,1658,2015 BMW X1 xDrive28i SUV,2015,22987.0,45414.0,Deep Sea Blue Metallic,SAND BEIGE,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3770
2015 BMW 535 i xDrive,BMW,Black,28622.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,59052.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C5XFD544609,1659,2015 BMW 535i xDrive Sedan,2015,28622.0,59052.0,Black Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2934
2015 BMW 535 i xDrive,BMW,Black,28622.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,59052.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C5XFD544609,1659,2015 BMW 535i xDrive Sedan,2015,28622.0,59052.0,Black Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3744
2015 BMW M5 Base,BMW,Orange,63777.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,20014.0,73,Sakhir Orange Metallic,Black,6-Speed Manual,RWD,WBSFV9C55FD594375,1660,2015 BMW M5 Sedan,2015,63777.0,20014.0,Sakhir Orange,,Concours BMW,888-258-1784 888-258-6303,Automated Manual,Rear Wheel Drive,2926
2015 BMW M5 Base,BMW,Orange,63777.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,20014.0,73,Sakhir Orange Metallic,Black,6-Speed Manual,RWD,WBSFV9C55FD594375,1660,2015 BMW M5 Sedan,2015,63777.0,20014.0,Sakhir Orange,,Concours BMW,888-258-1784 888-258-6303,Automated Manual,Rear Wheel Drive,3736
2015 BMW X1 xDrive28i,BMW,Black,19493.0,INFINITI North Shore,(888) 675-1554,,,37245.0,73,Black,Black,8-Speed Automatic Steptronic,All Wheel Drive,WBAVL1C56FVY27245,1661,Used 2015 BMW X1 xDrive28i AWD 4dr SAV,2015,19493.0,37245.0,,Black,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,Automatic,All Wheel Drive,3000
2015 BMW X1 xDrive28i,BMW,Black,19493.0,INFINITI North Shore,(888) 675-1554,,,37245.0,73,Black,Black,8-Speed Automatic Steptronic,All Wheel Drive,WBAVL1C56FVY27245,1661,Used 2015 BMW X1 xDrive28i AWD 4dr SAV,2015,19493.0,37245.0,,Black,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,Automatic,All Wheel Drive,3810
2015 BMW X1 xDrive 28i,BMW,Blue,19000.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,54659.0,73,Midnight Blue Metallic,Beige,8-Speed Automatic,AWD,WBAVL1C59FVY29216,1662,2015 BMW X1 xDrive28i SUV,2015,19000.0,54659.0,Midnight Blue Metallic,BEIGE,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2961
2015 BMW X1 xDrive 28i,BMW,Blue,19000.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,54659.0,73,Midnight Blue Metallic,Beige,8-Speed Automatic,AWD,WBAVL1C59FVY29216,1662,2015 BMW X1 xDrive28i SUV,2015,19000.0,54659.0,Midnight Blue Metallic,BEIGE,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3771
2013 BMW 650 i xDrive,BMW,Red,38588.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,25828.0,73,Imola Red,Black,8-Speed Automatic,AWD,WBAYM1C59DDZ02520,1663,2013 BMW 650i Coupe,2013,38588.0,25828.0,Imola Red,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2925
2013 BMW 650 i xDrive,BMW,Red,38588.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,25828.0,73,Imola Red,Black,8-Speed Automatic,AWD,WBAYM1C59DDZ02520,1663,2013 BMW 650i Coupe,2013,38588.0,25828.0,Imola Red,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3735
2015 BMW 528 i xDrive,BMW,Gray,29409.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,31607.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5A7C50FD625077,1664,2015 BMW 528i xDrive Sedan,2015,29409.0,31606.0,Space Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2941
2015 BMW 528 i xDrive,BMW,Gray,29409.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,31607.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5A7C50FD625077,1664,2015 BMW 528i xDrive Sedan,2015,29409.0,31606.0,Space Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3751
2015 BMW 535 i xDrive,BMW,Black,32984.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,36198.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C59FD543614,1665,2015 BMW 535i xDrive Sedan,2015,32984.0,36198.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2931
2015 BMW 535 i xDrive,BMW,Black,32984.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,36198.0,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C59FD543614,1665,2015 BMW 535i xDrive Sedan,2015,32984.0,36198.0,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3741
2017 BMW X1 xDrive 28i,BMW,Gray,36887.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,5368.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBXHT3C33H5F70564,1666,2017 BMW X1 xDrive28i SAV,2017,36887.0,5368.0,Mineral Gray Metallic,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2963
2017 BMW X1 xDrive 28i,BMW,Gray,36887.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,5368.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBXHT3C33H5F70564,1666,2017 BMW X1 xDrive28i SAV,2017,36887.0,5368.0,Mineral Gray Metallic,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3773
2018 BMW X5 xDrive35i,BMW,Gray,63555.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,4737.0,73,Dark Graphite Metallic,Black,8-Speed Automatic,AWD,5UXKR0C59J0X85771,1667,2018 BMW X5 xDrive35i SAV,2018,63555.0,4737.0,Dark Graphite,BLACK,Concours BMW,888-258-1784 888-258-6303,,4-Wheel Drive,2989
2018 BMW X5 xDrive35i,BMW,Gray,63555.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,4737.0,73,Dark Graphite Metallic,Black,8-Speed Automatic,AWD,5UXKR0C59J0X85771,1667,2018 BMW X5 xDrive35i SAV,2018,63555.0,4737.0,Dark Graphite,BLACK,Concours BMW,888-258-1784 888-258-6303,,4-Wheel Drive,3799
2015 BMW 535 i xDrive,BMW,Gray,26899.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,72391.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5B3C58FD547962,1668,2015 BMW 535i xDrive Sedan,2015,26899.0,72391.0,Gray,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2933
2015 BMW 535 i xDrive,BMW,Gray,26899.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,72391.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5B3C58FD547962,1668,2015 BMW 535i xDrive Sedan,2015,26899.0,72391.0,Gray,,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3743
2011 BMW 535 i xDrive,BMW,Gray,12777.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,126449.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAFU7C54BC877944,1669,2011 BMW 535i xDrive Sedan,2011,12777.0,126449.0,Space Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,2928
2011 BMW 535 i xDrive,BMW,Gray,12777.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,126449.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAFU7C54BC877944,1669,2011 BMW 535i xDrive Sedan,2011,12777.0,126449.0,Space Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive,3738
2015 BMW X1 xDrive28i,BMW,Black,22887.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,47493.0,2,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C52FVY35889,1679,2015 BMW X1 AWD 4dr xDrive28i,2015,22887.0,47493.0,Jet Black,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,2535
2015 BMW X1 xDrive28i,BMW,Black,22887.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,47493.0,2,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C52FVY35889,1679,2015 BMW X1 AWD 4dr xDrive28i,2015,22887.0,47493.0,Jet Black,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,3345
2015 BMW 435 i xDrive,BMW,Black,41990.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,25187.0,2,Black Sapphire Metallic,Leather Dakota Black/Blue Stit,8-SPEED A/T,All Wheel Drive,WBA3T7C59FPW79980,1680,2015 BMW 4 Series 2dr Conv 435i xDrive AWD,2015,41990.0,25187.0,Black Sapphire Metallic,Black/Blue Highlight,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,2536
2015 BMW 435 i xDrive,BMW,Black,41990.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,25187.0,2,Black Sapphire Metallic,Leather Dakota Black/Blue Stit,8-SPEED A/T,All Wheel Drive,WBA3T7C59FPW79980,1680,2015 BMW 4 Series 2dr Conv 435i xDrive AWD,2015,41990.0,25187.0,Black Sapphire Metallic,Black/Blue Highlight,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,3346
2017 BMW X5 xDrive35d,BMW,White,59942.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,9547.0,2,Mineral White Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKS4C31H0Y16323,1681,2017 BMW X5 xDrive35d Sports Activity Vehicle,2017,59942.0,9547.0,Mineral White Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,,All Wheel Drive,2516
2017 BMW X5 xDrive35d,BMW,White,59942.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,9547.0,2,Mineral White Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKS4C31H0Y16323,1681,2017 BMW X5 xDrive35d Sports Activity Vehicle,2017,59942.0,9547.0,Mineral White Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,,All Wheel Drive,3326
2017 BMW 530 i xDrive,BMW,Blue,54945.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,5027.0,2,Imperial Blue Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBAJA7C34HWA70867,1685,2017 BMW 5 Series 530i xDrive Sedan,2017,54945.0,5027.0,Imperial Blue Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,,All Wheel Drive,2520
2017 BMW 530 i xDrive,BMW,Blue,54945.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,5027.0,2,Imperial Blue Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBAJA7C34HWA70867,1685,2017 BMW 5 Series 530i xDrive Sedan,2017,54945.0,5027.0,Imperial Blue Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,,All Wheel Drive,3330
2018 BMW 640 i xDrive,BMW,Blue,67996.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,2953.0,2,Bluestone Metallic,Ivory White Nappa Leather,8-SPEED A/T,All Wheel Drive,WBAJV6C50JBC99785,1686,2018 BMW 6 Series 640i xDrive Gran Turismo,2018,67996.0,2953.0,Bluestone Metallic,Ivory White,Zimbrick BMW,888-237-4721 877-654-8272,,,2561
2018 BMW 640 i xDrive,BMW,Blue,67996.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,2953.0,2,Bluestone Metallic,Ivory White Nappa Leather,8-SPEED A/T,All Wheel Drive,WBAJV6C50JBC99785,1686,2018 BMW 6 Series 640i xDrive Gran Turismo,2018,67996.0,2953.0,Bluestone Metallic,Ivory White,Zimbrick BMW,888-237-4721 877-654-8272,,,3371
2015 BMW 328 i xDrive,BMW,Other,26930.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,38150.0,2,,,8-SPEED A/T,All Wheel Drive,WBA3B5G55FNS16134,1687,2015 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,2015,26930.0,38150.0,Mineral Gray Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,2528
2015 BMW 328 i xDrive,BMW,Other,26930.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,38150.0,2,,,8-SPEED A/T,All Wheel Drive,WBA3B5G55FNS16134,1687,2015 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,2015,26930.0,38150.0,Mineral Gray Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,3338
2017 BMW X1 xDrive 28i,BMW,Gray,33895.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,10529.0,2,Gray,Black,8-Speed Automatic,AWD,WBXHT3Z33H4A55142,1688,2017 BMW X1 xDrive28i SAV,2017,33895.0,10529.0,Mineral Gray,BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive,2500
2017 BMW X1 xDrive 28i,BMW,Gray,33895.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,10529.0,2,Gray,Black,8-Speed Automatic,AWD,WBXHT3Z33H4A55142,1688,2017 BMW X1 xDrive28i SAV,2017,33895.0,10529.0,Mineral Gray,BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive,3310
2015 BMW X3 xDrive28i,BMW,Silver,31878.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,11270.0,2,Mineral Silver Metallic,Black,8-Speed Automatic,AWD,5UXWX9C59F0D56085,1692,2015 BMW X3 xDrive28i SAV,2015,31878.0,11270.0,Mineral Silver Metallic,BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive,2498
2015 BMW X3 xDrive28i,BMW,Silver,31878.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,11270.0,2,Mineral Silver Metallic,Black,8-Speed Automatic,AWD,5UXWX9C59F0D56085,1692,2015 BMW X3 xDrive28i SAV,2015,31878.0,11270.0,Mineral Silver Metallic,BLACK,Kayser Automotive Group,888-276-6308 888-276-9145,Automatic,All Wheel Drive,3308
2015 BMW 328 i xDrive,BMW,Gray,29882.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,30694.0,2,Mineral Gray Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA3B3G54FNR87396,1693,2015 BMW 3 Series 4dr Sdn 328i xDrive AWD,2015,29882.0,30694.0,Mineral Gray Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,2512
2015 BMW 328 i xDrive,BMW,Gray,29882.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,30694.0,2,Mineral Gray Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA3B3G54FNR87396,1693,2015 BMW 3 Series 4dr Sdn 328i xDrive AWD,2015,29882.0,30694.0,Mineral Gray Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,3322
2015 BMW 535 i xDrive,BMW,Black,30976.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,46065.0,2,Jet Black,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA5B3C51FD541680,1694,2015 BMW 5 Series 4dr Sdn 535i xDrive AWD,2015,30976.0,46065.0,Jet Black,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,2508
2015 BMW 535 i xDrive,BMW,Black,30976.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,46065.0,2,Jet Black,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA5B3C51FD541680,1694,2015 BMW 5 Series 4dr Sdn 535i xDrive AWD,2015,30976.0,46065.0,Jet Black,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,3318
2015 BMW X3 xDrive28i,BMW,Gray,26958.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,36077.0,2,Gray,,8-SPEED A/T,All Wheel Drive,5UXWX9C59F0D50674,1695,2015 BMW X3 AWD 4dr xDrive28i,2015,26958.0,36077.0,Space Gray Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,2527
2015 BMW X3 xDrive28i,BMW,Gray,26958.0,Zimbrick BMW,(888) 570-3759,4.8,176.0,36077.0,2,Gray,,8-SPEED A/T,All Wheel Drive,5UXWX9C59F0D50674,1695,2015 BMW X3 AWD 4dr xDrive28i,2015,26958.0,36077.0,Space Gray Metallic,Black,Zimbrick BMW,888-237-4721 877-654-8272,Automatic,All Wheel Drive,3337
2017 BMW X3 xDrive28i,BMW,Black,29989.0,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303.0,42002.0,7,Carbon Black Metallic,Black,8-Speed A/T,All Wheel Drive,5UXWX9C56H0T00640,1698,2017 BMW X3 xDrive28i Sports Activity Vehicle,2017,29989.0,42002.0,Carbon Black Metallic,Black,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,2577
2017 BMW X3 xDrive28i,BMW,Black,29989.0,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303.0,42002.0,7,Carbon Black Metallic,Black,8-Speed A/T,All Wheel Drive,5UXWX9C56H0T00640,1698,2017 BMW X3 xDrive28i Sports Activity Vehicle,2017,29989.0,42002.0,Carbon Black Metallic,Black,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,3387
2016 BMW 328 i xDrive,BMW,Red,26997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,29449.0,7,Melbourne Red Metallic,Black,8-Speed Automatic,AWD,WBA8E3G58GNT80478,1699,Used 2016 BMW 3 Series 328i xDrive,2016,26997.0,29449.0,Melbourne Red Metallic,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2608
2016 BMW 328 i xDrive,BMW,Red,26997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,29449.0,7,Melbourne Red Metallic,Black,8-Speed Automatic,AWD,WBA8E3G58GNT80478,1699,Used 2016 BMW 3 Series 328i xDrive,2016,26997.0,29449.0,Melbourne Red Metallic,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,3418
2016 BMW 528 i xDrive,BMW,Black,31997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,34755.0,7,Black,Black,8-Speed Automatic,AWD,WBA5A7C50GG148103,1700,Used 2016 BMW 5 Series 528i xDrive,2016,31997.0,34755.0,Black,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,2611
2016 BMW 528 i xDrive,BMW,Black,31997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,34755.0,7,Black,Black,8-Speed Automatic,AWD,WBA5A7C50GG148103,1700,Used 2016 BMW 5 Series 528i xDrive,2016,31997.0,34755.0,Black,Black,Russ Darrow Kia,888-356-1417,Automatic,All Wheel Drive,3421
2013 BMW 535 i xDrive,BMW,Blue,18863.0,Metro Ford of Madison,(608) 729-3823,4.5,26.0,81387.0,7,Blue,,8-Speed Automatic,AWD,WBAFU7C52DDU72999,1701,2013 BMW 535i Xdrive Sedan 6 cyls,2013,18863.0,81387.0,Blue,,Metro Ford,(888) 750-5842,Automatic,All Wheel Drive,2627
2013 BMW 535 i xDrive,BMW,Blue,18863.0,Metro Ford of Madison,(608) 729-3823,4.5,26.0,81387.0,7,Blue,,8-Speed Automatic,AWD,WBAFU7C52DDU72999,1701,2013 BMW 535i Xdrive Sedan 6 cyls,2013,18863.0,81387.0,Blue,,Metro Ford,(888) 750-5842,Automatic,All Wheel Drive,3437
2015 BMW 320 i xDrive,BMW,Black,21995.0,Don Miller East,(608) 729-3839,5.0,6.0,40460.0,7,Black,,8-Speed Automatic,AWD,WBA3C3C53FP663265,1702,2015 BMW 320i 320i xDrive Sedan,2015,21995.0,40460.0,Black,,DON MILLER SUBARU,855-808-3072,Automatic,All Wheel Drive,2603
