name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain,id
2016 LEXUS GX 460 w/ Navi & Moonroof SUV,JTJBM7FX4G5134949,Lexus,GX 460,2016.0,41500.0,21503.0,Nebula Gray Pearl,,Wilde Honda New & Used Cars,888-582-4889,Automatic,4-Wheel Drive,1302
2013 LEXUS RX 450h Base SUV,JTJBC1BA1D2451120,Lexus,RX 450h,2013.0,23500.0,69988.0,Starfire Pearl,,Wilde Honda New & Used Cars,888-582-4889,Automatic,All Wheel Drive,1303
2015 Lexus RX 350,2T2BK1BA7FC280654,Lexus,RX 350,2015.0,28998.0,29000.0,Gray,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive,1304
2015 Lexus RX 350 F-SPORT,2T2BK1BA4FC324609,Lexus,RX 350,2015.0,33998.0,18000.0,Gray,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive,1305
2015 Lexus RX 350 F-SPORT,2T2BK1BA9FC268473,Lexus,RX 350,2015.0,30998.0,39000.0,Gray,Brown,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive,1306
2015 Lexus GX 460,JTJBM7FX8F5097760,Lexus,GX 460,2015.0,36998.0,37000.0,Red,Black,Carmax Waukesha,262-207-6249,Automatic,4-Wheel Drive,1307
Pre-Owned 2014 Lexus ES 350 4dr Sdn,JTHBK1GG6E2112095,Lexus,ES 350,2014.0,22995.0,30116.0,OBSIDIAN,BLACK,Wilde Automotive Group,262-290-2181,Automatic,Front Wheel Drive,1308
2015 Lexus GS 350,JTHCE1BL8FA001670,Lexus,GS 350,2015.0,31998.0,35000.0,Red,Black,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive,1309
2015 Lexus RX 350,JTJBK1BA0F2476144,Lexus,RX 350,2015.0,26998.0,39000.0,Brown,Tan,Carmax Waukesha,262-207-6249,Automatic,All Wheel Drive,1310
Used 2011 Lexus GX 460 4WD 4dr,JTJBM7FX9B5030451,Lexus,GX 460,2011.0,22177.0,109418.0,Claret Mica,Ecru,Boucher Buick GMC,(262) 649-9246,Automatic,4-Wheel Drive,1311
Used 2015 Lexus RX 350 AWD 4dr,JTJBK1BA1F2477514,Lexus,RX 350,2015.0,25729.0,41329.0,Satin Cashmere Metallic,Saddle Tan W/leather Seat Trim Orange Semi Anilin,BOUCHER CADILLAC,(877) 205-7085,Automatic,All Wheel Drive,1312
Used 2013 Lexus GS 350 4dr Sdn AWD,JTHCE1BL1D5003931,Lexus,GS 350,2013.0,22348.0,68544.0,Nebula Gray Pearl,Black W/leather Trimmed Seats,BOUCHER CADILLAC,(877) 205-7085,Automatic,All Wheel Drive,1313
Pre-Owned 2009 Lexus GX 470 4DR SUV w/ Navi & Moonroof 4WD,JTJBT20X290179046,Lexus,GX 470,2009.0,14786.0,157880.0,,,Wilde Automotive Group,262-290-2181,Automatic,4-Wheel Drive,1314
2009 LEXUS IS 250 Base,JTHCK262395032032,Lexus,IS 250,2009.0,12984.0,57092.0,Gray,GRAY,Jaguar Land Rover Volvo Waukesha,866-296-3008 877-287-8274,Automatic,All Wheel Drive,1315
2012 LEXUS IS 250 AWD (A6) Sedan,JTHCF5C2XC5055244,Lexus,IS 250,2012.0,,77404.0,Obsidian,,International Alfa Romeo,,Automatic,All Wheel Drive,1316
2015 LEXUS RX 350 350 SUV,JTJBK1BA5F2471067,Lexus,RX 350,2015.0,27994.0,53495.0,Fire Agate Pearl,Saddle Tan,International Alfa Romeo,,Automatic,All Wheel Drive,1317
2015 LEXUS RX 350 SUV V6 DOHC Dual VVT-i 24V,2T2BK1BA7FC275518,Lexus,RX 350,2015.0,27000.0,51571.0,White,,Van Horn Ford Lomira,,Automatic,All Wheel Drive,1318
2015LexusRX 350 AWD,2T2BK1BA7FC297440,Lexus,RX 350,2015.0,31989.0,27988.0,Stargazer Black,,Wheels by R.T.,,Automatic,All Wheel Drive,1319
2014LexusES 350,JTHBK1GG3E2139707,Lexus,ES 350,2014.0,23989.0,32087.0,Obsidian,,Wheels by R.T.,,Automatic,Front Wheel Drive,1320
2002 Lexus RX300 FWD 1 Owner 118k Miles,JTJGF10U520132550,Lexus,RX 300,2002.0,,,,,Dynamic Motors,,Automatic,Front Wheel Drive,1321
2014 LEXUS LX 570,JTJHY7AX5E4159397,Lexus,LX 570,2014.0,54007.0,39982.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1322
2016 LEXUS LX 570,JTJHY7AX0G4192519,Lexus,LX 570,2016.0,68000.0,39439.0,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1323
2015 LEXUS LS 460 L,JTHDL1EF9F5007289,Lexus,LS 460,2015.0,52400.0,32307.0,Black,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1324
2016 LEXUS LS 460 L,JTHDL5EF5G5007735,Lexus,LS 460,2016.0,60000.0,22078.0,Black,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1325
2012 LEXUS LS 460,JTHCL5EF4C5012950,Lexus,LS 460,2012.0,21500.0,121341.0,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1326
2014 LEXUS LS 460,JTHCL5EFXE5019968,Lexus,LS 460,2014.0,39000.0,41616.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1327
2017 LEXUS LS 460,JTHCL5EF5H5027657,Lexus,LS 460,2017.0,69007.0,10775.0,Dark Blue,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1328
2017 LEXUS LS 460,JTHCL5EF2H5029107,Lexus,LS 460,2017.0,68500.0,6986.0,Tan,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1329
2014 LEXUS IS 350,JTHCE1D27E5002465,Lexus,IS 350,2014.0,24007.0,87104.0,Obsidian,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1330
2015 LEXUS IS 350 F Sport,JTHCE1D23F5006935,Lexus,IS 350,2015.0,31500.0,33182.0,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1331
2015 LEXUS IS 350,JTHCE1D23F5008426,Lexus,IS 350,2015.0,31507.0,39245.0,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1332
2014 LEXUS IS 250,JTHCF1D22E5005206,Lexus,IS 250,2014.0,30000.0,2237.0,Black,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1333
2015 LEXUS IS 250,JTHCF1D22F5029801,Lexus,IS 250,2015.0,28707.0,36485.0,Black,RIOJA RED,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1334
2015 LEXUS IS 250,JTHCF1D26F5028683,Lexus,IS 250,2015.0,31000.0,6245.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1335
2015 LEXUS GX 460,JTJBM7FX8F5120003,Lexus,GX 460,2015.0,37500.0,33889.0,Starfire Pearl,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1336
2015 LEXUS GX 460,JTJBM7FX7F5102642,Lexus,GX 460,2015.0,38507.0,36438.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1337
2016 LEXUS GX 460,JTJBM7FXXG5141646,Lexus,GX 460,2016.0,43707.0,29408.0,Gray,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1338
2017 LEXUS GX 460,JTJBM7FX3H5159388,Lexus,GX 460,2017.0,49000.0,10614.0,Starfire Pearl,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,4-Wheel Drive,1339
2017 LEXUS GS F,JTHBP1BL9HA002335,Lexus,GS F,2017.0,68000.0,6063.0,White,RED,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Rear Wheel Drive,1340
2014 LEXUS GS 350 F Sport,JTHCE1BL3E5027987,Lexus,GS 350,2014.0,29300.0,40810.0,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1341
2007 LEXUS GS 350,JTHCE96SX70007834,Lexus,GS 350,2007.0,13500.0,117552.0,White,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1342
2015 LEXUS GS 350,JTHCE1BL7FA004446,Lexus,GS 350,2015.0,31000.0,40796.0,White,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1343
2017 LEXUS GS 350,JTHCZ1BL1HA006085,Lexus,GS 350,2017.0,48500.0,13088.0,Blue,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1344
2016 LEXUS GS 200t,JTHBA1BL6GA000932,Lexus,GS 200t,2016.0,27500.0,18922.0,White,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Rear Wheel Drive,1345
2012 LEXUS ES 350,JTHBK1EG0C2479770,Lexus,ES 350,2012.0,18007.0,60226.0,Nebula,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1346
2015 LEXUS ES 350,JTHBK1GG3F2186172,Lexus,ES 350,2015.0,28307.0,27505.0,Obsidian,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1347
2015 LEXUS ES 350,JTHBK1GG3F2208543,Lexus,ES 350,2015.0,27500.0,23549.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1348
2015 LEXUS ES 350,JTHBK1GG4F2161507,Lexus,ES 350,2015.0,23400.0,61049.0,Black,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1349
2017 LEXUS ES 350,58ABK1GG0HU059604,Lexus,ES 350,2017.0,38000.0,8973.0,White Pearl,FLAXEN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1350
2013 LEXUS ES 300h,JTHBW1GG2D2016466,Lexus,ES 300h,2013.0,24000.0,39966.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1351
2015 LEXUS ES 300h,JTHBW1GGXF2091015,Lexus,ES 300h,2015.0,24200.0,60520.0,Red,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1352
2017 LEXUS ES 300h,JTHBW1GG9H2154222,Lexus,ES 300h,2017.0,39007.0,13515.0,White,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1353
2017 LEXUS ES 300h,JTHBW1GGXH2149532,Lexus,ES 300h,2017.0,39500.0,5135.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1354
2018 LEXUS ES 300h,JTHBW1GG3J2172561,Lexus,ES 300h,2018.0,46007.0,9400.0,White,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,,4x2,1355
2015 LEXUS CT 200h,JTHKD5BH5F2222851,Lexus,CT 200h,2015.0,22000.0,22430.0,Gray,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1356
2010 LEXUS RX 450h,JTJBC1BA5A2403826,Lexus,RX 450h,2010.0,15007.0,131754.0,White,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1357
2016 LEXUS RX 350 F Sport,2T2BZMCA3GC014125,Lexus,RX 350,2016.0,40500.0,60520.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1358
2017 LEXUS RX 350,2T2BZMCA2HC085978,Lexus,RX 350,2017.0,51907.0,11051.0,Nebula,RED,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1359
2008 LEXUS RX 350,2T2HK31U58C063673,Lexus,RX 350,2008.0,11200.0,128425.0,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1360
2009 LEXUS RX 350,2T2HK31U69C096599,Lexus,RX 350,2009.0,9809.0,152810.0,Tan,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1361
2009 LEXUS RX 350,2T2HK31U19C121425,Lexus,RX 350,2009.0,19907.0,36653.0,Bamboo,IVORY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1362
2010 LEXUS RX 350,2T2BK1BA0AC051340,Lexus,RX 350,2010.0,19007.0,63255.0,Gray,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1363
2011 LEXUS RX 350,2T2BK1BAXBC099803,Lexus,RX 350,2011.0,21017.0,63313.0,Cerulean Blue Metallic,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1364
2012 LEXUS RX 350,2T2BK1BA9CC148071,Lexus,RX 350,2012.0,24707.0,48496.0,Nebula Gray Pearl,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1365
2013 LEXUS RX 350,2T2BK1BA8DC189924,Lexus,RX 350,2013.0,27507.0,52098.0,Maroon,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1366
2013 LEXUS RX 350,2T2BK1BA3DC167037,Lexus,RX 350,2013.0,22000.0,93306.0,Gray,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1367
2013 LEXUS RX 350,2T2BK1BA0DC179954,Lexus,RX 350,2013.0,21500.0,82673.0,Silver,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1368
2013 LEXUS RX 350,2T2BK1BA4DC156547,Lexus,RX 350,2013.0,21507.0,97546.0,Nebula Gray Pearl,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1369
2015 LEXUS RX 350,2T2BK1BA8FC338917,Lexus,RX 350,2015.0,30000.0,35106.0,Silver,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1370
2015 LEXUS RX 350,JTJBK1BA5F2473093,Lexus,RX 350,2015.0,34609.0,18460.0,Starfire Pearl,SADDLE TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1371
2015 LEXUS RX 350,2T2BK1BA4FC290414,Lexus,RX 350,2015.0,31500.0,34736.0,Red,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1372
2015 LEXUS RX 350,2T2BK1BA3FC306019,Lexus,RX 350,2015.0,30500.0,44320.0,Gray,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1373
2015 LEXUS RX 350,2T2BK1BA1FC306455,Lexus,RX 350,2015.0,32607.0,32800.0,Black,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1374
2015 LEXUS RX 350,2T2BK1BA1FC292024,Lexus,RX 350,2015.0,28000.0,58962.0,Gray,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1375
2015 LEXUS RX 350,2T2BK1BA8FC330901,Lexus,RX 350,2015.0,35000.0,12092.0,White,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1376
2015 LEXUS RX 350,JTJBK1BA1F2475634,Lexus,RX 350,2015.0,31500.0,36275.0,Black,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1377
2015 LEXUS RX 350,2T2BK1BA3FC293952,Lexus,RX 350,2015.0,31500.0,28714.0,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1378
2015 LEXUS RX 350,2T2BK1BA8FC305495,Lexus,RX 350,2015.0,32000.0,21605.0,Gray,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1379
2016 LEXUS RX 350,JTJBZMCA6G2002132,Lexus,RX 350,2016.0,43007.0,23725.0,White,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1380
2017 LEXUS RX 350,2T2BZMCA2HC117862,Lexus,RX 350,2017.0,50907.0,5866.0,Red,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1381
2017 LEXUS RX 350,2T2BZMCA6HC064180,Lexus,RX 350,2017.0,46000.0,12130.0,Gray Pearl,NOBLE BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1382
2016 LEXUS RC 300,JTHSM5BC2G5002328,Lexus,RC 300,2016.0,37000.0,11513.0,Red,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1383
2015 LEXUS NX 200t,JTJBARBZ4F2032529,Lexus,NX 200t,2015.0,30000.0,43599.0,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1384
2015 LEXUS NX 200t,JTJYARBZ7F2000992,Lexus,NX 200t,2015.0,27509.0,30268.0,Atomic Silver,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive,1385
2015 LEXUS NX 200t,JTJBARBZ7F2007687,Lexus,NX 200t,2015.0,32500.0,33096.0,Black,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1386
2015 LEXUS NX 200t,JTJBARBZ0F2034892,Lexus,NX 200t,2015.0,33507.0,28971.0,Meteor,FLAXEN SYN LTH,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1387
2016 LEXUS NX 200t,JTJBARBZ5G2049163,Lexus,NX 200t,2016.0,34500.0,26401.0,Black,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive,1388
PRE-OWNED 2002 LEXUS RX 300,JTJHF10U020259386,Lexus,RX 300,2002.0,6900.0,,Millennium Silver Metallic - Gray,Ivory Leather,Schlossmann Dodge City of Milwaukee,(888) 460-9542,Automatic,All Wheel Drive,1389
PRE-OWNED 2013 LEXUS IS 250,JTHCF5C28D5060878,Lexus,IS 250,2013.0,18900.0,59220.0,BROWN,,Schlossmann Dodge City of Milwaukee,(888) 460-9542,Automatic,All Wheel Drive,1390
2007 Lexus RX 350 Base,2T2HK31U17C021337,Lexus,RX 350,2007.0,10688.0,126931.0,Breakwater Blue Metallic,Ivory,Ernie von Schledorn Buick GMC Volkswagen,888-231-8988,Automatic,All Wheel Drive,1391
2004 Lexus RX 330,2T2HA31U04C039858,Lexus,RX 330,2004.0,6995.0,205035.0,Millennium SIlver Metallic,Light Gray,Reina International,(262) 781-3336,Automatic,All Wheel Drive,1392
2005 Lexus ES 330,JTHBA30G155125022,Lexus,ES 330,2005.0,6995.0,160215.0,Classic Silver Metallic,Ash,Reina International,(262) 781-3336,Automatic,Front Wheel Drive,1393
2012 Lexus ES 350,JTHBK1EG9C2512006,Lexus,ES 350,2012.0,16995.0,75558.0,Obsidian,Parchment,Reina International,(262) 781-3336,Automatic,Front Wheel Drive,1394
2013 Lexus GX 460,JTJBM7FX0D5055449,Lexus,GX 460,2013.0,29995.0,75330.0,Claret Mica,Sepia,Reina International,(262) 781-3336,Automatic,4-Wheel Drive,1395
2013 LEXUS RX 350 350 SUV Front-wheel Drive,2T2ZK1BA4DC099166,Lexus,RX 350,2013.0,,28163.0,Starfire Pearl,,Jack Safro Toyota,414-691-0603,Automatic,Front Wheel Drive,1396
2013 LEXUS IS 250C 250 C Convertible Rear-wheel Drive,JTHFF2C22D2529024,Lexus,IS 250 C,2013.0,24000.0,40116.0,Obsidian,BLACK,Jack Safro Toyota,414-691-0603,Automatic,Rear Wheel Drive,1397
2013 LEXUS CT 200h 200h Hatchback Front-wheel Drive,JTHKD5BH8D2131912,Lexus,CT 200h,2013.0,15250.0,33227.0,Silver Lining Metallic,BLACK,Jack Safro Toyota,414-691-0603,Automatic,Front Wheel Drive,1398
2017 LEXUS RX 450h 450h SUV All-wheel Drive,2T2BGMCA9HC014444,Lexus,RX 450h,2017.0,53000.0,8825.0,Satin Cashmere,PARCHMENT,Jack Safro Toyota,414-691-0603,Automatic,All Wheel Drive,1399
2013 LEXUS RX 450h 450h SUV All-wheel Drive,JTJBC1BA7D2052597,Lexus,RX 450h,2013.0,28000.0,59450.0,Nebula Gray Pearl,PARCHMENT,Jack Safro Toyota,414-691-0603,Automatic,All Wheel Drive,1400
2015 LEXUS RX 350 350 SUV All-wheel Drive,JTJBK1BA2F2480776,Lexus,RX 350,2015.0,31000.0,36562.0,Stargazer Black,SADDLE TAN,Jack Safro Toyota,414-691-0603,Automatic,All Wheel Drive,1401
Used 2011 Lexus GX 460 4WD 4dr,JTJBM7FX9B5026996,Lexus,GX 460,2011.0,27990.0,46831.0,Tungsten Pearl,Black,Crest Cadillac,888-261-6579,Automatic,4-Wheel Drive,1402
2007 Lexus RX 350,2T2HK31U07C010961,Lexus,RX 350,2007.0,13995.0,75632.0,Blue,,Heiser Chevrolet Cadillac of West Bend,888-417-1323 866-752-7864,Automatic,All Wheel Drive,1403
2015 Lexus RX 350,2T2BK1BA2FC257329,Lexus,RX 350,2015.0,28598.0,34405.0,Obsidian,Black w/Leather Seat Trim or Semi-Aniline Leather,Heiser Chevrolet Cadillac of West Bend,888-417-1323 866-752-7864,Automatic,All Wheel Drive,1404
2014 LEXUS CT 200h Hatchback I-4 cyl,JTHKD5BH1E2176028,Lexus,CT 200h,2014.0,16495.0,58930.0,Silver Lining Metallic,FLAXEN W LEATHER-TRIMMED SEATS,Gordie Boucher of West Bend,888-608-4057,Automatic,Front Wheel Drive,1405
2013 Lexus RX 350 AWD,2T2BK1BA9DC157452,Lexus,RX 350,2013.0,25995.0,44172.0,Pearl White,Leather,Lancaster Motors Inc.,608-723-2650,Automatic,All Wheel Drive,1406
2014 Lexus IS 250 AWD F-Sport,JTHCF1D29E5007776,Lexus,IS 250,2014.0,23995.0,57528.0,Silver,Leather,Lancaster Motors Inc.,608-723-2650,Automatic,All Wheel Drive,1407
2011 Lexus GX 460 4WD:,JTJBM7FX8B5024298,Lexus,GX 460,2011.0,22692.0,86704.0,Black,Ecru,Lenz Sales & Service,920-922-8818,Automatic,4-Wheel Drive,1408
2004 Lexus RX 330,JTJHA31UX40052614,Lexus,RX 330,2004.0,8995.0,81771.0,Silver,,Corner Choice Motors,888-824-1737,Automatic,All Wheel Drive,1409
2013 LEXUS RX 350 SUV,2T2BK1BA2DC158202,Lexus,RX 350,2013.0,,90241.0,Satin Cashmere,,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,1410
2010 LEXUS RX 350 Base SUV,2T2BK1BA6AC023736,Lexus,RX 350,2010.0,18490.0,68754.0,Silver,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,1411
2014 LEXUS RX 350 SUV,2T2BK1BA4EC251028,Lexus,RX 350,2014.0,27495.0,39192.0,Blue,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,1412
2013 LEXUS LS 460 Base Sedan,JTHCL5EF2D5016531,Lexus,LS 460,2013.0,36667.0,50851.0,Starfire Pearl,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,1413
2014 LEXUS IS 350 Sedan,JTHCE1D29E5002452,Lexus,IS 350,2014.0,27995.0,44939.0,Blue,Alabaster,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,1414
2011 LEXUS GX 460 Premium SUV,JTJJM7FX2B5029251,Lexus,GX 460,2011.0,21987.0,98736.0,Black Onyx,Sepia,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,4-Wheel Drive,1415
2007 LEXUS GS 350 Sedan,JTHCE96S070007499,Lexus,GS 350,2007.0,11950.0,105332.0,Obsidian,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive,1416
2014 LEXUS GS 350 Sedan V-6 cyl,JTHCE1BLXE5026724,Lexus,GS 350,2014.0,28597.0,34416.0,Starfire Pearl,BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive,1417
2015 LEXUS NX 200t SUV I-4 cyl,JTJBARBZ5F2030000,Lexus,NX 200t,2015.0,29111.0,23832.0,Atomic Silver,CREME,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive,1418
2002 LEXUS ES 300 Base Sedan V-6 cyl,JTHBF30G020052610,Lexus,ES 300,2002.0,4500.0,237953.0,Black Garnet Pearl,IVORY,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,Front Wheel Drive,1419
2015 LEXUS GS 350 F Sport Sedan V-6 cyl,JTHCE1BL5FA001254,Lexus,GS 350,2015.0,28522.0,58026.0,Liquid Platinum,F-SPORT BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive,1420
2015 LEXUS RC 350 Coupe V-6 cyl,JTHSE5BC9F5003052,Lexus,RC 350,2015.0,32987.0,45568.0,Obsidian,F-SPORT BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive,1421
2007 Lexus ES 350,JTHBJ46G772103818,Lexus,ES 350,2007.0,,,153424,Smoky Granite Mica,Boucher Kia of Milwaukee,888-210-2734,Automatic,Front Wheel Drive,1422
2017 Lexus ES 350,58ABK1GGXHU057861,Lexus,ES 350,2017.0,39995.0,4431.0,4428,Nightfall Mica,Boucher Kia of Milwaukee,888-210-2734,Automatic,Front Wheel Drive,1423
2010 Lexus RX 350,2T2BK1BA0AC007841,Lexus,RX 350,2010.0,19593.0,57302.0,57302,Tungsten Pearl,Boucher Kia of Milwaukee,888-210-2734,Automatic,All Wheel Drive,1424
2005 Lexus SC 430 Convertible,JTHFN48Y250070277,Lexus,SC 430,2005.0,15995.0,63465.0,SILVER,,Brown Deer Sales,414-365-1455,Automatic,Rear Wheel Drive,1425
2010 Lexus LS 460 Luxury Sedan AWD,JTHCL5EF9A5006820,Lexus,LS 460,2010.0,15995.0,132014.0,GRAY,,Brown Deer Sales,414-365-1455,Automatic,All Wheel Drive,1426
