name,year,maker,price,seller_name,seller_phone,miles,exterior_color,interior_color,transmission,drivetrain,vin,id
2018 BMW 430 i xDrive,2018,BMW,46926.0,Zimbrick BMW,(888) 237-4721,0.0,Jet Black,CORAL RED,8-SPEED A/T,All Wheel Drive,WBA4J3C57JBL03044,1765
2018 BMW X2 xDrive28i,2018,BMW,45045.0,Zimbrick BMW,(888) 237-4721,0.0,Mineral White,BLACK SENSATEC,8-SPEED A/T,All Wheel Drive,WBXYJ5C33JEF69485,1766
2017 BMW X5 xDrive35d,2017,BMW,59942.0,Zimbrick BMW,(888) 570-3759,9547.0,Mineral White Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKS4C31H0Y16323,1767
2018 BMW 640 i xDrive,2018,BMW,67996.0,Zimbrick BMW,(888) 570-3759,2953.0,Bluestone Metallic,Ivory White Nappa Leather,8-SPEED A/T,All Wheel Drive,WBAJV6C50JBC99785,1769
2017 BMW 530 i xDrive,2017,BMW,54945.0,Zimbrick BMW,(888) 570-3759,5027.0,Imperial Blue Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBAJA7C34HWA70867,1771
2018 BMW 320 i,2018,BMW,36011.0,Zimbrick BMW,(888) 237-4721,0.0,Alpine White,Venetian Beige Sensatec,8-SPEED A/T,All Wheel Drive,WBA8E5G55JNU46794,1773
2015 BMW 328 i xDrive,2015,BMW,29882.0,Zimbrick BMW,(888) 570-3759,30694.0,Mineral Gray Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA3B3G54FNR87396,1775
2016 BMW 328d xDrive,2016,BMW,33999.0,Wilde East Towne Honda,(608) 467-1265,28217.0,Blue,,8-SPEED A/T,All Wheel Drive,WBA8J1C59GK710670,1778
2017 BMW X3 xDrive28i,2017,BMW,29989.0,Zimbrick Hyundai Eastside,(608) 338-1462,42002.0,Carbon Black Metallic,Black,8-Speed A/T,All Wheel Drive,5UXWX9C56H0T00640,1779
2016 BMW 528 i xDrive,2016,BMW,31997.0,Russ Darrow Mazda of Madison,(608) 338-1572,34755.0,Black,Black,8-Speed Automatic,AWD,WBA5A7C50GG148103,1780
2014 BMW X3 xDrive28i,2014,BMW,18491.0,Kayser Chrysler Center,(608) 338-1543,79862.0,Black,Black,8-Speed Automatic,AWD,5UXWX9C52E0D41359,1783
2015 BMW X1 xDrive 35i,2015,BMW,25989.0,Kayser Chrysler Center,(608) 338-1543,30566.0,Mineral Gray,Coral Red / Gray Black,6-Speed Automatic,AWD,WBAVM5C52FVV94307,1784
2014 BMW X3 xDrive28i,2014,BMW,28450.0,Pete Raskovic Automotive,(888) 285-2231,21150.0,White,Tan,8-Speed Automatic,AWD,5UXWX9C56E0D41848,1785
2013 BMW 335 i,2013,BMW,24492.0,"Ewald Chevrolet Buick, LLC",(262) 533-9031,43391.0,Other,,8-Speed Automatic,RWD,WBA3A9G58DNP35685,1786
2015 BMW 328 i xDrive,2015,BMW,22634.0,Kunes Country Chevrolet GMC Buick of Elkhorn,(877) 465-8196,61210.0,Alpine White,Black,8-Speed Automatic,AWD,WBA3B3C53FF546343,1787
2014 BMW 328 Gran Turismo i xDrive,2014,BMW,19980.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,46985.0,Jet Black,Black,8-Speed Automatic,AWD,WBA3X5C55ED243006,1788
2016 BMW 328 i xDrive,2016,BMW,25899.0,Boucher Nissan Waukesha,(866) 690-6248,34592.0,Black,Black,8-Speed Automatic,AWD,WBA8E3C58GK501971,1790
2011 BMW 328 i xDrive,2011,BMW,12872.0,Boucher Buick GMC of Waukesha,(262) 347-4008,67552.0,Space Gray Metallic,Black,6-Speed Automatic,AWD,WBAPK5G59BNN30302,1791
2015 BMW 435 Gran Coupe i xDrive,2015,BMW,28888.0,Lou Bachrodt Automall,(815) 580-3161,46895.0,Black,Coral Red / Black,8-Speed Automatic,AWD,WBA4B3C52FD669955,1792
2008 BMW X5 4.8i,2008,BMW,12166.0,Boucher Hyundai,(866) 508-6541,102433.0,Jet Black,Sand Beige,6-Speed Automatic,AWD,5UXFE83588L160489,1794
2014 BMW 328d xDrive,2014,BMW,22520.0,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,66137.0,Sparkling Bronze Metallic,Black,8-Speed Automatic,AWD,WBA3K5C56EKT33646,1795
2014 BMW 428 i xDrive,2014,BMW,24786.0,Wilde Honda,(262) 226-8570,44391.0,Black,,8-Speed Automatic w/OD,AWD,WBA3N5C58EF716777,1797
2017 BMW 530 i xDrive,2017,BMW,57005.0,Lou Bachrodt Automall,(815) 580-3174,0.0,Alpine White,Black,8-Speed Automatic,AWD,WBAJA7C36HWA70806,1801
2016 BMW X3 xDrive28d,2016,BMW,34998.0,CarMax Waukesha,(262) 207-2339,31017.0,White,Black,8-Speed Automatic w/OD,AWD,5UXWY3C55G0N86974,1802
2015 BMW 328 i xDrive,2015,BMW,22998.0,CarMax Waukesha,(262) 207-2339,34107.0,Blue,Black,8-Speed Automatic w/OD,AWD,WBA3B3G58FNT17530,1803
2015 BMW 320 i xDrive,2015,BMW,22599.0,CarMax Waukesha,(262) 207-2339,15427.0,Black,Black,8-Speed Automatic w/OD,AWD,WBA3C3G56FNS76747,1804
2006 BMW X5 3.0i,2006,BMW,8995.0,Meeker Hill Auto Sales,(262) 229-4370,106980.0,Titanium Silver,CHARCOAL LEATHER,AUTO,AWD,5UXFA13596LY43852,1806
2011 BMW 328 i xDrive,2011,BMW,12007.0,Lexus of Brookfield,(262) 510-0474,80860.0,White,Black,6-Speed Automatic,AWD,WBAPK5C50BA662412,1807
2015 BMW 320 i xDrive,2015,BMW,22598.0,Holiday Mazda,(855) 294-9011,31718.0,Jet Black,Black,8-Speed Automatic,AWD,WBA3C3G50FNS72967,1808
2011 BMW 335 is,2011,BMW,19200.0,Boucher Volkswagen Marketplace of Franklin,(866) 571-8206,62655.0,Titanium Silver Metallic,Black,7-Speed Automatic with Auto-Shift,RWD,WBAKG1C54BE362840,1810
2011 BMW 535 i xDrive,2011,BMW,12777.0,BMW of Milwaukee North,(877) 591-3075,126449.0,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAFU7C54BC877944,1812
2016 BMW 535 i xDrive,2016,BMW,46441.0,BMW of Milwaukee North,(866) 932-0704,15460.0,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA5B3C53GG255944,1813
2017 BMW X1 xDrive 28i,2017,BMW,38490.0,BMW of Milwaukee North,(866) 932-0704,9062.0,Alpine White,Beige,8-Speed Automatic,AWD,WBXHT3C32H5F83029,1815
2017 BMW 330 i xDrive,2017,BMW,49878.0,BMW of Milwaukee North,(866) 932-0704,4685.0,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA8K3C35HA022910,1816
2017 BMW 430 Gran Coupe i xDrive,2017,BMW,48555.0,BMW of Milwaukee North,(866) 932-0704,9999.0,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,WBA4F9C32HG812006,1817
2006 BMW 525 xi,2006,BMW,7893.0,INFINITI North Shore,(888) 675-1554,87520.0,Blue,Black,6-Speed Manual with Overdrive,All Wheel Drive,WBANF335X6CS35149,1820
2015 BMW X4 xDrive28i,2015,BMW,35989.0,BMW of Milwaukee North,(866) 932-0704,29048.0,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,5UXXW3C52F0M89157,1821
2015 BMW X3 xDrive28i,2015,BMW,33555.0,BMW of Milwaukee North,(866) 932-0704,18978.0,Jet Black,Black,8-Speed Automatic,AWD,5UXWX9C51F0D61071,1822
2015 BMW 320 i xDrive,2015,BMW,17995.0,Hyundai Greenfield,(414) 219-1518,73086.0,Jet Black,Black,8-Speed Automatic,AWD,WBA3C3C56FP663843,1826
2018 BMW X5 xDrive35i,2018,BMW,65535.0,BMW of Milwaukee North,(877) 477-3859,0.0,Dark Graphite Metallic,Black,8-Speed Automatic,AWD,5UXKR0C50J0X98795,1827
2008 BMW X3 3.0si,2008,BMW,10990.0,Gary Lang Automotive Group,(815) 308-2308,86251.0,Black,Black,6-Speed Manual,AWD,WBXPC93458WJ03385,1829
2013 BMW 535 i xDrive,2013,BMW,18995.0,"AutoSource Motors, Inc.",(414) 455-6995,69170.0,Dark Graphite Metallic Ii,Black,8-SPEED A/T,All Wheel Drive,WBAFU7C56DDU67255,1830
2014 BMW 528 i xDrive,2014,BMW,23997.0,Ewald's Venus Ford,(414) 219-1030,48437.0,Black,,8-SPEED A/T,All Wheel Drive,WBA5A7C52ED616038,1831
2015 BMW 428 Gran Coupe i xDrive,2015,BMW,31491.0,Ewald's Venus Ford,(414) 219-1030,22733.0,Black,,8-SPEED A/T,All Wheel Drive,WBA4A7C57FD413899,1832
2018 BMW X1 xDrive28i,2018,BMW,38490.0,Deery Brothers of Dubuque,(563) 239-2219,0.0,Mineral White Metallic,Kcsw Black,8-SPEED A/T,All Wheel Drive,WBXHT3C3XJ5L25506,1835
2018 BMW 530 i xDrive,2018,BMW,59371.0,Deery Brothers of Dubuque,(563) 239-2219,0.0,Cashmere,,8-SPEED A/T,All Wheel Drive,WBAJA7C50JG908472,1836
2008 BMW X5 3.0si,2008,BMW,10471.0,Deery Brothers of Dubuque,(563) 239-2223,130282.0,Platinum Bronze Metallic,Sand Beige,6-SPEED A/T,All Wheel Drive,5UXFE43518L009762,1840
2018 BMW X5 xDrive35i,2018,BMW,58666.0,Deery Brothers of Dubuque,(563) 239-2219,0.0,Dark Graphite,,8-SPEED A/T,All Wheel Drive,5UXKR0C57J0X97921,1841
2015 BMW M4 Base,2015,BMW,47750.0,BMW and Mazda of Crystal Lake,(815) 261-4475,40099.0,Black Sapphire,,,RWD,WBS3R9C58FK330375,1843
2018 BMW 640 Gran Turismo i xDrive,2018,BMW,75055.0,BMW and Mazda of Crystal Lake,(815) 788-6026,0.0,Black,,8-Speed Automatic,AWD,WBAJV6C53JBJ99466,1845
2014 BMW 228 i,2014,BMW,20730.0,VROOM (Milwaukee),(877) 682-3020,42746.0,Black,Black,,RWD,WBA1F5C52EVV99529,1846
2015 BMW 435 i,2015,BMW,32730.0,VROOM (Milwaukee),(877) 682-3020,37053.0,White,Tan,Automatic,RWD,WBA3T3C50FP737936,1847
2015 BMW 328 i,2015,BMW,20980.0,VROOM (Milwaukee),(877) 682-3020,45982.0,Gray,Black,,RWD,WBA3C1C55FK121988,1848
2016 BMW 328 i,2016,BMW,22980.0,VROOM (Milwaukee),(877) 682-3020,38832.0,White,Black,8-Speed Automatic w/OD,RWD,WBA8E9G55GNT83843,1852
2015 BMW X5 xDrive35i,2015,BMW,35230.0,VROOM (Milwaukee),(877) 682-3020,45748.0,Black,Black,8-Speed Automatic w/OD,AWD,5UXKR0C5XF0K66624,1853
2014 BMW i8 Base,2014,BMW,79980.0,VROOM (Milwaukee),(877) 682-3020,2817.0,Black,White,Automatic,AWD,WBY2Z2C53EVX64774,1859
2018 BMW 328d xDrive,2018,BMW,46966.0,Zimbrick BMW,(888) 237-4721,0.0,Glacier Silver Metallic,Black SensaTec/Red Stitching,8-SPEED A/T,All Wheel Drive,WBA8F1C59JK898485,1863
2018 BMW X1 xDrive28i,2018,BMW,41445.0,Zimbrick BMW,(877) 654-8272,4800.0,Mineral Gray Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBXHT3C3XJ5F88324,1865
2018 BMW X2 xDrive28i,2018,BMW,44495.0,Zimbrick BMW,(888) 237-4721,0.0,Jet Black,Black SensaTec,8-SPEED A/T,All Wheel Drive,WBXYJ5C39JEF69748,1867
2018 BMW 430 Gran Coupe i,2018,BMW,46926.0,Zimbrick BMW,(888) 237-4721,0.0,Jet Black,Coral Red Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA4J3C53JBG96639,1868
2018 BMW M4 Base,2018,BMW,67316.0,Zimbrick BMW,(888) 237-4721,0.0,Sakhir Orange Ii Metallic,Cloth/Leather Carbonstructure,6-SPEED M/T,Rear Wheel Drive,WBS4Y9C57JAC87589,1870
2011 BMW 335 i,2011,BMW,19990.0,Zimbrick BMW,(877) 654-8272,53931.0,Deep Sea Blue Metallic,Black,6-SPEED M/T,Rear Wheel Drive,WBADX7C59BE581899,1871
2015 BMW X1 xDrive28i,2015,BMW,24435.0,Zimbrick BMW,(888) 570-3759,46282.0,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C54FVY30225,1873
2018 BMW X5 xDrive35i,2018,BMW,68797.0,Zimbrick BMW,(888) 237-4721,0.0,Ruby Black Metallic,Ivory White/Blk Nappa Leather,8-SPEED A/T,All Wheel Drive,5UXKR0C54J0X97522,1874
2013 BMW 328 i xDrive,2013,BMW,17986.0,Zimbrick BMW,(877) 654-8272,69367.0,Jet Black,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA3B3C55DJ976353,1875
2014 BMW 320 i xDrive,2014,BMW,19998.0,CarMax Madison,(608) 286-3923,35782.0,Black,Tan,8-Speed Automatic w/OD,AWD,WBA3C3G55ENS70372,1877
2014 BMW 320 i xDrive,2014,BMW,19998.0,CarMax Madison,(608) 286-3923,26570.0,Black,Black,8-Speed Automatic w/OD,AWD,WBA3C3G55ENS69108,1878
2014 BMW 320 i xDrive,2014,BMW,19599.0,CarMax Madison,(608) 286-3923,23710.0,Red,Black,8-Speed Automatic w/OD,AWD,WBA3C3G58ENS68471,1879
2015 BMW X5 xDrive35d,2015,BMW,34998.0,CarMax Madison,(608) 286-3923,41108.0,Gray,Black,8-Speed Automatic w/OD,AWD,5UXKS4C58F0J98027,1880
2014 BMW 650 i,2014,BMW,45500.0,Schoepp Motors West,(608) 729-3822,48670.0,Black,,8-Speed Automatic,RWD,WBAYP9C58ED169268,1881
2015 BMW 428 i,2015,BMW,33800.0,Schoepp Motors West,(608) 729-3822,28604.0,Black,,8-Speed Automatic,RWD,WBA3V5C58FP753386,1882
2013 BMW 535 i xDrive,2013,BMW,18863.0,Metro Ford of Madison,(608) 729-3823,81387.0,Blue,,8-Speed Automatic,AWD,WBAFU7C52DDU72999,1883
2015 BMW 328 i,2015,BMW,23900.0,Zimbrick Nissan,(608) 338-0718,49529.0,Jet Black,Black,8-SPEED A/T,All Wheel Drive,WBA3B3C50FJ984086,1884
2014 BMW 328 i,2014,BMW,20900.0,Zimbrick Nissan,(608) 338-0718,38232.0,Black Sapphire Metallic,Venetian Beige,8-SPEED A/T,All Wheel Drive,WBA3B5G59ENS06575,1885
2014 BMW 320 i xDrive,2014,BMW,18584.0,Boucher Chevrolet of Waukesha,(866) 590-9089,47112.0,Mojave Metallic,Venetian Beige,8-Speed Automatic,AWD,WBA3C3G5XENS68441,1887
2013 BMW 328 i xDrive,2013,BMW,17000.0,Wilde Honda,(262) 226-8570,53341.0,Jet Black,,8-Speed Automatic w/Manual Shift,AWD,WBA3B3C53DJ812146,1888
2015 BMW X1 xDrive 28i,2015,BMW,22989.0,Lou Bachrodt Automall,(815) 580-3156,42038.0,Silver,Beige,8-Speed Automatic,AWD,WBAVL1C59FVY34772,1889
2011 BMW 328 i,2011,BMW,15998.0,CarMax Waukesha,(262) 207-2339,84798.0,Gray,Red,6-Speed Automatic,RWD,WBADW7C59BE546069,1893
2014 BMW 328 i xDrive,2014,BMW,20939.0,Ernie von Schledorn Buick GMC Volkswagen,(888) 231-8988,40426.0,Melbourne Red Metallic,Black,8-Speed Automatic,All Wheel Drive,WBA3B3G54ENR83685,1896
2017 BMW X3 xDrive35i,2017,BMW,35498.0,Holiday Mazda,(855) 294-9011,46640.0,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXWX7C51H0S19680,1898
2014 BMW 320 i xDrive,2014,BMW,21998.0,CarMax Metro Parc,(414) 214-9772,24056.0,Black,Black,8-Speed Automatic w/OD,AWD,WBA3C3G52ENS71785,1901
2012 BMW 528 i xDrive,2012,BMW,18985.0,International Autos,(414) 939-8502,44138.0,Black,,8-Speed Automatic,AWD,WBAXH5C55CDW11017,1902
2018 BMW 540 i xDrive,2018,BMW,57794.0,Russ Darrow Honda,(414) 751-6997,1344.0,Alpine White,Cognac,8-Speed Automatic,AWD,WBAJE7C52JG891355,1905
2018 BMW 430 Gran Coupe i xDrive,2018,BMW,52395.0,BMW of Milwaukee North,(877) 477-3859,0.0,Melbourne Red Metallic,Venetian Beige,8-Speed Automatic,AWD,WBA4J3C57JBG95459,1906
2010 BMW X3 xDrive30i,2010,BMW,9892.0,INFINITI North Shore,(888) 675-1554,126896.0,Silver,Black,6-Speed Manual,All Wheel Drive,WBXPC9C42AWJ36558,1908
2018 BMW X5 xDrive35i,2018,BMW,64085.0,BMW of Milwaukee North,(877) 477-3859,0.0,Space Gray Metallic,Ivory White,8-Speed Automatic,AWD,5UXKR0C50J0Y03168,1916
2018 BMW 530 i xDrive,2018,BMW,63310.0,BMW of Milwaukee North,(877) 477-3859,0.0,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBAJA7C5XJG908981,1919
2018 BMW X5 eDrive xDrive40e iPerformance,2018,BMW,72110.0,BMW of Milwaukee North,(877) 477-3859,0.0,Mineral White Metallic,Beige,8-Speed Automatic,AWD,5UXKT0C53J0W01653,1924
2015 BMW X3 xDrive28d,2015,BMW,32800.0,Griffin's Hub Chrysler Jeep Dodge,(414) 203-9976,47265.0,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXWY3C52F0E97493,1926
2018 BMW 430 Gran Coupe i xDrive,2018,BMW,52795.0,BMW of Milwaukee North,(877) 477-3859,0.0,Jatoba Brown Metallic,Black,8-Speed Automatic,AWD,WBA4J3C59JBG95480,1927
2007 BMW 650 i,2007,BMW,12995.0,Car Planet,(414) 292-9743,82450.0,Silver,Black,6-Speed Automatic,RWD,WBAEK13517CN80412,1931
2008 BMW Z4 Base,2008,BMW,9995.0,"AutoSource Motors, Inc.",(414) 455-6995,98724.0,Black Sapphire Metallic,Dream Red,6-SPEED M/T,Rear Wheel Drive,4USBU33588LW74813,1932
2018 BMW 640 i xDrive,2018,BMW,75010.0,Deery Brothers of Dubuque,(563) 239-2219,0.0,Black Sapphire Metallic,Black,8-SPEED A/T,All Wheel Drive,WBAJV6C50JBC99723,1933
2015 BMW X5 xDrive35i,2015,BMW,39499.0,Deery Brothers of Dubuque,(563) 239-2223,42933.0,White,,8-SPEED A/T,All Wheel Drive,5UXKR0C52F0P06058,1937
2015 BMW 228 i xDrive,2015,BMW,24831.0,Deery Brothers of Dubuque,(563) 239-2223,58798.0,Jet Black,Black,8-SPEED A/T,All Wheel Drive,WBA1F7C5XFVX95571,1938
2018 BMW X5 xDrive50i,2018,BMW,79195.0,Deery Brothers of Dubuque,(563) 239-2219,0.0,Imperial Blue Metallic,Black,8-SPEED A/T,All Wheel Drive,5UXKR6C5XJ0U15822,1939
2018 BMW X5 xDrive35i,2018,BMW,62135.0,BMW and Mazda of Crystal Lake,(815) 788-6026,0.0,Silver,,8-Speed Automatic,AWD,5UXKR0C59J0X88086,1941
2018 BMW X5 xDrive35i,2018,BMW,63835.0,BMW and Mazda of Crystal Lake,(815) 788-6026,0.0,Graphite,,8-Speed Automatic,AWD,5UXKR0C55J0X95097,1943
2018 BMW X5 xDrive35i,2018,BMW,63835.0,BMW and Mazda of Crystal Lake,(815) 788-6026,0.0,Graphite,,8-Speed Automatic,AWD,5UXKR0C56J0X84089,1945
2017 BMW X3 xDrive28i,2017,BMW,38000.0,BMW and Mazda of Crystal Lake,(815) 261-4475,15397.0,Alpine White,Black,8-Speed Automatic,AWD,5UXWX9C36H0T23334,1946
2018 BMW M4 Base,2018,BMW,82900.0,BMW and Mazda of Crystal Lake,(815) 788-6026,0.0,Gray,,,RWD,WBS4Y9C52JAC87242,1947
2018 BMW X5 eDrive xDrive40e iPerformance,2018,BMW,69885.0,BMW and Mazda of Crystal Lake,(815) 788-6026,0.0,Black,,8-Speed Automatic,AWD,5UXKT0C51J0W01439,1949
2015 BMW X6 M Base,2015,BMW,66980.0,VROOM (Milwaukee),(877) 682-3020,23397.0,Black,Black,8-Speed Automatic w/OD,AWD,5YMKW8C53F0R42847,1956
2017 BMW X6 M Base,2017,BMW,80480.0,VROOM (Milwaukee),(877) 682-3020,9095.0,Gray,Tan,Automatic,AWD,5YMKW8C51H0U71803,1958
2015 BMW M3 Base,2015,BMW,45980.0,VROOM (Milwaukee),(877) 682-3020,31481.0,White,Tan,,RWD,WBS3C9C55FP803217,1959
2011 BMW M3 Base,2011,BMW,29990.0,Zimbrick BMW,(877) 654-8272,63030.0,Jet Black,Black,6-SPEED M/T,Rear Wheel Drive,WBSKG9C59BE369258,1962
2018 BMW X5 xDrive35i,2018,BMW,62566.0,Zimbrick BMW,(888) 237-4721,0.0,Glacier Silver Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKR0C52J0Y03026,1963
2018 BMW X3 M40i,2018,BMW,63051.0,Zimbrick BMW,(888) 237-4721,0.0,Phytonic Blue Metallic,Black Leather w/blue stitching,8-SPEED A/T,All Wheel Drive,5UXTS3C55J0Y97137,1964
2015 BMW X5 xDrive35i,2015,BMW,34997.0,Bergstrom Cadillac of Madison,(866) 264-4261,49820.0,White,Black,8-Speed Automatic,AWD,5UXKR0C55F0P09732,1965
2018 BMW 230 i xDrive,2018,BMW,39826.0,Zimbrick BMW,(888) 237-4721,0.0,Mineral White,BLACK DAKOTA,8-SPEED A/T,All Wheel Drive,WBA2J3C5XJVD48231,1966
2011 BMW 328 i xDrive,2011,BMW,14882.0,Zimbrick BMW,(877) 654-8272,62935.0,Space Gray Metallic,Beige,6-SPEED M/T,All Wheel Drive,WBAPK7C59BA820953,1967
2015 BMW X1 xDrive28i,2015,BMW,20628.0,Zimbrick BMW,(888) 570-3759,49330.0,Alpine White,Black SensaTec,8-SPEED A/T,All Wheel Drive,WBAVL1C5XFVY34215,1968
2017 BMW X5 xDrive35i,2017,BMW,54725.0,Zimbrick BMW,(888) 570-3759,9489.0,Glacier Silver Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKR0C35H0X76896,1969
2015 BMW 328 i,2015,BMW,31990.0,Zimbrick BMW,(888) 570-3759,9142.0,Alpine White,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA3B3C50FF548504,1971
2018 BMW X1 xDrive28i,2018,BMW,42545.0,Zimbrick BMW,(888) 237-4721,0.0,Black Sapphire Metallic,Black SensaTec,8-SPEED A/T,All Wheel Drive,WBXHT3Z31J4A66274,1972
2015 BMW X3 xDrive28i,2015,BMW,33990.0,Zimbrick BMW,(888) 570-3759,37495.0,Mineral White Metallic,Saddle Brown Nevada Leather,8-SPEED A/T,All Wheel Drive,5UXWX9C56F0D51264,1973
2018 BMW X3 xDrive30i,2018,BMW,50316.0,Zimbrick BMW,(888) 237-4721,0.0,Phytonic Blue Metallic,Black Vernasca Leather,8-SPEED A/T,All Wheel Drive,5UXTR9C51JLD59387,1975
2011 BMW  550i xDrive,2011,BMW,20990.0,Zimbrick BMW,(877) 654-8272,55820.0,Cashmere Silver Metallic,Venetian Beige,8-SPEED A/T,All Wheel Drive,WBAFU9C5XBC785507,1976
2018 BMW 320 i,2018,BMW,41810.0,Zimbrick BMW,(877) 654-8272,7961.0,Glacier Silver Metallic,Black SensaTec,8-SPEED A/T,All Wheel Drive,WBA8A3C53JA067404,1978
2018 BMW 530 i xDrive,2018,BMW,55066.0,Zimbrick BMW,(888) 237-4721,0.0,Jet Black,BLACK SENSATEC,8-SPEED A/T,All Wheel Drive,WBAJA7C53JWA73542,1979
2018 BMW 430 i xDrive,2018,BMW,60041.0,Zimbrick BMW,(888) 237-4721,0.0,Mineral Gray Metallic,Leather Dakota Black/Blue Stit,8-SPEED A/T,All Wheel Drive,WBA4Z3C53JEC57254,1980
2016 BMW 320 i,2016,BMW,29990.0,Zimbrick BMW,(888) 570-3759,11845.0,Mineral White Metallic,Venetian Beige SensaTec,8-SPEED A/T,All Wheel Drive,WBA8E5G50GNT94838,1982
2014 BMW 320 i xDrive,2014,BMW,20599.0,CarMax Madison,(608) 286-3923,26686.0,Red,Black,8-Speed Automatic w/OD,AWD,WBA3C3G57ENS71930,1983
2011 BMW 335 i xDrive,2011,BMW,15995.0,Schoepp Motors West,(608) 729-3822,81234.0,Silver,,6-Speed Automatic,AWD,WBAPL5C57BA919711,1986
2012 BMW 528 i xDrive,2012,BMW,14995.0,DeSmet Auto Sales,(608) 298-5371,91610.0,Black Sapphire Metallic,Black,8-SPEED A/T,All Wheel Drive,WBAXH5C54CDW09517,1988
2011 BMW 528 i,2011,BMW,14990.0,Jim O'Connor Select Auto,(262) 347-4147,80634.0,Silver,Everest Gray,8-Speed Automatic,RWD,WBAFR1C52BC743321,1990
2018 BMW X5 xDrive35i,2018,BMW,56192.0,Lou Bachrodt Automall,(815) 580-3174,0.0,Jet Black,Black,8-Speed Automatic,AWD,5UXKR0C53J0X86883,1993
2018 BMW M3 Base,2018,BMW,72745.0,Lou Bachrodt Automall,(815) 580-3174,0.0,Black Sapphire Metallic,Silverstone,7-Speed Manual,RWD,WBS8M9C52J5J80159,1994
2015 BMW 320 i xDrive,2015,BMW,19985.0,International Autos,(414) 930-1684,48989.0,Alpine White,Black,8-Speed Automatic,AWD,WBA3C3C54FP663579,2003
2013 BMW 740 Li xDrive,2013,BMW,25985.0,International Autos,(414) 939-8502,85721.0,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBAYF4C5XDDE23831,2005
2010 BMW 535 i xDrive,2010,BMW,11495.0,International Autos,(414) 939-8502,103127.0,Monaco Blue Metallic,Cream,6-Speed Automatic,AWD,WBANV9C52AC136419,2006
2014 BMW 320 i xDrive,2014,BMW,20985.0,International Autos,(414) 939-8502,34513.0,Jet Black,,8-Speed Automatic,AWD,WBA3C3C58EP661249,2007
2017 BMW 330 i xDrive,2017,BMW,46585.0,International Autos,(414) 203-5342,0.0,Melbourne Red Metallic,Black / Dark Oyster,8-Speed Automatic,AWD,WBA8D9G39HNU62709,2010
2018 BMW X3 xDrive30i,2018,BMW,52185.0,BMW of Milwaukee North,(877) 477-3859,0.0,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,5UXTR9C54JLD59786,2011
2011 BMW 335 i xDrive,2011,BMW,16492.0,INFINITI North Shore,(888) 675-1554,50138.0,Alpine White,Black,6-Speed Automatic Steptronic,All Wheel Drive,WBAPL5C55BA917990,2012
2018 BMW X5 xDrive35i,2018,BMW,66985.0,BMW of Milwaukee North,(877) 477-3859,0.0,Mineral White Metallic,Mocha,8-Speed Automatic,AWD,5UXKR0C57J0Y02633,2013
2018 BMW X5 xDrive35i,2018,BMW,68035.0,BMW of Milwaukee North,(877) 477-3859,0.0,Mineral White Metallic,Black,8-Speed Automatic,AWD,5UXKR0C54J0X85175,2015
2018 BMW X5 xDrive35d,2018,BMW,70760.0,BMW of Milwaukee North,(877) 477-3859,0.0,Mineral White Metallic,Mocha,8-Speed Automatic,AWD,5UXKS4C59J0Y20496,2016
2018 BMW X2 xDrive28i,2018,BMW,47495.0,BMW of Milwaukee North,(877) 477-3859,0.0,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBXYJ5C3XJEF69547,2018
2018 BMW X5 xDrive35i,2018,BMW,67510.0,BMW of Milwaukee North,(877) 477-3859,0.0,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,5UXKR0C50J0Y00237,2019
2018 BMW 430 Gran Coupe i xDrive,2018,BMW,50795.0,BMW of Milwaukee North,(877) 477-3859,0.0,Imperial Blue Metallic,Venetian Beige,8-Speed Automatic,AWD,WBA4J3C56JBG95498,2020
2018 BMW X5 xDrive35d,2018,BMW,69910.0,BMW of Milwaukee North,(877) 477-3859,0.0,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,5UXKS4C51J0Y18743,2021
