_id,ltable_vin,rtable_vin,ltable_name,ltable_year,ltable_maker,ltable_price,ltable_seller_phone,ltable_seller_name,ltable_miles,ltable_exterior_color,ltable_interior_color,rtable_name,rtable_year,rtable_maker,rtable_price,rtable_seller_phone,rtable_seller_name,rtable_miles,rtable_exterior_color,rtable_interior_color,label
26787,WDDHF8JB2EA900101,WDDKJ8JB9EF282783,2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,24730.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,49975.0,Black,Black,2014 Mercedes-Benz E-Class E 350 4MATIC,2014.0,Mercedes-Benz,24991.0,847-381-8900,Motor Werks Honda,48814.0,,,0
26848,2T2BK1BA0FC271438,2T2BK1BA9FC268473,2015 Lexus RX 350 Base,2015,Lexus,29800.0,(608) 338-1462,Zimbrick Hyundai Eastside,40224.0,Claret Mica,Saddle Tan,2015 Lexus RX 350 F-SPORT,2015.0,Lexus,30998.0,262-207-6249,Carmax Waukesha,39000.0,Gray,Brown,0
26906,2T2BK1BA9FC268473,2T2BK1BA9FC268473,2015 Lexus RX 350 F-SPORT,2015,Lexus,30998.0,(262) 207-2339,CarMax Waukesha,38778.0,Gray,Brown,2015 Lexus RX 350 F-SPORT,2015.0,Lexus,30998.0,262-207-6249,Carmax Waukesha,39000.0,Gray,Brown,1
27479,WA1VAAF78JD011622,WA1VAAF78JD011622,2018 Audi Q7 3.0T Prestige,2018,Audi,65967.0,(414) 375-2115,Audi North Shore,4945.0,Orca Black Metallic,Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,65967.0,414-543-3000,INTERNATIONAL AUTOS GROUP,4945.0,Orca black metallic,Black,1
27593,WA1BNAFY8J2004536,WA1BNAFY8J2004536,2018 Audi Q5 2.0T Premium,2018,Audi,46398.0,(262) 264-7724,Van Horn Ford of Oconomowoc,3067.0,Mythos Black Metallic,Black,2018 Audi Q5 2.0T Premium Plus SUV TFSI,2018.0,Audi,46398.0,,Van Horn Ford of Oconomowoc,3067.0,Mythos Black Metallic,BLACK,1
28041,WBAPK5G59BNN30302,WBAPK5G59BNN30302,2011 BMW 328 i xDrive,2011,BMW,12872.0,(262) 347-4008,Boucher Buick GMC of Waukesha,67552.0,Space Gray Metallic,Black,Used 2011 BMW 328i xDrive Sedan,2011.0,BMW,12872.0,(262) 649-9246,Boucher Buick GMC,67552.0,Space Gray Metallic,Black,1
28132,2T2BK1BA6BC085512,2T2BK1BA6BC085512,2011 Lexus RX 350 Base,2011,Lexus,15500.0,(608) 478-2660,Lexus of Madison,88545.0,Satin Cashmere Metallic,Parchment,2011 Lexus RX 350,2011.0,Lexus,15500.0,877-510-3625 877-545-4105,Lexus of Madison,88545.0,SATIN CASHMERE METALLIC,PARCHMENT,1
28411,WBA5A7C59FD624705,WBA5A7C56FD622118,2015 BMW 528 i xDrive,2015,BMW,29999.0,(888) 602-5985,INFINITI Milwaukee,17007.0,Dark Graphite Metallic,Black,2015 BMW 5 Series 528i xDrive With Navigation & AWD,2015.0,BMW,29977.0,888-570-6761 888-570-6837,Motorwerks of Barrington,16687.0,White,Venetian Beige,0
28538,JTHKD5BH6G2263393,JTHKD5BH6G2263393,2016 Lexus CT 200h Base,2016,Lexus,24900.0,(608) 807-5348,Schoepp Motors - Northeast,8951.0,Red,,2016 Lexus CT 200h Hybrid,2016.0,Lexus,25995.0,,Schoepp Motors West,8951.0,Red,,1
28672,JTHBE1BL5D5003717,JTHCE1BL8D5014375,2013 Lexus GS 350 Base,2013,Lexus,23730.0,(877) 682-3020,VROOM (Milwaukee),58653.0,Gray,Black,Used 2013 Lexus GS 350,2013.0,Lexus,24730.0,888-356-1417,Russ Darrow Kia,57416.0,Black,,0
28705,8BRPE7DD3GE123308,8BRPE7DD3GE123308,2016 Mercedes-Benz Sprinter 2500 Normal Roof,2016,Mercedes-Benz,32433.0,(262) 684-4253,Lynch Chrysler Dodge Jeep RAM,13341.0,Arctic White,Black,2016 Mercedes-Benz Sprinter 2500 Passenger 144 WB Minivan/Van,2016.0,Mercedes-Benz,32433.0,866-708-6622,Lynch Chrysler Dodge Jeep Ram,13341.0,Arctic White,BLACK,1
28798,WAUENCF59JA021532,WA1LAAF75JD001766,2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,45867.0,(414) 375-2104,Audi North Shore,5959.0,Moonlight Blue Metallic,Nougat Brown / Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,5179.0,Orca black metallic,Black,0
28813,WA1VAAF78JD011622,WA1LAAF75JD001766,2018 Audi Q7 3.0T Prestige,2018,Audi,65967.0,(414) 375-2115,Audi North Shore,4945.0,Orca Black Metallic,Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,5179.0,Orca black metallic,Black,0
28815,WAUH3AFC5JN005200,WA1LAAF75JD001766,2018 Audi A6 3.0T Prestige quattro,2018,Audi,53967.0,(414) 375-2104,Audi North Shore,4483.0,Mythos Black Metallic,Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,5179.0,Orca black metallic,Black,0
28868,WA1LAAF75JD001766,WA1LAAF75JD001766,2018 Audi Q7 3.0T Premium,2018,Audi,,(414) 375-2115,Audi North Shore,5179.0,Orca Black Metallic,Black,2018 Audi Q7 3.0T Premium SUV,2018.0,Audi,,414-543-3000,INTERNATIONAL AUTOS GROUP,5179.0,Orca black metallic,Black,1
28988,WA1DGAFP9FA068740,WA1DGAFP9FA068740,2015 Audi Q5 3.0T Premium Plus quattro,2015,Audi,33500.0,(414) 939-8502,International Autos,21374.0,Moonlight Blue Metallic,Chestnut Brown,2015 Audi Q5 3.0T SUV,2015.0,Audi,33500.0,,International Alfa Romeo,21374.0,Moonlight blue metallic,Chestnut brown,1
29360,55SWF4KB7HU215112,55SWF4KB8HU194559,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz C 300 4MATIC Sedan,2017.0,Mercedes-Benz,48905.0,(608) 258-4000,Zimbrick European,4982.0,Lunar Blue Metallic,Silk Beige MB-Tex,0
29685,WA1LMAFE7DD010916,WA1LMAFE7DD010916,2013 Audi Q7 3.0L TDI Premium Plus,2013,Audi,26999.0,(414) 455-6995,"AutoSource Motors, Inc.",62436.0,Glacier White Metallic,Black,2013 Audi Q7 quattro 4dr 3.0L TDI Premium Plus SUV,2013.0,Audi,26999.0,888-784-8893,Autosource Motors Inc.,62436.0,Glacier White Metallic,Black,1
29881,JTJBARBZ0H2105396,JTJBARBZ5H2111064,2017 Lexus NX 200t 200T,2017,Lexus,36500.0,(414) 375-4932,Lexus of Milwaukee,6113.0,Nebula Gray Pearl,Cream,2017 LEXUS NX,2017.0,Lexus,36000.0,(414) 386-1368,Lexus of Milwaukee,4430.0,Obsidian,FLAXEN,0
30092,WBA5A7C57FD623245,WBA5A7C59FD620752,2015 BMW 528 i xDrive,2015,BMW,26000.0,(815) 261-4475,BMW and Mazda of Crystal Lake,43335.0,Glacier Silver Metallic,Black,2015 BMW 528i xDrive Sedan,2015.0,BMW,27987.0,888-258-1784 888-258-6303,Concours BMW,41982.0,Black Sapphire Metallic,BLACK,0
30143,WAUFGAFC0FN030637,WAUFGAFC0FN030637,2015 Audi A6 3.0T Premium Plus quattro,2015,Audi,34000.0,(414) 939-8502,International Autos,31921.0,Aviator Blue Metallic,Black,2015 Audi A6 3.0T Sedan,2015.0,Audi,34000.0,,International Alfa Romeo,31921.0,Aviator blue metallic,Black,1
30154,58ABK1GG0HU059604,58ABK1GG3HU078597,2017 Lexus ES 350,2017,Lexus,38707.0,(262) 510-0474,Lexus of Brookfield,8973.0,White,Brown,2017 LEXUS ES,2017.0,Lexus,37200.0,(414) 386-1368,Lexus of Milwaukee,9586.0,Obsidian,BLACK,0
30209,5UXKR0C59F0K64590,5UXKR0C58F0K64970,2015 BMW X5 xDrive35i,2015,BMW,38485.0,(414) 930-1684,International Autos,40168.0,Black Sapphire Metallic,Black,Used 2015 BMW X5 xDrive35i,2015.0,BMW,38500.0,,MAZDA OF CRYSTAL LAKE,39582.0,Black,,0
30225,5UXKR0C58F0K64970,5UXKR0C58F0K64970,2015 BMW X5 xDrive35i,2015,BMW,38500.0,(815) 261-4475,BMW and Mazda of Crystal Lake,39582.0,Black,,Used 2015 BMW X5 xDrive35i,2015.0,BMW,38500.0,,MAZDA OF CRYSTAL LAKE,39582.0,Black,,1
30837,WDDHF8JB4FB086738,55SWF4KB5FU024981,2015 Mercedes-Benz  E 350 4MATIC,2015,Mercedes-Benz,29855.0,(920) 545-2133,Kayser Chrysler Center Watertown,35199.0,Silver,Gray / Dark Gray,2015 Mercedes-Benz C-Class C 300 4MATIC,2015.0,Mercedes-Benz,28374.0,888-570-6761 888-570-6837,Motorwerks of Barrington,35486.0,Silver,Sport Black,0
30941,WDDZF4KB0HA035600,WDDZF4KB1HA041454,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,54225.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,7298.0,Iridium Silver Metallic,Black,2017 Mercedes-Benz E-Class E 300,2017.0,Mercedes-Benz,52515.0,414-543-3000,International Autos,6820.0,Black,Nut Brown / Black,0
30976,55SWF4KB7HU215112,WDDZF4KB1HA041454,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz E-Class E 300,2017.0,Mercedes-Benz,52515.0,414-543-3000,International Autos,6820.0,Black,Nut Brown / Black,0
31082,JTHBK1GG7F2165521,JTHBK1GG7F2165521,2015 Lexus ES 350,2015,Lexus,27799.0,(877) 591-3075,BMW of Milwaukee North,23580.0,Black,Black,2015 LEXUS ES 350 Sedan,2015.0,Lexus,27799.0,888-258-1784 888-258-6303,Concours BMW,23580.0,Obsidian,BLACK,1
31273,55SWF4KB5FU030747,55SWF4KB5FU030747,2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,26492.0,(414) 939-8502,International Autos,43025.0,Polar White,Black,2015 Mercedes-Benz C-Class C 300 4MATIC Sedan,2015.0,Mercedes-Benz,26492.0,,International Alfa Romeo,43025.0,Polar White,Black,1
31605,WBA5A7C50GG148103,WBA8B7G58GNT14142,2016 BMW 528 i xDrive,2016,BMW,31997.0,(608) 338-1572,Russ Darrow Mazda of Madison,34755.0,Black,Black,2016 BMW 340i xDrive Sedan,2016.0,BMW,32993.0,847-265-1122,Zeigler Nissan Gurnee,36590.0,Black,BLACK,0
31759,2T2HK31U99C130258,2T2HK31U99C130258,2009 Lexus RX 350,2009,Lexus,12081.0,(888) 481-5925,Porsche Milwaukee North,108745.0,Golden Almond Metallic,Ivory,Pre-Owned 2009 Lexus RX 350 Stock:KFC182574A,2009.0,Lexus,12081.0,(888) 336-6441,Volkswagen of Milwaukee North,108745.0,Beige,Ivory,1
31905,WBAJE7C52JG891355,WBAJE7C54JWC55965,2018 BMW 540 i xDrive,2018,BMW,57794.0,(414) 751-6997,Russ Darrow Honda,1344.0,Alpine White,Cognac,2018 BMW 5 Series 540i xDrive Sedan,2018.0,BMW,59485.0,888-237-4721 877-654-8272,Zimbrick BMW,2800.0,Alpine White,Black Dakota Leather,0
31947,WBAJE7C54JWC55965,WBAJE7C54JWC55965,2018 BMW 540 i xDrive,2018,BMW,59485.0,(877) 654-8272,Zimbrick BMW,2800.0,Alpine White,Black Dakota Leather,2018 BMW 5 Series 540i xDrive Sedan,2018.0,BMW,59485.0,888-237-4721 877-654-8272,Zimbrick BMW,2800.0,Alpine White,Black Dakota Leather,1
32009,5UXWX9C38H0W76481,5UXWX9C38H0W76481,2017 BMW X3 xDrive28i,2017,BMW,48845.0,(877) 654-8272,Zimbrick BMW,7500.0,Mineral White Metallic,Saddle Brown Nevada Leather,2017 BMW X3 xDrive28i Sports Activity Vehicle,2017.0,BMW,48845.0,888-237-4721 877-654-8272,Zimbrick BMW,7500.0,Mineral White Metallic,Saddle Brown,1
32033,WDDZF4KBXJA383474,WDD1J6GB2JF005975,2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,65680.0,(262) 510-0498,Mercedes-Benz of Elmbrook,0.0,Lunar Blue Metallic,Beige,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32044,WDDZF4KB4JA399265,WDD1J6GB2JF005975,2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,65630.0,(815) 916-4212,Napleton Autowerks Loves Park,0.0,Black,,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32052,WDDZF4KB0JA344330,WDD1J6GB2JF005975,2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,65300.0,(888) 224-9092,Mercedes-Benz of Milwaukee North,0.0,Selenite Grey Metallic,Black,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32060,WDDZF4KB1JA339525,WDD1J6GB2JF005975,2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,65865.0,(888) 224-9092,Mercedes-Benz of Milwaukee North,0.0,Selenite Grey Metallic,beige,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32081,4JGDA5HB8JB130417,WDD1J6GB2JF005975,2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,64560.0,(888) 224-9092,Mercedes-Benz of Milwaukee North,0.0,Lunar Blue Metallic,beige,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32091,WDDWJ6EB5JF720502,WDD1J6GB2JF005975,2018 Mercedes-Benz AMG C 43 Base 4MATIC,2018,Mercedes-Benz,66500.0,(262) 510-0498,Mercedes-Benz of Elmbrook,0.0,Designo Cardinal Red Metallic,Black,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32108,WDDWF4KB6JR323762,WDD1J6GB2JF005975,2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,,(815) 916-4212,Napleton Autowerks Loves Park,0.0,Polar White,,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32109,4JGDA5HB0JB086817,WDD1J6GB2JF005975,2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,,(815) 916-4212,Napleton Autowerks Loves Park,0.0,Polar White,,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32112,4JGED6EBXJA100718,WDD1J6GB2JF005975,2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,2018,Mercedes-Benz,,(414) 203-5342,International Autos,0.0,Black,Black,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32116,WDDZF4KB7JA337567,WDD1J6GB2JF005975,2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,,(414) 203-5342,International Autos,0.0,Lunar Blue Metallic,Black,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32121,WDDSJ4GB2JN580026,WDD1J6GB2JF005975,2018 Mercedes-Benz CLA 250 Base 4MATIC,2018,Mercedes-Benz,,(414) 203-5342,International Autos,0.0,Mountain Gray Metallic,Black,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32122,4JGDA5HB3JB111872,WDD1J6GB2JF005975,2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,,(414) 203-5342,International Autos,0.0,Iridium Silver Metallic,Black,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32127,WDDSJ4GB7JN602831,WDD1J6GB2JF005975,2018 Mercedes-Benz CLA 250 Base 4MATIC,2018,Mercedes-Benz,,(414) 203-5342,International Autos,0.0,Citrus White,Shara Beige,2018 Mercedes-Benz E-Class E 400 4MATIC,2018.0,Mercedes-Benz,64994.0,847-381-8900,Motor Werks Honda,1002.0,Polar White,,0
32355,WDDKJ6HB5HF356327,WDDKJ6HB5HF356327,2017 Mercedes-Benz  E 400,2017,Mercedes-Benz,58999.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,3189.0,Polar White,beige,2017 Mercedes-Benz E-Class E 400 Coupe,2017.0,Mercedes-Benz,58999.0,877-650-2166,Umansky Motor Cars,3189.0,Polar White,BEIGE,1
32356,WDDZF4KB8HA206416,WDDKJ6HB5HF356327,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57065.0,(262) 510-0488,Mercedes-Benz of Elmbrook,4310.0,Black,Black,2017 Mercedes-Benz E-Class E 400 Coupe,2017.0,Mercedes-Benz,58999.0,877-650-2166,Umansky Motor Cars,3189.0,Polar White,BEIGE,0
32357,WDDKJ6HB2HF357175,WDDKJ6HB5HF356327,2017 Mercedes-Benz  E 400,2017,Mercedes-Benz,60699.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4203.0,Obsidian Black Metallic,beige,2017 Mercedes-Benz E-Class E 400 Coupe,2017.0,Mercedes-Benz,58999.0,877-650-2166,Umansky Motor Cars,3189.0,Polar White,BEIGE,0
32389,WBA3B3G54FNR87396,WBA3B3G54FNR87396,2015 BMW 328 i xDrive,2015,BMW,29882.0,(888) 570-3759,Zimbrick BMW,30694.0,Mineral Gray Metallic,Black Dakota Leather,2015 BMW 3 Series 4dr Sdn 328i xDrive AWD,2015.0,BMW,29882.0,888-237-4721 877-654-8272,Zimbrick BMW,30694.0,Mineral Gray Metallic,Black,1
32448,WA1LMBFE8DD012616,WA1LMBFE8DD012616,2013 Audi Q7 3.0 TDI Premium Plus,2013,Audi,29000.0,(414) 939-8502,International Autos,56743.0,Daytona Gray Pearl,Espresso,2013 Audi Q7 3.0 TDI Premium (Tiptronic) SUV,2013.0,Audi,29000.0,,International Alfa Romeo,56743.0,Daytona gray pearl,Espresso,1
32501,WA1C2AFP9HA099371,WA1C2AFP9HA099371,2017 Audi Q5 2.0T Premium quattro,2017,Audi,33859.0,(920) 542-4359,Griffin Ford Lincoln Fort Atkinson,28062.0,Moonlight Blue Metallic,Titanium Gray / Steel Gray,2017 Audi Q5 2.0T Premium,2017.0,Audi,33859.0,888-767-2763,Griffin Ford Lincoln,28062.0,Moonlight blue metallic,TITANIUM GRAY / STEEL GRAY,1
32552,WA1C2AFP4HA096460,WA1C2AFP9HA099371,2017 Audi Q5 2.0T Premium quattro,2017,Audi,33173.0,(414) 375-4933,Van Horn Latino of Milwaukee,28953.0,Florett Silver Metallic,Pistachio Beige,2017 Audi Q5 2.0T Premium,2017.0,Audi,33859.0,888-767-2763,Griffin Ford Lincoln,28062.0,Moonlight blue metallic,TITANIUM GRAY / STEEL GRAY,0
32729,JTHCE1BL3E5027987,JTHCE1BL3E5027987,2014 Lexus GS 350,2014,Lexus,29300.0,(262) 373-6622,Lexus of Brookfield,40810.0,Silver,Black,2014 LEXUS GS 350 F Sport,2014.0,Lexus,29300.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,40810.0,Silver,BLACK,1
32960,WA1LFAFP1FA081884,WAUFFAFL0FN021567,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,30000.0,Monsoon Gray,,2015 Audi A4 2.0T Premium Plus Sedan,2015.0,Audi,26950.0,414-543-3000,INTERNATIONAL AUTOS GROUP,29151.0,Florett Silver Metallic,Black,0
32978,5UXWX9C51E0D20003,5UXWX9C51E0D20003,2014 BMW X3 xDrive28i,2014,BMW,20990.0,(877) 654-8272,Zimbrick BMW,72027.0,Black Sapphire Metallic,Sand Beige,2014 BMW X3 AWD 4dr xDrive28i,2014.0,BMW,20990.0,888-237-4721 877-654-8272,Zimbrick BMW,72027.0,Black Sapphire Metallic,Sand Beige,1
33011,WAULFAFR4DA041638,WA1UFAFLXDA232302,2013 Audi A5 2.0T quattro,2013,Audi,20998.0,(414) 214-9772,CarMax Metro Parc,50955.0,White,Gray,Used 2013 Audi Allroad 2.0T Premium Plus Quattro,2013.0,Audi,21791.0,888-356-1417,Russ Darrow Kia,52597.0,Ice Silver Metallic,Black,0
33241,4JGBB8GB6AA592522,WDDHF8HB3AA092566,2010 Mercedes-Benz  ML 350 4MATIC,2010,Mercedes-Benz,16900.0,(815) 402-3517,Galena Chrysler,74791.0,Black,Black,2010 Mercedes-Benz E 350 4MATIC,2010.0,Mercedes-Benz,15995.0,877-781-8955,Dan Stepler's Auto World,75350.0,White,Tan,0
33481,5UXWX9C56F0D51264,5UXWX9C56F0D51264,2015 BMW X3 xDrive28i,2015,BMW,33990.0,(888) 570-3759,Zimbrick BMW,37495.0,Mineral White Metallic,Saddle Brown Nevada Leather,2015 BMW X3 AWD 4dr xDrive28i,2015.0,BMW,33990.0,888-237-4721 877-654-8272,Zimbrick BMW,37495.0,Mineral White Metallic,Saddle Brown Nevada Leather,1
33728,WDDZF4KB1HA181326,WDDZF4KBXHA203839,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55695.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,5656.0,Iridium Silver Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55085.0,877-650-2166,Umansky Motor Cars,4320.0,Gray Metallic,BLACK,0
33733,WDDZF4KB7HA213910,WDDZF4KBXHA203839,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55443.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4383.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55085.0,877-650-2166,Umansky Motor Cars,4320.0,Gray Metallic,BLACK,0
34049,JTJBM7FX7D5052094,JTJBM7FX0D5054401,2013 Lexus GX 460 460,2013,Lexus,27400.0,(414) 973-2600,Lexus of Milwaukee,73696.0,Black Onyx,Black,2013 Lexus GX 460,2013.0,Lexus,27950.0,877-510-3625 877-545-4105,Lexus of Madison,73907.0,KNIGHT'S ARMOR PEARL,BLACK,0
34372,WAUBFAFLXFN006816,WAUBFAFLXFN006816,2015 Audi A4 2.0T Premium quattro,2015,Audi,19000.0,(262) 226-8570,Wilde Honda,47874.0,Tornado Gray Metallic,,2015 Audi A4 2.0T Premium (Tiptronic) Sedan,2015.0,Audi,19000.0,888-582-4889,Wilde Honda New & Used Cars,47874.0,Monsoon gray metallic,Black,1
34438,JTHBW1GG9H2154222,JTHBW1GG9H2154222,2017 Lexus ES 300h,2017,Lexus,39007.0,(262) 510-0474,Lexus of Brookfield,13515.0,White,Light Tan,2017 LEXUS ES 300h,2017.0,Lexus,39007.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,13515.0,White,PARCHMENT,1
34580,WAUBGAFL6DA052130,WAUBGAFL6DA052130,2013 Audi S4 3.0T Premium Plus,2013,Audi,21995.0,(608) 298-5382,Monticello Ford Inc,83984.0,Silver,Black,2013 Audi S4 3.0T quattro Premium Plus,2013.0,Audi,21995.0,763-295-2056,Monticello Ford - Mercury,83984.0,Silver,,1
34855,WBAVM1C57FVZ94209,WBAVM1C57FVZ94209,2015 BMW X1 sDrive28i,2015,BMW,17995.0,(414) 455-6995,"AutoSource Motors, Inc.",30786.0,Cashmere Silver Metallic,Black,2015 BMW X1 sDrive28i SAV,2015.0,BMW,17995.0,888-784-8893,Autosource Motors Inc.,30786.0,Cashmere Silver Metallic,Black,1
35121,WAUDF78EX6A193640,WAUDF78EX6A193640,2006 Audi A4 2.0T,2006,Audi,6999.0,(414) 255-0262,Car King,122141.0,Brilliant Red,Tan,2006 Audi A4 2.0T quattro,2006.0,Audi,6999.0,,Car King,122141.0,,,1
35217,JTJBT20X480169259,JTJBT20X480169259,2008 Lexus GX 470,2008,Lexus,,(815) 308-2308,Gary Lang Automotive Group,170259.0,,,Pre-Owned 2008 Lexus GX 470 4WD 4dr,2008.0,Lexus,,866-273-5124,Gary Lang Auto Group,170259.0,,,1
35685,WA1C2AFP9HA099371,WA1C2AFP4HA096460,2017 Audi Q5 2.0T Premium quattro,2017,Audi,33859.0,(920) 542-4359,Griffin Ford Lincoln Fort Atkinson,28062.0,Moonlight Blue Metallic,Titanium Gray / Steel Gray,2017 Audi Q5 Premium SUV,2017.0,Audi,33173.0,(855) 416-3161,Van Horn Latino,28953.0,Black,Black w/Leather Seating Surfaces,0
35814,WBA3G7C54FK297549,WBA4C9C53FG135085,2015 BMW 328 i xDrive,2015,BMW,30885.0,(414) 930-1684,International Autos,26063.0,Black Sapphire Metallic,Black,2015 BMW 4 Series 428i xDrive Gran Coupe AWD,2015.0,BMW,30998.0,847-381-8900,Motor Werks Honda,24412.0,White,Venetian Beige,0
35856,WBA5A7C57FD623259,WBA4C9C53FG135085,2015 BMW 528 i xDrive,2015,BMW,,(815) 261-4475,BMW and Mazda of Crystal Lake,22699.0,Gray,,2015 BMW 4 Series 428i xDrive Gran Coupe AWD,2015.0,BMW,30998.0,847-381-8900,Motor Werks Honda,24412.0,White,Venetian Beige,0
36208,2T2BK1BA8FC330901,2T2BK1BA8FC330901,2015 Lexus RX 350,2015,Lexus,35007.0,(262) 510-0474,Lexus of Brookfield,12092.0,White,Parchment,2015 LEXUS RX 350,2015.0,Lexus,35000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,12092.0,White,PARCHMENT,1
36220,JTHHE5BC5F5006301,2T2BK1BA8FC330901,2015 Lexus RC 350 Base,2015,Lexus,33998.0,(866) 508-6541,Boucher Hyundai,12608.0,Starfire Pearl,Black,2015 LEXUS RX 350,2015.0,Lexus,35000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,12092.0,White,PARCHMENT,0
36386,WAUCFAFR2EA071139,WAUDFAFC4EN024803,2014 Audi A5 2.0T Premium,2014,Audi,23388.0,(888) 231-8988,Ernie von Schledorn Buick GMC Volkswagen,36826.0,Ibis White,Black,2014 Audi A6 2.0T Premium Plus (Multitronic),2014.0,Audi,22995.0,847-245-7600,CJ Wilson Mazda of Lake Villa,37019.0,Brilliant black,BLACK,0
36575,WBA8D9G54JNU68540,WBA8D9G54JNU67730,2018 BMW 330 i xDrive,2018,BMW,46950.0,(877) 654-8272,Zimbrick BMW,1800.0,Mineral Gray Metallic,Black SensaTec/Red Stitching,2018 BMW 3 Series 330i xDrive Sedan,2018.0,BMW,45897.0,888-237-4721 877-654-8272,Zimbrick BMW,2400.0,Alpine White,Venetian Beige Sensatec,0
36613,WBA8D9G54JNU67730,WBA8D9G54JNU67730,2018 BMW 330 i xDrive,2018,BMW,45897.0,(877) 654-8272,Zimbrick BMW,2400.0,Alpine White,Venetian Beige Sensatec,2018 BMW 3 Series 330i xDrive Sedan,2018.0,BMW,45897.0,888-237-4721 877-654-8272,Zimbrick BMW,2400.0,Alpine White,Venetian Beige Sensatec,1
