name,year,maker,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_madison,exterior_color,interior_color,transmission,drivetrain,vin,id
2016 Lexus IS 350 Base,2016,Lexus,Silver,,Wilde Chrysler Jeep Dodge Ram & Subaru,(262) 347-4170,4.6,552.0,14589.0,60,Silver,,6-Speed Automatic w/OD,AWD/All-Wheel Drive,JTHCE1D24G5011854,1589
2011 Lexus RX 350 Base,2011,Lexus,Silver,15871.0,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,4.6,57.0,108322.0,60,Silver,,6-Speed Automatic,AWD,2T2BK1BA1BC096501,1590
2013 Lexus GS 350 Base,2013,Lexus,Gray,22348.0,Boucher Cadillac of Waukesha,(877) 562-3823,5.0,29.0,68544.0,61,Nebula Gray Pearl,Black,6-Speed Automatic,AWD,JTHCE1BL1D5003931,1591
2015 Lexus RX 350,2015,Lexus,Gray,28998.0,CarMax Waukesha,(262) 207-2339,,,28270.0,61,Gray,Black,,AWD,2T2BK1BA7FC280654,1592
2015 Lexus GX 460,2015,Lexus,Red,36998.0,CarMax Waukesha,(262) 207-2339,,,36995.0,61,Red,Black,6-Speed Automatic w/OD,4WD,JTJBM7FX8F5097760,1593
2015 Lexus RX 350 F-SPORT,2015,Lexus,Gray,33998.0,CarMax Waukesha,(262) 207-2339,,,17807.0,61,Gray,Black,,AWD,2T2BK1BA4FC324609,1594
2015 Lexus RX 350 Base,2015,Lexus,Black,31000.0,Toyota of Brookfield,(262) 558-4486,4.8,62.0,36562.0,61,Stargazer Black,Saddle,6-Speed Automatic,AWD,JTJBK1BA2F2480776,1595
2013 Lexus RX 350 Base,2013,Lexus,White,,Toyota of Brookfield,(262) 558-4486,4.8,62.0,28163.0,61,White,,6-Speed Automatic,FWD,2T2ZK1BA4DC099166,1596
2017 Lexus LS 460,2017,Lexus,Blue,69007.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,10775.0,62,Dark Blue,Brown,8-Speed Automatic,AWD,JTHCL5EF5H5027657,1597
2015 Lexus RX 350,2015,Lexus,White,35007.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,12092.0,62,White,Parchment,6-Speed Automatic,AWD,2T2BK1BA8FC330901,1598
2014 Lexus RX 350,2014,Lexus,Gray,29007.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,47384.0,62,Nebula Gray Pearl,Black,6-Speed Automatic,AWD,2T2BK1BA0EC245999,1599
2014 Lexus LX 570,2014,Lexus,Black,54007.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,39982.0,62,Black,Black,6-Speed Automatic,4WD,JTJHY7AX5E4159397,1600
2014 Lexus GS 350,2014,Lexus,Silver,29300.0,Lexus of Brookfield,(262) 373-6622,4.9,184.0,40810.0,62,Silver,Black,6-Speed Automatic,AWD,JTHCE1BL3E5027987,1601
2015 Lexus RC 350,2015,Lexus,Silver,34507.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,38715.0,62,Atomic Silver,Caramel,6-Speed Automatic,AWD,JTHSE5BC9F5004590,1602
2017 Lexus RX 350 350,2017,Lexus,Red,50907.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,5866.0,62,Red,Parchment,8-Speed Automatic,AWD,2T2BZMCA2HC117862,1603
2015 Lexus RX 350 350,2015,Lexus,White,35507.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,27787.0,62,Ultra White,Cabernet,8-Speed Automatic,AWD,2T2BK1BA0FC304521,1604
2015 Lexus IS 350,2015,Lexus,Silver,31507.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,39245.0,62,Silver,Black,6-Speed Automatic,AWD,JTHCE1D23F5008426,1605
2015 Lexus RX 350,2015,Lexus,Black,32607.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,32800.0,62,Black,Parchment,6-Speed Automatic,AWD,2T2BK1BA1FC306455,1606
2017 Lexus GX 460,2017,Lexus,White,49507.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,10614.0,62,Starfire Pearl,Black,6-Speed Automatic,4WD,JTJBM7FX3H5159388,1607
2017 Lexus RX 350 350,2017,Lexus,Gray,46707.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,12130.0,62,Gray Pearl,Brown,8-Speed Automatic,AWD,2T2BZMCA6HC064180,1608
2015 Lexus IS 250 250,2015,Lexus,Black,28707.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,36485.0,62,Black,Red,6-Speed Automatic,AWD,JTHCF1D22F5029801,1609
2015 Lexus ES 350 350,2015,Lexus,Black,28307.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,27505.0,62,Obsidian Black,Black,6-Speed Automatic,FWD,JTHBK1GG3F2186172,1610
2011 Lexus  460,2011,Lexus,White,27990.0,Crest Cadillac,(262) 510-2410,4.7,180.0,46831.0,66,Tungsten Pearl,Black,6-Speed Automatic with Sequential Shift ECT,Four Wheel Drive,JTJBM7FX9B5026996,1611
2015 Lexus IS 350,2015,Lexus,Red,30998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,18807.0,68,Red,Black,6-Speed Automatic w/OD,AWD,JTHCE1D26F5007092,1612
2015 Lexus GS 350 Crafted Line,2015,Lexus,White,32998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,43590.0,68,White,Black,6-Speed Automatic w/OD,AWD,JTHCE1BL2FA001406,1613
2015 Lexus RX 350,2015,Lexus,Gray,25998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,44352.0,68,Gray,Gray,,AWD,2T2BK1BA7FC281044,1614
2015 Lexus CT 200h Hybrid,2015,Lexus,Silver,21998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,22399.0,68,Silver,Black,1-Speed CVT w/OD,FWD,JTHKD5BH4F2242055,1615
2014 Lexus ES 350 Base,2014,Lexus,Black,22995.0,Wilde Toyota,(414) 312-6720,4.8,4027.0,30116.0,68,Obsidian Black,Black,6-Speed Automatic,FWD,JTHBK1GG6E2112095,1616
2012 Lexus IS 250 Base,2012,Lexus,Black,,International Autos,(414) 939-8502,3.8,56.0,77404.0,68,Black,,6-Speed Automatic,AWD,JTHCF5C2XC5055244,1617
2013 Lexus GS 350 Base,2013,Lexus,Black,24730.0,Russ Darrow Chrysler Dodge Jeep RAM,(414) 375-4715,4.7,598.0,57416.0,70,Obsidian Black,Black,6-Speed Automatic,AWD,JTHCE1BL8D5014375,1619
2008 Lexus ES 350,2008,Lexus,Brown,11997.0,Diamond Jim's Motorcars,(414) 326-9166,4.0,68.0,71549.0,73,Tan,Black,6-Speed Automatic,FWD,JTHBJ46G482268114,1620
1998 Lexus LX 470,1998,Lexus,Black,5995.0,Diamond Jim's Motorcars,(414) 326-9166,4.0,68.0,320929.0,73,Black,Tan,4-Speed Automatic,4WD,JT6HT00W5W0022669,1621
2005 Lexus ES 330,2005,Lexus,Silver,4997.0,Diamond Jim's Motorcars,(414) 326-9166,4.0,68.0,185715.0,73,Classic Silver Metallic,Ash,5-Speed Automatic,FWD,JTHBA30GX55067847,1622
2016 Lexus ES 350 Base,2016,Lexus,Gray,27980.0,VROOM (Milwaukee),(877) 682-3020,,,37435.0,73,Gray,Tan,6-Speed Automatic w/OD,FWD,58ABK1GG7GU005635,1623
2015 Lexus GX 460 Base,2015,Lexus,Black,40230.0,VROOM (Milwaukee),(877) 682-3020,,,33955.0,73,Black,Tan,6-Speed Automatic w/OD,4WD,JTJBM7FX0F5109853,1624
2015 Lexus RC 350 Base,2015,Lexus,Silver,32980.0,VROOM (Milwaukee),(877) 682-3020,,,17731.0,73,Silver,Black,Automatic,RWD,JTHHE5BC1F5003704,1625
2013 Lexus ES 350 4dr Sdn,2013,Lexus,White,18880.0,VROOM (Milwaukee),(877) 682-3020,,,66039.0,73,White,Tan,6-Speed Automatic w/Manual Shift,FWD,JTHBK1GG8D2023594,1626
2016 Lexus IS 200t Base,2016,Lexus,Black,26230.0,VROOM (Milwaukee),(877) 682-3020,,,14180.0,73,Black,Black,8-Speed Automatic w/OD,RWD,JTHBA1D23G5009634,1627
2016 Lexus RC 350 Base,2016,Lexus,White,38230.0,VROOM (Milwaukee),(877) 682-3020,,,16022.0,73,White,Red,8-Speed Automatic w/OD,RWD,JTHHE5BC1G5013635,1628
2016 Lexus NX 300h Base,2016,Lexus,Gray,35230.0,VROOM (Milwaukee),(877) 682-3020,,,15741.0,73,Gray,Tan,Variable,AWD,JTJBJRBZXG2043438,1629
2015 Lexus GS 350 350,2015,Lexus,Silver,31000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,63550.0,74,Atomic Silver,Black,6-Speed Automatic,AWD,JTHCE1BL9FA001970,1630
2016 Lexus RX 350 350,2016,Lexus,Silver,46000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,13285.0,74,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,2T2BZMCA6GC041397,1631
2015 Lexus RX 350 350,2015,Lexus,White,29900.0,Lexus of Milwaukee,(414) 375-4932,5.0,9.0,66656.0,74,Ultra White,Cabernet,8-Speed Automatic,AWD,2T2BK1BA4FC309589,1632
2017 Lexus GX 460 Base,2017,Lexus,Black,48000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,21000.0,74,Black Onyx,Black,6-Speed Automatic,4WD,JTJBM7FX7H5155750,1633
2017 Lexus ES 350 Base,2017,Lexus,White,38000.0,Lexus of Milwaukee,(414) 375-4932,5.0,9.0,5752.0,74,Eminent White Pearl,Beige,6-Speed Automatic,FWD,58ABK1GG4HU071318,1634
2015 Lexus ES 350 350,2015,Lexus,Silver,27000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,47916.0,74,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTHBK1GG1F2174862,1635
2014 Lexus LS 460 Base,2014,Lexus,Black,36900.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,64822.0,74,Obsidian Black,Parchment,8-Speed Automatic,AWD,JTHCL5EF6E5019773,1636
2017 Lexus GX 460 Base,2017,Lexus,Black,48500.0,Lexus of Milwaukee,(414) 375-4932,5.0,9.0,16160.0,74,Black Onyx,Black,6-Speed Automatic,4WD,JTJBM7FX6H5162317,1637
2013 Lexus GX 460 Premium,2013,Lexus,Black,26000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,105055.0,74,Black Onyx,Ecru,6-Speed Automatic,4WD,JTJJM7FX0D5057083,1638
2013 Lexus RX 350 Base,2013,Lexus,White,30900.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,15570.0,74,Starfire Pearl,Light Gray,6-Speed Automatic,AWD,2T2BK1BA9DC198969,1639
2017 Lexus GX 460 Base,2017,Lexus,Black,48000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,25700.0,74,Black Onyx,Black,6-Speed Automatic,4WD,JTJBM7FX8H5156860,1640
2017 Lexus ES 350 Base,2017,Lexus,Gray,35000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,17500.0,74,Nebula Gray Pearl,Flaxen,6-Speed Automatic,FWD,58ABK1GG0HU071400,1641
2014 Lexus ES 350 Base,2014,Lexus,Silver,21300.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,70183.0,74,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTHBK1GG7E2129682,1642
2015 Lexus RX 350 Base,2015,Lexus,White,31000.0,Lexus of Milwaukee,(414) 375-4932,5.0,9.0,30121.0,74,Starfire Pearl,Parchment,6-Speed Automatic,AWD,2T2BK1BA1FC258052,1643
2017 Lexus RX 350 350,2017,Lexus,Red,46000.0,Lexus of Milwaukee,(414) 375-4932,5.0,9.0,4036.0,74,Matador Red Mica,Parchment,8-Speed Automatic,AWD,2T2BZMCA5HC107519,1644
2014 Lexus ES 350 Base,2014,Lexus,Gray,21000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,76734.0,74,Nebula Gray Pearl,Light Gray,6-Speed Automatic,FWD,JTHBK1GG8E2108257,1645
2016 Lexus ES 350 Base,2016,Lexus,White,35800.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,1052.0,74,Eminent White Pearl,Flaxen,6-Speed Automatic,FWD,JTHBK1GG0G2242392,1646
2015 Lexus NX 200t 200T,2015,Lexus,White,33000.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,36738.0,74,Eminent White Pearl,Flaxen,6-Speed Automatic,AWD,JTJBARBZ6F2021449,1647
2012 Lexus ES 350 Base,2012,Lexus,Brown,16500.0,Lexus of Milwaukee,(414) 973-2600,5.0,9.0,68100.0,74,Truffle Mica,Parchment,6-Speed Automatic,FWD,JTHBK1EG1C2473704,1648
2012 Lexus CT 200h 200H,2012,Lexus,Gray,12878.0,Porsche Milwaukee North,(888) 481-5925,,,73638.0,74,Nebula Gray Pearl,,Automatic CVT,FWD,JTHKD5BH0C2086446,1649
2002 Lexus RX 300,2002,Lexus,Silver,4950.0,Car Planet,(414) 292-9743,2.6,5.0,132790.0,74,Silver,Black,4-Speed Automatic,AWD,JTJHF10UX20270718,1650
2014 Lexus IS 250 Base,2014,Lexus,Black,21995.0,Uno's Auto Sales,(414) 312-4805,4.7,95.0,55335.0,74,Black,Black,6-SPEED A/T,Rear Wheel Drive,JTHBF1D24E5010077,1651
2009 Lexus RX 350,2009,Lexus,Other,,Bergstrom Imports of Oshkosh,(877) 685-1374,3.0,740.0,142584.0,74,Unspecified,,5-Speed Automatic,AWD,2T2HK31U09C101859,1652
2010 Lexus RX 350 Base,2010,Lexus,Black,10998.0,Ray Chevrolet,(866) 636-0613,4.9,2898.0,156685.0,76,Black,,6-Speed Automatic,AWD,2T2BK1BA8AC031384,1653
2015 Lexus NX 200t F Sport,2015,Lexus,Gray,31640.0,Gary Lang Automotive Group,(815) 308-2308,4.7,1250.0,41655.0,76,Gray,Black,6-Speed Automatic,AWD,JTJBARBZ6F2018390,1654
2008 Lexus GX 470,2008,Lexus,Other,,Gary Lang Automotive Group,(815) 308-2308,4.7,1250.0,170259.0,76,,,5-Speed Automatic,4WD,JTJBT20X480169259,1655
2008 Lexus IS 250 Base,2008,Lexus,Black,7690.0,Car Castle,(262) 456-5159,4.9,45.0,154900.0,76,Obsidian,Black,6-SPEED A/T,All Wheel Drive,JTHCK262782020269,1656
2005 Lexus ES 330,2005,Lexus,Black,5995.0,Fine Auto Sales,(414) 219-1020,4.5,12.0,115085.0,77,Black Onyx,Cashmere,5-Speed Automatic,FWD,JTHBA30G055061748,1657
2008 Lexus ES 350,2008,Lexus,Black,9995.0,Fine Auto Sales,(414) 219-1020,4.5,12.0,71948.0,77,Black,Black,6-Speed Automatic,FWD,JTHBJ46G682218685,1658
2004 Lexus RX 330,2004,Lexus,Silver,9974.0,Raymond Chevrolet-Kia,(866) 373-2325,4.5,367.0,110024.0,78,Silver,,5-Speed Automatic,AWD,2T2HA31U64C033613,1659
2006 Lexus IS 250,2006,Lexus,Silver,,Kunes Country Ford of Antioch,(888) 458-0318,4.8,692.0,175503.0,78,Silver,,6-Speed Automatic,AWD,JTHCK262562002849,1660
2008 Lexus GX 470,2008,Lexus,White,14500.0,BMW and Mazda of Crystal Lake,(815) 261-4475,4.6,422.0,172704.0,79,White,,5-Speed Automatic,4WD,JTJBT20X080159795,1661
2017 BMW X4 M40i,2017,BMW,White,48997.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,7411.0,2,White,,8-SPEED A/T,All Wheel Drive,5UXXW7C34H0U26831,1662
2015 BMW 535 i xDrive,2015,BMW,Black,30976.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,46065.0,2,Jet Black,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA5B3C51FD541680,1663
2015 BMW 650 i xDrive,2015,BMW,Black,61743.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,11535.0,2,Carbon Black Metallic,Ivory White Nappa Leather,8-SPEED A/T,All Wheel Drive,WBAYP1C57FD217006,1664
2018 BMW 330 i xDrive,2018,BMW,Blue,45061.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Mediterranean Blue Metallic,Black SensaTec/Red Stitching,8-SPEED A/T,All Wheel Drive,WBA8D9G57JNU72078,1665
2018 BMW 430 i xDrive,2018,BMW,Black,50671.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Carbon Black,BLACK DAKOTA,8-SPEED A/T,All Wheel Drive,WBA4J3C56JBL03004,1666
2016 BMW 328 Gran Turismo i xDrive,2016,BMW,Black,30974.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,32383.0,2,Black Sapphire Metallic,Leather Dakota Black,8-SPEED A/T,All Wheel Drive,WBA8Z5C58GGS37573,1667
2018 BMW X6 xDrive35i,2018,BMW,Silver,69441.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Glacier Silver Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKU2C54J0X51618,1668
2018 BMW X5 xDrive35i,2018,BMW,Other,64891.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Space Grey Meta,CAN BEIG BLCK D,8-SPEED A/T,All Wheel Drive,5UXKR0C58J0X94137,1669
2018 BMW X2 xDrive28i,2018,BMW,Orange,49595.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Sunset Orange Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBXYJ5C39JEF69054,1670
2018 BMW 330 i xDrive,2018,BMW,Gray,46066.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Mineral Gray Metallic,Black SensaTec/Red Stitching,8-SPEED A/T,All Wheel Drive,WBA8K3C52JA024167,1671
2017 BMW X1 xDrive 28i,2017,BMW,Gray,33895.0,Kayser Ford Lincoln,(608) 807-5359,4.7,399.0,10529.0,2,Gray,Black,8-Speed Automatic,AWD,WBXHT3Z33H4A55142,1672
2018 BMW X5 xDrive35i,2018,BMW,Green,64941.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Atlas Cedar Metallic,Terra Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKR0C51J0Y00750,1673
2013 BMW 335 i xDrive,2013,BMW,Silver,22990.0,Zimbrick BMW,(877) 654-8272,4.8,177.0,39874.0,2,Glacier Silver Metallic,Leather Dakota Venetian Beige,8-SPEED A/T,All Wheel Drive,WBA3B9C57DF140873,1674
2018 BMW 540 i xDrive,2018,BMW,White,64341.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Alpine White,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBAJE7C50JWC56756,1675
2015 BMW X4 xDrive28i,2015,BMW,Black,32970.0,Zimbrick BMW,(888) 570-3759,4.8,177.0,38692.0,2,Black Sapphire Metallic,Black,8-SPEED A/T,All Wheel Drive,5UXXW3C57F0M86626,1676
2018 BMW X5 xDrive35d,2018,BMW,Silver,60416.0,Zimbrick BMW,(888) 237-4721,4.8,177.0,0.0,2,Glacier Silver Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKS4C51J0Y20301,1677
2014 BMW 428 i,2014,BMW,White,25998.0,608 Motorsports,(608) 729-3815,5.0,48.0,30904.0,5,White,Black,8-SPEED A/T,Rear Wheel Drive,WBA3N3C59EF712466,1678
2013 BMW 528 i xDrive,2013,BMW,Gray,18500.0,Lexus of Madison,(608) 478-2660,5.0,68.0,62144.0,6,Gray,,8-Speed Automatic,AWD,WBAXH5C58DDW15130,1679
2006 BMW X3 3.0i,2006,BMW,Silver,5995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,149372.0,6,Silver,,,AWD,WBXPA934X6WG76904,1680
2018 BMW 430 i xDrive,2018,BMW,Gray,37997.0,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156.0,22900.0,7,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA4Z3C55JEC48765,1681
2013 BMW 328 i xDrive,2013,BMW,Silver,16755.0,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303.0,70021.0,7,Glacier Silver Metallic,Black,8-Speed A/T,All Wheel Drive,WBA3B5C52DF599110,1682
2018 BMW 430 i xDrive,2018,BMW,Blue,39694.0,Kayser Chrysler Center,(608) 338-1543,4.5,91.0,15027.0,22,Estoril Blue Metallic,Black,8-Speed Automatic,AWD,WBA4Z3C53JEC47582,1683
2011 BMW 535 i xDrive,2011,BMW,Blue,14979.0,Kayser Chrysler Center,(608) 338-1543,4.5,91.0,86118.0,22,Blue,Oyster / Black,8-Speed Automatic,AWD,WBAFU7C5XBC870481,1684
2015 BMW X3 xDrive28i,2015,BMW,Black,25998.0,Napleton Chevrolet Buick,(920) 717-1525,5.0,21.0,35152.0,26,Black,,8-SPEED A/T,All Wheel Drive,5UXWX9C55F0D50882,1685
2015 BMW 328d xDrive,2015,BMW,Other,30140.0,Napleton Chevrolet Buick,(920) 717-1525,5.0,21.0,39251.0,26,,,8-SPEED A/T,All Wheel Drive,WBA3K5C5XFK301929,1686
2016 BMW 340 i,2016,BMW,Black,35000.0,Van Horn Ford of Oconomowoc,(262) 264-7724,4.8,76.0,15745.0,46,Black,,,RWD,WBA8B3C57GK383856,1687
2014 BMW X5 xDrive50i,2014,BMW,Other,42598.0,Kunes Country Chrysler Dodge Jeep Ram of Elkhorn,(262) 607-8408,4.8,276.0,52881.0,51,,,8-SPEED A/T,All Wheel Drive,5UXKR6C59E0C02868,1688
2015 BMW X3 xDrive35i,2015,BMW,Black,22888.0,Lou Bachrodt Automall,(815) 580-3156,4.8,1634.0,76301.0,60,Black,Beige,8-Speed Automatic,AWD,5UXWX7C57F0K35119,1689
2018 BMW 320 i xDrive,2018,BMW,Black,41102.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Jet Black,Black,8-Speed Automatic,AWD,WBA8E5G5XJNV02602,1690
2015 BMW X4 xDrive28i,2015,BMW,Silver,32125.0,Lou Bachrodt Automall,(815) 580-3161,4.8,1634.0,38984.0,60,Mineral Silver Metallic,Black,8-Speed Automatic,AWD,5UXXW3C5XF0M87429,1691
2015 BMW X3 xDrive28i,2015,BMW,Blue,27983.0,Lou Bachrodt Automall,(815) 580-3161,4.8,1634.0,35790.0,60,Blue,Beige,8-Speed Automatic,AWD,5UXWX9C57F0D61298,1692
2011 BMW X5 xDrive35i,2011,BMW,Black,16825.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,84728.0,60,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXZV4C59BL404146,1693
2016 BMW 328 i xDrive,2016,BMW,Silver,26969.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,24859.0,60,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,WBA8E3C54GK501059,1694
2018 BMW X6 xDrive35i,2018,BMW,Black,65652.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Jet Black,Black,8-Speed Automatic,AWD,5UXKU2C5XJ0X50005,1695
2013 BMW 335 i xDrive,2013,BMW,Silver,18999.0,Wilde Honda,(262) 226-8570,4.5,631.0,65953.0,60,Orion Silver Metallic,,,AWD,WBA3B9C58DF585199,1696
2015 BMW 335 i xDrive,2015,BMW,Silver,29500.0,Wilde Honda,(262) 226-8570,4.5,631.0,12660.0,60,Orion Silver Metallic,,,AWD,WBA3B9G5XFNR93772,1697
2017 BMW X3 xDrive28i,2017,BMW,Silver,50485.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,5UXWX9C36H0W74924,1698
2018 BMW 340 i xDrive,2018,BMW,Black,54859.0,Lou Bachrodt Automall,(815) 580-3174,4.8,1634.0,0.0,60,Black Sapphire,Black,,AWD,WBA8B7G58JNU95363,1699
2016 BMW 528 i xDrive,2016,BMW,Black,31540.0,Boucher Hyundai,(866) 508-6541,4.9,881.0,36576.0,60,Jet Black,Black,8-Speed Automatic,AWD,WBA5A7C55GG148128,1700
2015 BMW X4 xDrive28i,2015,BMW,Gray,31000.0,Wilde Honda,(262) 226-8570,4.5,631.0,11662.0,60,Dark Graphite Metallic,,8-Speed Automatic w/OD,AWD,5UXXW3C53F0F88878,1701
2015 BMW X5 xDrive35i,2015,BMW,White,37998.0,CarMax Waukesha,(262) 207-2339,,,29004.0,61,White,Black,8-Speed Automatic w/OD,AWD,5UXKR0C58F0P03150,1702
2012 BMW 528 i xDrive,2012,BMW,Blue,16574.0,Boucher Cadillac of Waukesha,(877) 562-3823,5.0,29.0,66249.0,61,Deep Sea Blue Metallic,Venetian Beige,8-Speed Automatic,AWD,WBAXH5C58CDW07317,1703
2018 BMW 430 i xDrive,2018,BMW,Black,37500.0,Lexus of Brookfield,(262) 510-0474,4.9,184.0,24610.0,62,Black,Black,8-Speed Automatic,AWD,WBA4Z3C57JEA31640,1704
2014 BMW 328d xDrive,2014,BMW,Gray,30600.0,Acura of Brookfield,(888) 254-2062,4.9,501.0,39878.0,62,Mineral Gray Metallic,Leather Dakota Black,8-SPEED A/T,All Wheel Drive,WBA3K5C56EKT33937,1705
2015 BMW 428 i,2015,BMW,Black,25999.0,Acura of Brookfield,(888) 254-2062,4.9,501.0,47008.0,62,Black Sapphire Metallic,Leather Black/Red hghlgt/Stitc,8-SPEED A/T,All Wheel Drive,WBA3N5C55FK198314,1706
2015 BMW X1 xDrive28i,2015,BMW,Black,23699.0,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730.0,31275.0,66,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C50FVY34112,1707
2017 BMW X3 xDrive28i,2017,BMW,White,30874.0,Russ Darrow Mazda of Milwaukee,(888) 364-8375,4.7,337.0,21628.0,67,Alpine White,Black,8-Speed Automatic,AWD,5UXWX9C35H0W72307,1708
2014 BMW 550 i xDrive,2014,BMW,Gray,30641.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76.0,60759.0,68,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAKP9C59EDZ35109,1709
2015 BMW 328 i xDrive,2015,BMW,Black,27259.0,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76.0,57074.0,68,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA3G7C57FK480587,1710
2013 BMW 328 i xDrive,2013,BMW,Red,19992.0,Selig Auto Sales and Leasing,(414) 395-8880,5.0,15.0,38462.0,68,Red,Black,8-SPEED A/T,All Wheel Drive,WBA3B5C54DF594152,1711
2009 BMW X3 xDrive30i,2009,BMW,Gray,9999.0,Russ Darrow Mazda,(414) 269-8762,4.7,433.0,97563.0,68,Space Gray Metallic,Black,6-Speed Automatic,AWD,WBXPC93499WJ27822,1712
2011 BMW 750 i xDrive,2011,BMW,Silver,17977.0,EZ Motorcars,(414) 203-8043,5.0,22.0,93648.0,70,Titanium Silver Metallic,Black,6-Speed Automatic,AWD,WBAKC6C59BC394400,1713
2017 BMW X3 xDrive28i,2017,BMW,Gray,39875.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,5302.0,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,5UXWX9C57H0T13509,1714
2015 BMW 335 i,2015,BMW,Gray,30444.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,41620.0,73,Mineral Gray Metallic,Black,8-Speed Automatic,RWD,WBA3A9G59FNS66271,1715
2014 BMW 328 i xDrive,2014,BMW,Black,27555.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,37872.0,73,Jet Black,Coral Red,8-Speed Automatic,AWD,WBA3G7C58EKN36728,1716
2016 BMW 328 i xDrive,2016,BMW,Gray,32777.0,BMW of Milwaukee North,(866) 932-0704,4.8,106.0,9766.0,73,Mineral Gray Metallic,Black / Red,8-Speed Automatic,AWD,WBA8E3G55GNT76310,1717
