name,year,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2017 Audi A4 2.0T Premium quattro,2017,Audi,Silver,45275,Audi North Shore,(414) 375-4847,3.5,14,,72,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF4XHN031287
2018 Audi S5 3.0T Premium Plus quattro,2018,Audi,Gray,63445,Audi North Shore,(414) 375-4847,3.5,14,,72,Daytona Gray Pearl Effect,Black,8-Speed Automatic,AWD,WAUP4AF56JA054892
2018 Audi A6 3.0T Premium quattro,2018,Audi,Black,65915,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUH3AFC4JN077697
2018 Audi A3 2.0T Premium quattro,2018,Audi,Blue,43210,International Autos,(414) 203-5342,3.8,56,,68,Cosmos Blue Metallic / Black Roof,Rock Gray,6-Speed Automatic with Auto-Shift,AWD,WAU78LFF1J1004782
2012 Audi R8 5.2 quattro Spyder,2012,Audi,Other,99994,Portage Motors,(608) 402-4824,4.8,20,19171,32,Phantom Black Pearl Effect / Black Top,GRAY,6 SPEED AUTOMATIC WITH AUTO-SHIFT,,WUAVNAFG0CN002617
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Black,60750,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic / Black Roof,Black,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF55JN003381
2017 Audi Q7 3.0T Prestige,2017,Audi,Black,65767,Audi North Shore,(414) 375-2104,3.5,14,6796,72,Orca Black Metallic,Black,Automatic with Tiptronic,AWD,WA1VAAF76HD059064
2018 Audi Q5 2.0T Premium,2018,Audi,Blue,54435,Audi North Shore,(414) 375-4847,3.5,14,,72,Moonlight Blue Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY8J2113644
2009 Audi A5 QUATTRO,2009,Audi,White,10995,Classic Motorcars,(414) 219-1011,4.8,149,139184,70,Ibis White,BLACK,6 SPEED MANUAL,All Wheel Drive,WAUDK78T49A008268
2016 Audi Q5 3.0T Premium Plus quattro,2016,Audi,White,45400,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Pistachio Beige,8-Speed Automatic,AWD,WA1CVAFP9GA048930
2013 Audi A6 2.0T Premium Plus,2013,Audi,Red,16767,Audi North Shore,(414) 375-2115,3.5,14,88078,72,Garnet Red Pearl Effect,Nougat Brown,8-Speed Automatic,AWD,WAUGFBFC4DN099275
2015 Audi Q7 3.0T Premium Plus,2015,Audi,Gray,36967,Audi North Shore,(414) 375-2104,3.5,14,36820,72,Gray,Black,8-Speed Automatic,AWD,WA1LGAFE0FD028670
2018 Audi Q5 2.0T Premium Plus quattro,2018,Audi,Black,46900,International Autos,(414) 939-8502,3.8,56,14,68,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY9J2080668
2015 Audi A6 3.0T Prestige quattro,2015,Audi,Silver,35767,Audi North Shore,(414) 375-2104,3.5,14,29431,72,Ice Silver Metallic,Titanium Gray,8-Speed Automatic,AWD,WAUHGAFC1FN047861
2018 Audi Q3 2.0T Premium Plus,2018,Audi,White,34500,International Autos,(414) 939-8502,3.8,56,5585,68,Glacier White Metallic,Chestnut Brown,Automatic with Tiptronic,AWD,WA1JCCFSXJR005641
2015 Audi A4 2.0T Premium Plus quattro,2015,Audi,Blue,25967,Audi North Shore,(414) 375-2104,3.5,14,31880,72,Moonlight Blue Metallic,Gray,8-Speed Automatic,AWD,WAUFFAFL1FN014384
2018 Audi A7 3.0T Premium Plus quattro,2018,Audi,Gray,74840,Audi North Shore,(414) 375-4847,3.5,14,,72,Nardo Gray,Black,8-Speed Automatic,AWD,WAUW3AFC5JN069261
2018 Audi Q5 2.0T Prestige quattro,2018,Audi,Black,53745,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1CNAFY4J2143244
2018 Audi Q5 2.0T Premium,2018,Audi,Red,53635,Audi North Shore,(414) 375-4847,3.5,14,,72,Matador Red Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFYXJ2064737
2018 Audi Q5 2.0T Premium,2018,Audi,Red,53235,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Matador Red Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY3J2084585
2018 Audi A3 2.0T Premium quattro,2018,Audi,Black,40535,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFFXJ1002459
2012 Audi Q5 2.0T Premium quattro,2012,Audi,Silver,16510,Francois Ford,(608) 234-4968,4.8,67,81296,15,Silver,Black,8-Speed Automatic,AWD,WA1LFAFP8CA074393
2017 Audi A4 2.0T Premium quattro,2017,Audi,Silver,44725,Audi North Shore,(414) 375-4847,3.5,14,,72,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF49HN020989
2015 Audi A5 2.0T Premium Plus quattro,2015,Audi,Gray,29000,International Autos,(414) 939-8502,3.8,56,31540,68,Monsoon Gray Metallic,Brown,6-Speed Manual,AWD,WAUSFAFR1FA034306
2015 Audi S3 2.0T Premium Plus quattro,2015,Audi,Blue,33492,International Autos,(414) 939-8502,3.8,56,24259,68,Sepang Blue Pearl,Black / Magma Red,6-Speed Automatic with Auto-Shift,AWD,WAUBFGFF0F1140691
2018 Audi S4 3.0T Premium Plus,2018,Audi,White,62380,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUB4AF42JA125006
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Green,60805,Audi North Shore,(414) 375-4847,3.5,14,,72,Gotland Green Metallic / Black Roof,Nougat Brown,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF5XJN012562
2018 Audi A3 2.0T Premium quattro,2018,Audi,Black,40355,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF8J1009782
2011 Audi A5 2.0T Premium,2011,Audi,Black,11971,Koenecke Ford Inc,(608) 844-8038,5,22,111460,46,Black,,8-Speed Automatic,AWD,WAULFAFRXBA079369
2013 Audi A5 2.0T Premium Plus,2013,Audi,Other,21997,Diamond Jim's West Allis,(888) 377-2649,4.8,10,58389,68,Moonlight Blue Metallic/Black Roof,Brown,8-Speed Automatic with Tiptronic,quattro,WAULFAFH3DN003561
2017 Audi Q3 2.0T Premium quattro,2017,Audi,Black,28595,Porsche Milwaukee North,(888) 481-5925,,,11459,74,Brilliant Black,Rock Gray,6-Speed Automatic,AWD,WA1ECCFS8HR014897
2018 Audi SQ5 3.0T Premium Plus quattro,2018,Audi,Black,66545,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WA1A4AFY2J2124332
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,White,58595,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic / Black Roof,Atlas Beige,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF58JN009126
2018 Audi S5 3.0T Premium Plus quattro,2018,Audi,White,71745,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic / Black Roof,Rotor Gray,8-Speed Automatic,AWD,WAUY4GF57JN009184
2018 Audi A6 2.0T Premium Plus,2018,Audi,Gray,58725,Audi North Shore,(414) 375-4847,3.5,14,,72,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUG8AFC3JN013681
2018 Audi S4 3.0T Premium Plus,2018,Audi,Black,60280,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUB4AF41JA054252
2011 Audi R8 5.2L,2011,Audi,White,82495,Kearns Motor Car Co.,(920) 541-2495,4.7,256,45387,31,Ibis White/Black Roof,Black,6-SPEED A/T,All Wheel Drive,WUAVNAFG4BN001601
2017 Audi A4 2.0T Premium quattro,2017,Audi,Gray,39757,International Autos,(414) 939-8502,3.8,56,20,68,Monsoon Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF43HN028456
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Blue,60805,Audi North Shore,(414) 375-4847,3.5,14,,72,Scuba Blue Metallic / Black Roof,Black,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF52JN012362
2015 Audi A8 L 3.0T,2015,Audi,Black,42793,International Autos,(414) 269-8729,3.8,56,43361,68,Phantom Black Pearl,Black,8-Speed Automatic,AWD,WAU3GAFD5FN006281
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Silver,53380,Audi North Shore,(414) 375-4847,3.5,14,,72,Florett Silver Metallic,Black,6-Speed Manual,AWD,WAU8NAF52JA050579
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Blue,45867,Audi North Shore,(414) 375-2104,3.5,14,5959,72,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WAUENCF59JA021532
2018 Audi S5 3.0T Premium Plus quattro,2018,Audi,Gray,71855,Audi North Shore,(414) 375-4847,3.5,14,,72,Daytona Gray Pearl Effect / Black Roof,Black,8-Speed Automatic,AWD,WAUY4GF57JN006138
2018 Audi Q5 2.0T Premium Plus quattro,2018,Audi,Gray,47900,International Autos,(414) 939-8502,3.8,56,66,68,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY6J2021089
2018 Audi A5 2.0T Prestige quattro,2018,Audi,Gray,45567,Audi North Shore,(414) 375-2104,3.5,14,3987,72,Manhattan Gray Metallic,Black,Automatic,AWD,WAUUNAF59JA008506
2015 Audi A3 1.8T Premium,2015,Audi,Red,19767,Audi North Shore,(414) 375-2104,3.5,14,26850,72,Brilliant Red / Black,Black,6-Speed Automatic with Auto-Shift,FWD,WAUACGFF0F1111566
2018 Audi A4 2.0T Premium Plus,2018,Audi,Black,40953,International Autos,(414) 939-8502,3.8,56,3987,68,Mythos Black Metallic,Black,Automatic,AWD,WAUENAF49JA019906
2018 Audi Q7 3.0T Premium,2018,Audi,White,71345,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Glacier White Metallic,Nougat Brown,8-Speed Automatic,AWD,WA1VAAF7XJD017356
2018 Audi Q7 3.0T Prestige,2018,Audi,Black,71685,Audi North Shore,(414) 375-4847,3.5,14,,72,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1VAAF7XJD031872
2017 Audi A4 2.0 TFSI Auto Premium quattro AWD,2017,Audi,Silver,36700,Zimbrick European,,5,7,6876,2,Florett Silver Metallic,Black,Automatic,AWD,WAUANAF43HN020955
2015 Audi A4 4dr Sdn Auto quattro 2.0T Premium,2015,Audi,Black,22500,Zimbrick European,,5,7,40969,2,Brilliant Black,Black,Automatic,AWD,WAUBFAFL8FN023467
2013 Audi TTS 2.0T Prestige quattro,2013,Audi,Black,28500,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,28449,12,Black,,6-Speed Automatic with Auto-Shift,AWD,TRUK1AFK2D1001600
2013 Audi Q7 3.0L TDI Premium Plus,2013,Audi,White,26999,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,62436,76,Glacier White Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE7DD010916
2018 Audi A6 3.0T quattro Sport,2018,Audi,Black,61000,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUF3AFCXJN079252
2018 Audi Q5 2.0T Premium,2018,Audi,Blue,53385,Audi North Shore,(414) 375-4847,3.5,14,,72,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY0J2068425
2015 Audi A8 L 3.0 TDI,2015,Audi,Black,46501,Porsche Milwaukee North,(888) 481-5925,,,18764,74,Black,Black,8-Speed Automatic,AWD,WAU3MAFD6FN023311
2011 Audi A5 2.0T Premium,2011,Audi,White,16490,Portage Motors,(608) 402-4824,4.8,20,85295,32,Ibis White,BLACK,8 SPEED AUTOMATIC,,WAULFAFH7BN006427
2018 Audi Q3 2.0T Sport Premium,2018,Audi,Red,39615,Audi North Shore,(414) 375-4847,3.5,14,,72,Misano Red Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR016872
2016 Audi Q5 3.0T Premium Plus quattro,2016,Audi,Black,44093,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WA1CVAFP0GA048766
2015 Audi A6 4dr Sdn quattro 2.0T Premium Plus,2015,Audi,Black,28000,Zimbrick European,,5,7,31572,2,Brilliant Black,Black,Automatic,AWD,WAUGFAFC9FN027405
2016 Audi Q5 quattro 4dr 2.0T Premium Plus,2016,Audi,Black,31400,Zimbrick European,,5,7,44444,2,Brilliant Black,Black,Automatic,AWD,WA1L2AFP3GA004009
2015 Audi A3 4dr Sdn FWD 1.8T Premium,2015,Audi,Blue,20200,Zimbrick European,,5,7,21585,2,Scuba Blue Metallic,Black,Automatic,FWD,WAUACGFFXF1063025
2018 Audi A4 2.0T Premium Plus,2018,Audi,White,49780,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,AWD,WAUENAF41JA128781
2017 Audi Q3 2.0T Premium,2017,Audi,Black,28956,Wilde Chrysler Jeep Dodge Ram & Subaru,(262) 347-4170,4.6,552,26242,60,Mythos Black Metallic,Black,6-Speed Automatic w/OD,AWD/All-Wheel Drive,WA1ECCFS9HR004749
2016 Audi Q5 3.0T Premium Plus quattro,2016,Audi,Black,44093,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WA1CVAFP3GA048972
2014 Audi A5 2.0T Premium,2014,Audi,White,23388,Ernie von Schledorn Buick GMC Volkswagen,(888) 231-8988,4.7,195,36826,66,Ibis White,Black,8-Speed Automatic with Tiptronic,quattro,WAUCFAFR2EA071139
2018 Audi Q5 2.0T Premium,2018,Audi,Black,52950,Audi North Shore,(414) 375-4847,3.5,14,,72,Brilliant Black,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY7J2101422
2018 Audi A6 3.0T Premium quattro,2018,Audi,Gray,63325,Audi North Shore,(414) 375-4847,3.5,14,,72,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUG3AFC7JN004030
2018 Audi A6 3.0T Prestige quattro,2018,Audi,White,66260,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUH3AFC2JN003520
2018 Audi Q3 2.0T Premium Plus,2018,Audi,White,40875,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS4JR013539
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Gray,58300,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Monsoon Gray Metallic / Black Roof,Black,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF53JN013049
2013 Audi allroad 4dr Wgn Premium Plus,2013,Audi,Blue,23800,Zimbrick European,,5,7,56581,2,Moonlight Blue Metallic,Beige / Brown,Automatic,AWD,WA1UFAFL7DA060634
2018 Audi A3 2.0T Premium quattro,2018,Audi,Gray,40945,Audi North Shore,(414) 375-4847,3.5,14,,72,Nano Gray Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF4J1048787
2015 Audi A6 4dr Sdn quattro 2.0T Premium Plus,2015,Audi,Gray,27000,Zimbrick European,,5,7,39514,2,Quartz Gray Metallic,Black,Automatic,AWD,WAUGFAFC3FN004556
2016 Audi Q5 quattro 4dr 2.0T Premium Plus,2016,Audi,Black,34100,Zimbrick European,,5,7,26376,2,Brilliant Black,Black,Automatic,AWD,WA1L2AFP4GA004035
2015 Audi A4 4dr Sdn Auto quattro 2.0T Premium,2015,Audi,White,23500,Zimbrick European,,5,7,27784,2,Ibis White,Chestnut Brown / Black,Automatic,AWD,WAUBFAFL2FN028356
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Blue,58300,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Scuba Blue Metallic / Black Roof,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WAUYNGF58JN013077
2012 Audi A7 Premium quattro,2012,Audi,White,26420,INFINITI Milwaukee,(888) 602-5985,,,79152,61,Ibis White,Black,8-Speed Automatic with Tiptronic,quattro,WAUSGAFCXCN001897
2018 Audi A6 3.0T Premium quattro,2018,Audi,Silver,65605,Audi North Shore,(414) 375-4847,3.5,14,,72,Florett Silver Metallic,Nougat Brown,8-Speed Automatic,AWD,WAUH3AFC0JN083996
2013 Audi A4 2.0T Premium quattro,2013,Audi,Black,15995,Reina International,(262) 510-2733,4,6,79496,66,Phantom Black Pearl,Gray,8-Speed Automatic,AWD,WAUBFAFL1DN036221
2017 Audi Q3 2.0T Premium quattro,2017,Audi,Black,27385,Kayser Chrysler Center,(608) 338-1543,4.5,91,22498,22,Brilliant Black,Black,6-Speed Automatic,AWD,WA1ECCFS7HR015748
2018 Audi A4 2.0T Premium Plus,2018,Audi,Blue,49780,Audi North Shore,(414) 375-4847,3.5,14,,72,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD,WAUENAF40JA129131
2018 Audi S5 3.0T Prestige quattro,2018,Audi,Gray,68360,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Daytona Gray Pearl Effect,Black,8-Speed Automatic,AWD,WAUR4AF57JA056160
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Black,34500,International Autos,(414) 939-8502,3.8,56,2634,68,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFSXJR000519
2014 Audi A8 L 3.0T,2014,Audi,Black,41987,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,28334,55,Black,,8-Speed Automatic,AWD,WAURGAFD4EN004952
2018 Audi S3 2.0T Premium Plus quattro,2018,Audi,Gray,51550,Audi North Shore,(414) 375-4847,3.5,14,,72,Nano Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUB1GFF0J1043627
2017 Audi A6 3.0T Premium Plus quattro,2017,Audi,Black,68535,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUH2AFC5HN131974
2014 Audi S4 3.0T Premium Plus,2014,Audi,Gray,31994,Amato Ford,(877) 238-6254,4.7,78,53076,55,Monsoon Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL8EA114919
2018 Audi Q7 2.0T Premium,2018,Audi,Silver,64595,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,55,Florett Silver Metallic,Black,8-Speed Automatic,AWD,WA1LHAF75JD015131
2013 Audi Q7 3.0 TDI Premium quattro,2013,Audi,Black,29900,Runde Chevrolet,(888) 380-6201,4.8,108,71674,73,Charcoal,,8-Speed Automatic,AWD,WA1CMAFE2DD016753
2018 Audi S3 2.0T Premium Plus quattro,2018,Audi,Gray,50250,Audi North Shore,(414) 375-4847,3.5,14,,72,Daytona Gray Pearl Effect,Black,7-Speed Automatic with Auto-Shift,AWD,WAUB1GFF5J1044112
2003 Audi A4 1.8T,2003,Audi,Red,2495,"Granite Auto Sales, Inc.",(920) 240-4097,,,165399,69,Red,Black,5-SPEED A/T,All Wheel Drive,WAULC68E93A196197
2018 Audi A3 2.0T Premium quattro,2018,Audi,White,39755,Audi North Shore,(414) 375-4847,3.5,14,,72,Ibis White,Chestnut Brown,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF1J1033664
2009 Audi Q7 4.2 Prestige,2009,Audi,Black,10987,Christopher,,,,140250,65,Black,Beige,Automatic,4x4/4-wheel drive,
2017 Audi A3 2.0 TFSI Premium Plus quattro AWD,2017,Audi,Black,32000,Zimbrick European,,5,7,5238,2,Mythos Black Metallic,Chestnut Brown,Automatic,AWD,WAUJ8GFF7H1028981
2014 Audi A6 4dr Sdn quattro 3.0T Prestige,2014,Audi,White,28300,Zimbrick European,,5,7,47337,2,Glacier White Metallic,Black,Automatic,AWD,WAUHGAFCXEN017093
2017 Audi A3 2.0 TFSI Premium Plus quattro AWD,2017,Audi,Black,30800,Zimbrick European,,5,7,13858,2,Brilliant Black,Rock Gray,Automatic,AWD,WAUJ8GFF9H1045958
2004 Audi A8 L 4.2 quattro,2004,Audi,Beige,6200,Jay,,,,109000,71,Beige,Brown,Automatic,AWD,
2015 Audi A4 2.0T Premium quattro,2015,Audi,Gray,19000,Wilde Honda,(262) 226-8570,4.5,631,47874,60,Tornado Gray Metallic,,8-Speed Automatic w/OD,AWD,WAUBFAFLXFN006816
2013 Audi Q7 3.0L TDI Premium Plus,2013,Audi,Gray,28995,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,46118,76,Lava Gray Pearl Effect,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE5DD008890
2015 Audi Q5 3.0 TDI Premium Plus quattro,2015,Audi,Black,36000,International Autos,(414) 269-8729,3.8,56,34476,68,Brilliant Black,Black,8-Speed Automatic,AWD,WA1CMAFP3FA128161
2017 Audi A4 Prestige,2017,Audi,Black,39999,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730,9633,66,Black,,7-SPEED A/T,All Wheel Drive,WAUFNAF42HN063009
2015 Audi A3 1.8T Premium,2015,Audi,Black,16999,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,44556,76,Brilliant Black,Black,6-SPEED A/T,Front Wheel Drive,WAUACGFF4F1020414
2018 Audi S4 3.0T Premium Plus,2018,Audi,Blue,62140,Audi North Shore,(414) 375-4847,3.5,14,,72,Navarra Blue Metallic,Rotor Gray,8-Speed Automatic,AWD,WAUB4AF4XJA120975
2013 Audi A4 2.0T Premium Plus quattro,2013,Audi,Black,17000,Nancy,,,,49000,73,Black,Black,Automatic,AWD,
2013 Audi Q7 3.0L TDI Premium Plus,2013,Audi,White,25999,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,76926,76,Glacier White Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFE7DD008583
2018 Audi A6 3.0T Premium quattro,2018,Audi,Gray,63530,Audi North Shore,(414) 375-4847,3.5,14,,72,Nardo Gray,Black,8-Speed Automatic,AWD,WAUG3AFC5JN081009
2013 Audi S5 3.0T Premium Plus quattro,2013,Audi,Gray,32999,"Campbells Auto Sport, Inc.",(262) 261-0124,5,12,26987,72,Monsoon Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUCGAFH3DN001192
2014 Audi Q5 3.0 TDI Premium Plus quattro,2014,Audi,White,36370,Runde Chevrolet,(888) 380-6201,4.8,108,42434,73,White,,8-Speed Automatic,AWD,WA1CMAFP8EA082826
2018 Audi S4 3.0T Premium Plus,2018,Audi,Black,62380,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUB4AF48JA133451
2008 Audi A4 2.0T quattro,2008,Audi,Black,7500,Auto Outpost - North Inc.,(815) 572-6094,3.8,14,111231,74,Black,Black,6-Speed Automatic,AWD,WAUDF78E88A129101
2018 Audi Q7 3.0T Prestige,2018,Audi,Black,65967,Audi North Shore,(414) 375-2115,3.5,14,4945,72,Orca Black Metallic,Black,Automatic with Tiptronic,AWD,WA1VAAF78JD011622
2018 Audi Q5 2.0T Premium,2018,Audi,Gray,52725,Audi North Shore,(414) 375-4847,3.5,14,,72,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY1J2124937
2012 Audi S4 3.0 Premium Plus,2012,Audi,Gray,24800,Don,,,,70490,79,Gray,Black,Automanual,AWD,
2018 Audi A7 3.0T Premium Plus quattro,2018,Audi,Black,75165,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUW3AFC5JN061595
2018 Audi A4 2.0T Premium Plus,2018,Audi,Blue,41593,International Autos,(414) 939-8502,3.8,56,4049,68,Moonlight Blue Metallic,Nougat Brown / Black,Automatic,AWD,WAUENAF43JN002298
2005 Audi A6 3.2 quattro,2005,Audi,Black,5700,Haley,,,,115000,6,Black,Black,Automatic,4x4/4-wheel drive,
2011 Audi A4 2.0T Premium quattro,2011,Audi,Gray,10488,Burtness Chrysler Dodge Jeep Ram,(888) 690-5117,,,108417,35,Meteor Gray Pearl Effect,Black,8-Speed Automatic,AWD,WAUBFAFL2BN008294
2018 Audi A6 3.0T Prestige quattro,2018,Audi,Black,53967,Audi North Shore,(414) 375-2104,3.5,14,4483,72,Mythos Black Metallic,Black,8-Speed Automatic with Tiptronic,AWD,WAUH3AFC5JN005200
2018 Audi Q7 3.0T Prestige,2018,Audi,White,71220,Audi North Shore,(414) 375-4847,3.5,14,,72,Glacier White Metallic,Nougat Brown,8-Speed Automatic,AWD,WA1VAAF76JD022232
2018 Audi Q5 2.0T Prestige quattro,2018,Audi,Gray,47967,Audi North Shore,(414) 375-2104,3.5,14,4193,72,Manhattan Gray Metallic,Black,Automatic with Tiptronic,AWD,WA1CNAFYXJ2048476
2018 Audi Q5 2.0T Premium,2018,Audi,Gray,46967,Audi North Shore,(414) 375-2104,3.5,14,5780,72,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY0J2022092
2015 Audi Q7 3.0 TDI Premium,2015,Audi,Black,34967,Audi North Shore,(414) 375-2115,3.5,14,61038,72,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1VMAFEXFD024580
2015 Audi A6 2.0T Premium Plus quattro,2015,Audi,Black,29967,Audi North Shore,(414) 375-2104,3.5,14,35816,72,Phantom Black Pearl,Black,8-Speed Automatic,AWD,WAUGFAFC5FN033377
2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,Silver,53750,Audi North Shore,(414) 375-4847,3.5,14,,72,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUTNAF59JA070760
2010 Audi A8 L 4.2 quattro,2010,Audi,Black,21000,Vern,,,,108500,71,Black,Brown,Automanual,AWD,
2018 Audi A3 2.0T Premium quattro,2018,Audi,Red,40330,Audi North Shore,(414) 375-4847,3.5,14,,72,Tango Red Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF3J1048733
2018 Audi A4 2.0T Premium Plus,2018,Audi,Blue,50530,Audi North Shore,(414) 375-4847,3.5,14,,72,Scuba Blue Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUENAF49JA129127
2018 Audi A6 3.0T quattro Sport,2018,Audi,Black,60825,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUF3AFC4JN071003
2017 Audi A3 2.0T Premium Plus,2017,Audi,Gray,32000,International Autos,(414) 939-8502,3.8,56,5374,68,Nano Gray Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF6H1036831
2017 Audi A4 2.0T Premium quattro,2017,Audi,White,35000,International Autos,(414) 939-8502,3.8,56,5720,68,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD,WAUDNAF4XHN046823
2018 Audi A3 2.0T Premium quattro,2018,Audi,Blue,38995,International Autos,(414) 203-5342,3.8,56,,68,Cosmus Blue Metallic,Rock Gray,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFFXJ1002638
