name,VIN,year,price,miles,Exterior Color,Interior Color,seller_name,seller_phone,Transmission,Drivetrain
2017 Ford Mustang EcoBoost Premium,1FATP8UH5H5279375,2017,26900,30049,Red,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2017 Ford Mustang GT Premium,1FATP8FF9H5292528,2017,32995,27454,Triple Yellow Tri-Coat,N/A,Schoepp Motors West,,,Rear Wheel Drive
2017 Ford Mustang EcoBoost Premium Fastback,1FA6P8TH1H5227384,2017,22995,33640,BLACK,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2017 Ford Fusion SE,3FA6P0H71HR237475,2017,17995,26674,Gray,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2012 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF6CFB59019,2012,23995,77996,Blue,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2012 Ford F-150 FX4 SuperCrew 4X4,1FTFW1ET1CFB59872,2012,26900,48707,Blue,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2012 Ford F-150 XLT SuperCrew 4X4,1FTFW1ET5CKE25708,2012,22995,62274,Sterling Gray Metallic,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2013 Ford Edge Sport,2FMDK4AK0DBC08236,2013,16995,77387,BLACK,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2013 Ford F-150 FX4 SuperCrew 4X4,1FTFW1EF4DKD62337,2013,28900,40124,Sterling Gray Metallic,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2013 Ford F-150 XLT,1FTFW1EF1DKG13850,2013,24995,64492,RED,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2013 Ford F-150 FX4 SuperCrew 4X4,1FTFW1ET8DKF88239,2013,28800,56572,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2016 Ford F-150 XLT SuperCab 4X4,1FTEX1EP3GFB78909,2016,28995,28720,White,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2016 Ford Mustang EcoBoost Premium,1FATP8UH4G5222017,2016,21995,40322,Red,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2016 Ford Fusion SE,1FA6P0H75G5117020,2016,11995,75024,GRAY,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2016 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF4GFB46033,2016,29995,22833,RED,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2016 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF1GFB57877,2016,33995,24860,SILVER,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2016 Ford F-150,1FTFW1EF4GFC68181,2016,33995,9629,N/A,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2016 Ford Escape SE,1FMCU9GX1GUA76608,2016,15995,78564,WHITE,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2016 Ford Fusion SE,3FA6P0H73GR118387,2016,12988,87666,SILVER,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2013 Ford F-150 XLT SuperCrew 4X4,1FTFW1ET2DKF28585,2013,24995,62049,White,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2013 Ford F-150 FX4 SuperCrew 4X4,1FTFW1EF0DKD56325,2013,26900,41976,N/A,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2013 Ford Focus SE,1FADP3F25DL379692,2013,10995,33242,BLACK,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2013 Ford Fusion SE,3FA6P0HR7DR329444,2013,10995,96745,Gray,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2013 Ford Escape SEL,1FMCU9HX1DUC30325,2013,13995,70365,BLACK,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2013 Ford Escape SE,1FMCU0GXXDUD87946,2013,14995,43531,Gray,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2013 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF1DFB93161,2013,24995,65479,Gray,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford Mustang Fastback EcoBoost,1FA6P8TH0F5316960,2015,24995,25586,BLACK,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2015 Ford Mustang GT,1FA6P8CF6F5411974,2015,29995,7140,BLACK,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2015 Ford Escape SE,1FMCU9GX6FUC65902,2015,14995,64724,BLACK,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2015 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF3FFB43302,2015,33975,32420,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford F-150 XLT SuperCrew 4X4,1FTFW1EG6FFB73158,2015,30995,47513,Race Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford Fusion SE,1FA6P0H70F5121619,2015,9995,104912,GRAY,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2016 Ford Mustang EcoBoost,1FA6P8TH6G5335935,2016,23995,13407,YELLOW,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2009 Ford Focus SE,1FAHP32N89W231334,2009,4888,87120,SILVER,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2009 Ford F-150 XLT,1FTPW12V99KB42988,2009,,98541,N/A,N/A,Schoepp Motors West,,Automatic,Rear Wheel Drive
2009 Ford F-150 Lariat SuperCrew 4X4,1FTPW14V29FB14889,2009,20995,115237,Black,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2010 Ford F-150 XLT SuperCrew 4X4,1FTFW1EV0AFC66779,2010,20995,62816,WHITE,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2011 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF6BFA01441,2011,20999,72674,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2012 Ford Focus Titanium Hatchback w/ Moonroof,1FAHP3N2XCL283087,2012,9995,59233,Blue Candy Metallic,N/A,Schoepp Motors West,,Automated Manual,Front Wheel Drive
2012 Ford Focus SE,1FAHP3F24CL115279,2012,5995,159649,Red,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2012 Ford F-150 XLT SuperCrew 4X4,1FTFW1ET0CFA31333,2012,26800,31272,Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2012 Ford F-150 XLT,1FTFW1ET2CKD41992,2012,,86636,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2016 Ford Mustang EcoBoost,1FA6P8TH0G5265249,2016,21995,29667,BLACK,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2016 Ford Mustang EcoBoost,1FA6P8TH4G5277534,2016,22995,6944,BLue,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2016 Ford Mustang GT Premium Convertible,1FATP8FF5G5311221,2016,33995,16286,BLACK,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2016 Ford Escape SE,1FMCU9GX1GUC13773,2016,13995,98541,ORANGE,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2015 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF1FFC23682,2015,32900,32606,BLACK,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford F-150 XLT SuperCrew 4X4,1FTFW1EGXFFB10080,2015,33995,31822,Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford Fusion SE,1FA6P0H7XF5110109,2015,12555,44947,Gray,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2015 Ford Escape SE,1FMCU9GX7FUC66234,2015,15995,78009,Gray,N/A,Schoepp Motors West,,Automatic,All Wheel Drive
2015 Ford Mustang EcoBoost,1FA6P8TH1F5328972,2015,18995,65849,Red,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2015 Ford Fusion S,3FA6P0G74FR228199,2015,9550,97289,WHITE,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2015 Ford F-150 XLT SuperCrew 4X4,1FTFW1EG4FFC40789,2015,29900,33655,Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2015 Ford F-150 XLT SuperCab 4X4,1FTEX1EP8FFA63432,2015,28995,42402,WHITE,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford Focus SE,1FADP3K24EL283253,2014,10995,50969,Gray,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2014 Ford Focus SE,1FADP3F2XEL317559,2014,9995,49348,Gray,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2014 Ford Focus SE w/ Moonroof,1FADP3K21EL334823,2014,10995,46171,Red,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2014 Ford F-150 FX4,1FTFW1E60EFA64281,2014,30995,69795,Red,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2014 Ford Focus SE,1FADP3F28EL392566,2014,10995,60944,Blue Candy Tinted Clearcoat,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2014 Ford Taurus SE,1FAHP2D88EG120479,2014,10995,95756,Sunset Metallic,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford Mustang,1ZVBP8AM6E5324548,2014,17995,62437,White,N/A,Schoepp Motors West,,Manual,Rear Wheel Drive
2014 Ford Focus SE,1FADP3F22EL454740,2014,9995,69887,Silver,N/A,Schoepp Motors West,,Manual,Front Wheel Drive
2014 Ford Edge SE,2FMDK3G94EBB47599,2014,14900,81066,Oxford White,N/A,Schoepp Motors West,,Automatic,Front Wheel Drive
2014 Ford F-150 XLT SuperCrew 4X4,1FTFW1EF8EKG14253,2014,25750,46775,N/A,N/A,Schoepp Motors West,,Automatic,4-Wheel Drive
2005 Ford Excursion Eddie Bauer SUV,1FMSU45P15EB76720,2005,14995,189127,Black,Tan,A to Z Autosports LLC,888-825-1967,Automatic,4-Wheel Drive
Used 2017 Ford Edge Sport AWD,2FMPK4AP5HBB80786,2017,38500,4288,Burgundy Velvet,Ebony Leather,Middleton Ford,866-515-2342 866-581-1782,,All Wheel Drive
2015 Ford Explorer,1FM5K8D89FGA92252,2015,19950,98763,White Platinum Metallic Tri-Coat,,Lexus of Madison,877-510-3625 877-545-4105,Automatic,All Wheel Drive
2017 Ford Mustang,1FA6P8CF6H5322635,2017,29500,2758,Race Red,,Lexus of Madison,877-510-3625 877-545-4105,Manual,Rear Wheel Drive
Used 2018 Ford Escape SEL 4WD,1FMCU9HDXJUB06393,2018,26500,28,Cinnamon Glaze,Black Leather,Middleton Ford,866-515-2342 866-581-1782,,All Wheel Drive
Used 2010 Ford F-150 4WD SuperCrew 5-1/2 Ft Box XL,1FTFW1EV3AFA62722,2010,16999,91052,N/A,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,4-Wheel Drive
Certified 2013 Ford F-150 4WD SuperCrew 5-1/2 Ft Box XL,1FTFW1ET1DKF35866,2013,26999,74222,White,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,4-Wheel Drive
Certified 2013 Ford Escape 4WD 4dr SE,1FMCU9GX4DUA77313,2013,14800,39404,Silver,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2013 Ford Escape FWD 4dr Titanium,1FMCU0J90DUB29378,2013,16900,45650,Gray,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,Front Wheel Drive
Certified 2014 Ford Escape 4WD 4dr SE,1FMCU9G96EUC39364,2014,18000,27295,Ruby Red,Black Cloth,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2014 Ford Edge 4dr SEL AWD,2FMDK4JC2EBB67604,2014,22000,32784,Black,Stone Leather,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2015 Ford Taurus 4dr Sdn SEL AWD,1FAHP2H87FG161925,2015,17000,78319,Tuxedo Black,Dune Leather,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2014 Ford Edge 4dr SEL AWD,2FMDK4JC6EBB58355,2014,22500,34508,Ingot Silver,Black Leather,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2015 Ford F-150 4WD SuperCab 6-1/2 Ft Box XL,1FTFX1EF9FFA81496,2015,34000,21767,Black,Black Leather,Middleton Ford,866-515-2342 866-581-1782,Automatic,4-Wheel Drive
Certified 2015 Ford Explorer 4WD 4dr XLT,1FM5K8D88FGB76319,2015,27600,30109,Ingot Silver,Black Leather,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2015 Ford Explorer 4WD 4dr Sport,1FM5K8GT3FGB17811,2015,32900,28166,Ruby Red,Black Leather,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2015 Ford Escape FWD 4dr SE,1FMCU0GX1FUA88428,2015,19000,7637,White,Stone,Middleton Ford,866-515-2342 866-581-1782,Automatic,Front Wheel Drive
Certified 2015 Ford Escape FWD 4dr SE,1FMCU0GX2FUC03649,2015,18000,8982,Impact Blue,Black,Middleton Ford,866-515-2342 866-581-1782,Automatic,Front Wheel Drive
Certified 2016 Ford Escape 4WD 4dr SE,1FMCU9GX7GUB94842,2016,18699,30019,Shadow Black,Black Cloth,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2016 Ford F-150 4WD SuperCab 6-1/2 Ft Box XL,1FTEX1EP8GFB10444,2016,30000,33123,Race Red,Gray Cloth,Middleton Ford,866-515-2342 866-581-1782,Automatic,4-Wheel Drive
Certified 2016 Ford Escape 4WD 4dr SE,1FMCU9GX4GUB36008,2016,20000,26957,Magnetic,Black Cloth,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Certified 2017 Ford Fusion Energi Titanium FWD,3FA6P0SU6HR191401,2017,19900,26511,Burgundy Velvet,Ceramic Leather,Middleton Ford,866-515-2342 866-581-1782,,Front Wheel Drive
Certified 2017 Ford Expedition Limited 4x4,1FMJU2ATXHEA38035,2017,43500,25582,Blue Jeans Metallic,Ebony Leather,Middleton Ford,866-515-2342 866-581-1782,,4-Wheel Drive
Certified 2017 Ford Expedition Limited 4x4,1FMJU2AT3HEA37907,2017,43799,14353,White Platunum,Ebony Leather,Middleton Ford,866-515-2342 866-581-1782,,4-Wheel Drive
Certified 2017 Ford C-Max Energi SE FWD,1FADP5EU8HL104600,2017,16500,15804,Shadow Black,Black Cloth,Middleton Ford,866-515-2342 866-581-1782,,Front Wheel Drive
Certified 2017 Ford C-Max Energi Titanium FWD,1FADP5FU5HL104679,2017,19500,15968,Magnetic,Black Leather,Middleton Ford,866-515-2342 866-581-1782,,Front Wheel Drive
Used 2009 Ford Escape 4WD 4dr V6 Auto Limited,1FMCU94G89KB10966,2009,,97139,Red,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Used 2009 Ford Escape FWD 4dr V6 Auto Limited,1FMCU04G19KB54786,2009,8500,105733,Black,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,Front Wheel Drive
Used 2011 Ford Edge 4dr SEL AWD,2FMDK4JC7BBB15753,2011,13900,79795,Tuxedo Black,Charcoal Cloth,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
"Used 2012 Ford Super Duty F-550 DRW 4WD Reg Cab 141"" WB 60"" CA XL",1FDUF5HT4CEB33746,2012,,25986,N/A,N/A,Middleton Ford,866-515-2342 866-581-1782,,
Used 2013 Ford Super Duty F-350 DRW 4WD Crew Cab 8 Ft Box XL,1FT8W3DT7DEA55402,2013,38900,53016,Silver,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,4-Wheel Drive
Used 2013 Ford Focus 4dr Sdn SE,1FADP3F26DL325737,2013,8500,67709,Sterling Gray,Black Cloth,Middleton Ford,866-515-2342 866-581-1782,Manual,Front Wheel Drive
Used 2014 Ford Super Duty F-250 SRW 4WD Crew Cab 6-3/4 Ft Box XL,1FT7W2B60EEB77488,2014,36000,66719,Black,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,4-Wheel Drive
Used 2014 Ford Fusion 4dr Sdn SE FWD,3FA6P0H94ER101905,2014,11800,95281,Black,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,Front Wheel Drive
Used 2014 Ford Focus 5dr HB SE,1FADP3K2XEL324887,2014,10500,64990,Red,N/A,Middleton Ford,866-515-2342 866-581-1782,Manual,Front Wheel Drive
Used 2014 Ford Explorer 4WD 4dr XLT,1FM5K8D89EGB43750,2014,22500,55174,Black,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Used 2015 Ford Fusion 4dr Sdn SE FWD,3FA6P0H99FR112819,2015,15900,23382,Bronze Fire,Black Cloth,Middleton Ford,866-515-2342 866-581-1782,Automatic,Front Wheel Drive
2010 Ford Fusion,3FAHP0JG2AR267092,2010,9500,73931,BLACK,,Lexus of Madison,877-510-3625 877-545-4105,Automatic,Front Wheel Drive
Used 2015 Ford Focus 4dr Sdn SE,1FADP3F24FL254864,2015,11800,36153,Oxford White,Black Cloth,Middleton Ford,866-515-2342 866-581-1782,Manual,Front Wheel Drive
Used 2015 Ford Flex 4dr SEL AWD,2FMHK6C81FBA15014,2015,26000,50237,White,N/A,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
Used 2016 Ford Escape 4WD 4dr SE,1FMCU9GX3GUC78057,2016,19700,18401,Black,Cloth,Middleton Ford,866-515-2342 866-581-1782,Automatic,All Wheel Drive
"Used 2017 Ford Transit Van T-150 148"" Low Rf 8600 GVWR Swing-Out RH Dr",1FTYE9ZM0HKB15387,2017,23000,32323,White,Pewter Vinyl,Middleton Ford,866-515-2342 866-581-1782,Automatic,Rear Wheel Drive
