name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain
2013 BMW 528i xDrive Sedan,WBAXH5C51DD108084,BMW,5 Series,2013,21885,80749,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2012 BMW 528i xDrive Sedan,WBAXH5C55CDW11017,BMW,5 Series,2012,18985,44138,Black,Brown,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 435i xDrive Coupe,WBA3R5C59FF785306,BMW,4 Series,2015,35985,43152,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 428i xDrive Gran Coupe,WBA4C9C58FD330682,BMW,4 Series Gran Coupe,2015,29395,48687,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 428i xDrive Coupe,WBA4A7C58FD415483,BMW,4 Series Gran Coupe,2015,31495,28381,Mineral Gray Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2016 BMW 428i xDrive SULEV Coupe,WBA3N9C54GK249746,BMW,4 Series,2016,38885,8971,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 428i xDrive Coupe,WBA4A7C52FD413843,BMW,4 Series Gran Coupe,2015,29885,32486,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 428i xDrive Convertible,WBA3V9C51FP798550,BMW,4 Series,2015,39985,24170,Alpine White,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 428i xDrive Convertible,WBA3V9C53FP946651,BMW,4 Series,2015,36985,34237,Imperial Blue Metallic,,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 335i xDrive Sedan,WBA3B9C54FF589706,BMW,3 Series,2015,32395,48696,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2017 BMW 330i xDrive Sedan,WBA8D9G34HNU62519,BMW,3 Series,2017,39695,3462,Mineral White Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2017 BMW 330e iPerformance Sedan,WBA8E1C36HA029912,BMW,3 Series,2017,43885,3999,Black Sapphire Metallic,Black,International Alfa Romeo,,,Rear Wheel Drive
2007 BMW 328xi Sedan,WBAVC935X7K030711,BMW,3 Series,2007,6895,144142,Titanium Silver Metallic,Black,International Alfa Romeo,,Manual,All Wheel Drive
2014 BMW 328i xDrive Sedan,WBA3B3G58ENR81535,BMW,3 Series,2014,23195,43018,Melbourne Red Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2014 BMW 328i xDrive Sedan,WBA3B3C57EF544920,BMW,3 Series,2014,21885,43646,Mineral Gray Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive xDrive Wagon,WBA3G7C54FK297549,BMW,3 Series,2015,30885,26063,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive xDrive Gran Turismo,WBA3X5C53FD561790,BMW,3 Series Gran Turismo,2015,27485,42126,Imperial Blue Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive xDrive Gran Turismo,WBA3X5C51FD560363,BMW,3 Series Gran Turismo,2015,27985,32450,Mineral White Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2011 BMW 328i xDrive 328i Xdrive Sedan,WBAPK7G57BNN86380,BMW,3 Series,2011,10885,102172,Space Gray Metallic,Black,International Alfa Romeo,,Manual,All Wheel Drive
2011 BMW 328i xDrive 328i Xdrive Sports Wagon,WBAUU3C59BA541542,BMW,3 Series,2011,13495,111398,Titanium Silver Metallic,Black,International Alfa Romeo,,Manual,All Wheel Drive
2007 BMW 328i Convertible,WBAWL135X7PX15834,BMW,3 Series,2007,9995,117202,Montego Blue Metallic,CREAM BEIGE,International Alfa Romeo,,Manual,Rear Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3C58FJ984658,BMW,3 Series,2015,22985,37015,Mineral White Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G5XFNR86107,BMW,3 Series,2015,27695,41403,Jet Black,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G5XFNR85359,BMW,3 Series,2015,26985,31916,,,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G55FNT17310,BMW,3 Series,2015,29785,34024,Melbourne Red Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G51FNR89302,BMW,3 Series,2015,23985,33205,Alpine White,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G50FNR86259,BMW,3 Series,2015,24985,42432,,,International Alfa Romeo,,Automatic,All Wheel Drive
2014 BMW 320i xDrive Sedan,WBA3C3C52EF983732,BMW,3 Series,2014,21885,30636,Mineral Gray Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2014 BMW 320i xDrive 320i Xdrive Sedan,WBA3C3C58EP661249,BMW,3 Series,2014,20985,34513,Jet Black,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 320i xDrive Sedan,WBA3C3C54FP663579,BMW,3 Series,2015,19985,48989,Alpine White,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2015 BMW 320i xDrive Sedan,WBA3C3G55FNS74181,BMW,3 Series,2015,23885,26092,Black Sapphire Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive
2017 BMW 320i xDrive Sedan,WBA8E5G34HNU44947,BMW,3 Series,2017,33885,2417,Jet Black,Venetian Beige,International Alfa Romeo,,Automatic,All Wheel Drive
2017 BMW 320i xDrive Sedan,WBA8E5G34HNU44267,BMW,3 Series,2017,34885,6360,Bluemetallic,Black W Upholstery,International Alfa Romeo,,Automatic,All Wheel Drive
2018 BMW 320i xDrive Sedan,WBA8E5G56JNU45668,BMW,3 Series,2018,33985,4639,Black Sapphire Metallic,Black,International Alfa Romeo,,,All Wheel Drive
2018 BMW 320i xDrive Sedan,WBA8E5G58JNU45915,BMW,3 Series,2018,,1938,Silver,,International Alfa Romeo,,,All Wheel Drive
2015 BMW 228i Convertible,WBA1K5C59FV473875,BMW,2 Series,2015,28985,31996,Melbourne Red Metallic,OYSTER,International Alfa Romeo,,Automatic,Rear Wheel Drive
Used 2015 BMW X3 xDrive35i AWD 4dr SAV,5UXWX7C57F0K35119,BMW,X3,2015,22888,76301,Black,Beige,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
Used 2015 BMW X4 xDrive28i AWD 4dr Sports Activity Coupe,5UXXW3C5XF0M87429,BMW,X4,2015,32125,38984,Mineral Silver Metallic,Black,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
Used 2015 BMW X3 xDrive28i AWD 4dr SAV,5UXWX9C57F0D61298,BMW,X3,2015,27983,35790,Blue,Beige,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
Used 2015 BMW X1 xDrive28i AWD 4dr SAV,WBAVL1C59FVY34772,BMW,X1,2015,22989,42038,Silver,Beige,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
Used 2015 BMW 528i xDrive Sedan,WBA5A7C5XFD621196,BMW,5 Series,2015,29800,26154,Pyrite Brown Metallic,Black,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
Used 2015 BMW 435i xDrive Sedan,WBA4B3C52FD669955,BMW,4 Series Gran Coupe,2015,28888,46895,Black,Coral Red,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
Used 2015 BMW 328i xDrive Sedan,WBA3B3G53FNR86613,BMW,3 Series,2015,25083,20694,Black,Black,Lou Bachrodt Automall,(815) 580-4539,Automatic,All Wheel Drive
,WBA3B3C53FJ984177,BMW,3 Series,2015,28900,26500,Gray,Black,Midwest Highline,,Automatic,All Wheel Drive
2012 BMW 3 Series 328i,WBAKE5C59CE756087,BMW,3 Series,2012,,57999,Titanium Silver Metallic,,Dynamic Motors,,Manual,Rear Wheel Drive
2018 BMW 4 Series 430i Xdrive Convertible,WBA4Z3C57JEA31640,BMW,4 Series,2018,37500,24610,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,,
2011 BMW 3 Series 328i Xdrive,WBAPK5C50BA662412,BMW,3 Series,2011,12007,80860,White,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Manual,All Wheel Drive
2010 BMW X5 xDrive30i SAV I6 DOHC 24V Valvetronic,5UXFE4C5XAL379694,BMW,X5,2010,14000,97450,Black Sapphire Metallic,BLACK,"Soerens Ford, Inc.",888-856-6408 888-851-9834,Automatic,All Wheel Drive
PRE-OWNED 2002 BMW 3 SERIES 325CI,WBABS33432PG87732,BMW,3 Series,2002,,0,BLUE,,Schlossmann Dodge City of Milwaukee,888-460-9542,Manual,Rear Wheel Drive
PRE-OWNED 2017 BMW X1 XDRIVE28I,WBXHT3Z39H4A55324,BMW,X1,2017,35740,11208,Black Sapphire Metallic - Black,Mocha Leather,Schlossmann Dodge City of Milwaukee,(888) 460-9542,Automatic,All Wheel Drive
PRE-OWNED 2004 BMW 3 SERIES 325XI,WBAEU33484PM61371,BMW,3 Series,2004,5977,,Silver Grey Metallic - Gray,Black Leather,Schlossmann Dodge City of Milwaukee,(888) 460-9542,Manual,All Wheel Drive
PRE-OWNED 2009 BMW 3 SERIES 328I,WBAWR33509P461130,BMW,3 Series,2009,,104249,BROWN,,Schlossmann Dodge City of Milwaukee,888-460-9542,Manual,Rear Wheel Drive
Used 2008 BMW X5 4.8i,5UXFE83508L168523,BMW,X5,2008,12990,106069,Platinum Bronze Metallic,Black,Lynch Chevrolet Buick GMC,888-680-1527 877-890-0585,Automatic,All Wheel Drive
2011 BMW 328i xDrive 328i Xdrive Sedan,WBAPK5C53BA653865,BMW,3 Series,2011,9995,118433,Jet Black,Tan,Miller Motors,262-763-2466,Manual,All Wheel Drive
2017 BMW X6 xDrive35i,5UXKU2C36H0U29460,BMW,X6,2017,57888,10544,Mineral White Metallic,Ivory White/Black,Ernie von Schledorn Buick GMC Volkswagen,888-231-8988,Automatic,All Wheel Drive
2014 BMW 328 i xDrive,WBA3B3G54ENR83685,BMW,3 Series,2014,20939,40426,Melbourne Red Metallic,Black,Ernie von Schledorn Buick GMC Volkswagen,888-231-8988,Automatic,All Wheel Drive
Used 2007 BMW X3 3.0si AWD,WBXPC93467WF29765,BMW,X3,2007,7850,131668,Gold,Champagne,Main Street Motors,608-339-2022,Manual,All Wheel Drive
1998 BMW Z3 2.8,4USCJ3332WLC14560,BMW,Z3,1998,10995,77249,Blue,Black,Reina International,(262) 781-3336,Manual,Rear Wheel Drive
2009 BMW 5 Series 528i xDrive,WBANV13509C151045,BMW,5 Series,2009,11995,113457,Black Sapphire Metallic,Black Leatherette,Reina International,(262) 781-3336,Manual,All Wheel Drive
2013 BMW X1 xDrive35i,WBAVM5C52DVV90982,BMW,X1,2013,24995,35542,Mineral Grey Metallic,Coral Red,Reina International,(262) 781-3336,Automatic,All Wheel Drive
2013 BMW 5 Series 528i xDrive,WBAXH5C52DD108420,BMW,5 Series,2013,25995,47612,Jet Black,Cinnamon Brown,Reina International,(262) 781-3336,Automatic,All Wheel Drive
2013 BMW X1 xDrive35i,WBAVM5C56DVL63956,BMW,X1,2013,24995,,Jet Black,Coral Red,Reina International,(262) 781-3336,Automatic,All Wheel Drive
2015 BMW M6 Gran Coupe,WBS6C9C53FD467498,BMW,M6 Gran Coupe,2015,68595,12955,Gray,Leather,Doering Leasing Co,414-461-4100,Automated Manual,Rear Wheel Drive
2011 BMW X5 35i,5UXZV4C58BL742086,BMW,X5,2011,16998,85195,Carbon Black Metallic,Black w/Nevada Leather Upholstery,Heiser Chevrolet Cadillac of West Bend,888-417-1323 866-752-7864,Automatic,All Wheel Drive
Used 2017 BMW X3 xDrive28i,5UXWX9C33H0T22741,BMW,X3,2017,34887,12599,Chestnut Bronze Metallic,Black,Russ Darrow Nissan Of West Bend,262-334-3333,Automatic,All Wheel Drive
Used 2015 BMW X1 xDrive28i AWD 4dr SAV,WBAVL1C54FVY34159,BMW,X1,2015,23960,22794,Galaxy Silver,Black Leather,West Side GM,920-361-5100,Automatic,All Wheel Drive
2004 BMW X5 3.0i WAGON,5UXFA135X4LU23529,BMW,X5,2004,6995,137223,Black,,Galena Chrysler,888-678-9662 888-713-6429,Manual,All Wheel Drive
2013 BMW X3 Xdrive28I WAGON,5UXWX9C55D0D05230,BMW,X3,2013,27900,39811,Silver,BLACK/LIGHT GRAYSTONE,Galena Chrysler,888-678-9662 888-713-6429,Automatic,All Wheel Drive
2008 BMW 3 Series,WBAVA37508NL58023,BMW,3 Series,2008,,117781,White,Black,Medina Cars Inc,815-678-0374,Manual,Rear Wheel Drive
2011 BMW 3 Series,WBAPK5C59BF127596,BMW,3 Series,2011,11997,83463,Black,,Lenz Sales & Service,920-922-8818,Manual,All Wheel Drive
2011 BMW M3 RWD Base: 4.0L-NAV-MOON-BENCH-LEATHER-CD PLAYER-RWD,WBSPM9C52BE202934,BMW,M3,2011,30492,64903,White,Black,Lenz Sales & Service,920-922-8818,Manual,Rear Wheel Drive
2013 BMW 3 Series AWD 335i X-DRIVE:,WBA3B9C50DF587531,BMW,3 Series,2013,,125970,Black,,Lenz Sales & Service,920-922-8818,Manual,All Wheel Drive
2015 BMW 3-Series 328i xDrive Sedan SULEV,WBA3B5C5XFP653279,BMW,3 Series,2015,24307,32629,Black,Leather,Selig Auto Sales and Leasing,877-208-7980,Automatic,All Wheel Drive
2015 BMW 5-Series 528i xDrive,WBA5A7C51FD620700,BMW,5 Series,2015,26487,49873,White,Leather,Selig Auto Sales and Leasing,877-208-7980,Automatic,All Wheel Drive
2011 BMW 328 i xDrive,WBAUU3C5XBA542781,BMW,3 Series,2011,14995,83237,Black,,Corner Choice Motors,888-824-1737,Manual,All Wheel Drive
2013 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,WBA3B5C54DF594152,BMW,3 Series,2013,19992,38462,Red,Leather,Selig Auto Sales and Leasing,877-208-7980,Automatic,All Wheel Drive
2013 BMW 535i xDrive Sedan,WBAFU7C58DDU70044,BMW,5 Series,2013,,34560,Blue,,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2018 BMW M3 Sedan,WBS8M9C56J5J78995,BMW,M3,2018,65985,4302,Alpine White,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,,
2018 BMW 320i xDrive Sedan,WBA8E5G57JNU46800,BMW,3 Series,2018,35985,3311,Jet Black,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,,All Wheel Drive
2014 BMW 750Li xDrive Sedan,WBAYF8C57ED652845,BMW,7 Series,2014,39985,55258,Imperial Blue Metallic,Saddle/Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2017 BMW 530i xDrive Sedan,WBAJA7C31HWA70387,BMW,5 Series,2017,54495,4523,Carbon Black Metallic,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,,All Wheel Drive
2011 BMW SAV,C850370A0D0CC7572,,,,19985,47857,Sparkling Bronze,Oyster,INTERNATIONAL AUTOS GROUP,414-543-3000,,
2013 BMW 335i Sedan,WBA3B9C57DF801155,BMW,3 Series,2013,26990,42300,Titanium Silver Metallic,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Manual,All Wheel Drive
2011 BMW 328i Convertible,WBADW3C51BE541666,BMW,3 Series,2011,19967,18251,Platinum Bronze,Cream Beige,INTERNATIONAL AUTOS GROUP,414-543-3000,Manual,Rear Wheel Drive
2012 BMW 5 Series 535i Xdrive Sedan,WBAFU7C5XCDU65104,BMW,5 Series,2012,19945,61472,Alpine White,Venetian Beige,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2004 BMW 5 Series 545i Sedan,WBANB33584B109645,BMW,5 Series,2004,6250,140929,Jet Black,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Manual,Rear Wheel Drive
2013 BMW X5 Xdrive50i SUV,5UXZV8C51D0C16980,BMW,X5,2013,27750,57884,Black Sapphire Metallic,Cinnamon Brown,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2016 BMW M4 Convertible Convertible,WBS3U9C53GP969024,BMW,M4,2016,62950,8687,Black,Amaro Brown,INTERNATIONAL AUTOS GROUP,414-543-3000,Manual,Rear Wheel Drive
2013 BMW M3 Base Coupe,WBSKG9C5XDJ593617,BMW,M3,2013,39950,43008,White,Red,INTERNATIONAL AUTOS GROUP,414-543-3000,Manual,Rear Wheel Drive
2008 BMW 3 Series 335xi Coupe,WBAWC735X8E065631,BMW,3 Series,2008,9350,134921,Jet Black,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Manual,All Wheel Drive
2015 BMW 3 Series 320i Xdrive Sedan,WBA3C3C56FP663843,BMW,3 Series,2015,17995,73086,Jet Black,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2008 BMW 335xi Coupe,WBAWC73508E067078,BMW,3 Series,2008,,179500,,,Audi Milwaukee,888-692-8315,Manual,All Wheel Drive
2014 BMW 550i xDrive Sedan V-8 cyl,WBAKP9C59EDZ35109,BMW,5 Series,2014,30641,60759,Space Gray Metallic,BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive
2015 BMW 328i xDrive xDrive Wagon I-4 cyl,WBA3G7C57FK480587,BMW,3 Series,2015,27259,57074,Black Sapphire Metallic,BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive
2007 BMW 5-Series Sport Wagon 530xiT,WBANN73537CN04958,BMW,5 Series,2007,,113960,SILVER,,Brown Deer Sales,414-365-1455,Manual,All Wheel Drive
2003 BMW X5 3.0i,5UXFA53503LV74921,BMW,X5,2003,,137095,RED,,Brown Deer Sales,414-365-1455,Manual,All Wheel Drive
2004 BMW 3-Series 325i Sedan,WBAAZ33484KP89774,BMW,3 Series,2004,,122042,SILVER,,Brown Deer Sales,414-365-1455,Manual,Rear Wheel Drive
2006 BMW X3,WBXPA93406WG77639,BMW,X3,2006,,,132457,Alpine White,Boucher Kia of Milwaukee,888-210-2734,Manual,All Wheel Drive
2006 BMW X5 3.0i,5UXFA13556LY46652,BMW,X5,2006,6995,154666,SILVER,,Brown Deer Sales,414-365-1455,Manual,All Wheel Drive
2013 BMW X5 M,5YMGY0C59D0C11759,BMW,X5 M,2013,44995,68650,SILVER,Leather,Brown Deer Sales,414-365-1455,Automatic,All Wheel Drive
2006 BMW 5-Series Sport Wagon 530xiT,WBANN73506CN00557,BMW,5 Series,2006,7995,113268,BLUE,Select,Brown Deer Sales,414-365-1455,Manual,All Wheel Drive
2006 BMW 5-Series 530i,WBANE73506CM36715,BMW,5 Series,2006,7500,120050,BLUE,Leather,Brown Deer Sales,414-365-1455,Manual,Rear Wheel Drive
2008 BMW 5-Series 535xi,WBANV93578C130335,BMW,5 Series,2008,8995,123171,BLACK,Select,Brown Deer Sales,414-365-1455,Manual,All Wheel Drive
2004 BMW 3-Series 325xi Sedan,WBAEU33474PR07221,BMW,3 Series,2004,4995,152166,SILVER,,Brown Deer Sales,414-365-1455,Manual,All Wheel Drive
2007 BMW 3-Series 335i,WBAVB73547PA85264,BMW,3 Series,2007,,131023,NAVY BLUE,,Brown Deer Sales,414-365-1455,Manual,Rear Wheel Drive
2008 BMW 3-Series 328xi,WBAVC935X8K041919,BMW,3 Series,2008,6995,149354,GRAY,,Brown Deer Sales,414-365-1455,Manual,All Wheel Drive
2013 BMW 328i,WBA3B5C53DF591887,BMW,3 Series,2013,17748,47522,47522,Alpine White,Boucher Kia of Milwaukee,888-210-2734,Automatic,All Wheel Drive
Used 2014 BMW 328i xDrive Sedan,WBA3B5C56EP543909,BMW,3 Series,2014,17999,56158,Orion Silver Metallic,Black,Griffin Chevrolet,(414) 434-5000,Automatic,All Wheel Drive
2007 BMW 3-Series 328i,WBAVA33547PG39480,BMW,3 Series,2007,7995,80876,Silver,Leatherette,Smart Sales & Leasing,414-425-4500,Manual,Rear Wheel Drive
"1999 BMW Z3 50,000 MILES ,AUTO ,6 CLY Convertible",4USCH9333XLG01974,BMW,Z3,1999,9999,50345,BLUE,Beige,"M & M Motors, Inc.",877-279-2115,Manual,Rear Wheel Drive
2007 BMW 328i Sedan,WBAVA37577NE26657,BMW,3 Series,2007,5995,125307,Deep Green Metallic,Beige,Fleet Auto Sales & Services,,Manual,Rear Wheel Drive
2002 BMW 3-Series Sport Wagon 325xi,WBAEP33482PF00886,BMW,3 Series,2002,4499,150777,,,Car King,,Manual,All Wheel Drive
2004 BMW 3-Series 325xi Sedan,WBAEU33444PR11405,BMW,3 Series,2004,5499,141061,,,Car King,,Manual,All Wheel Drive
2009 BMW X5 3L 6INLINE AWD 6-SPEED AUTOMATIC),5UXFE435X9L260331,BMW,X5,2009,12995,98183,BLUE VELVET,PIANO BLACK,Classic Motorcars,866-541-6288,Automatic,All Wheel Drive
2011 BMW 5-SERIES 3L 6INLINE 2WD AUTOMATIC,WBAFR7C50BC605019,BMW,5 Series,2011,13995,88204,MILANO BEIGE METALLIC,BLACK,Classic Motorcars,866-541-6288,Manual,Rear Wheel Drive
2011 BMW 3-SERIES 328I XDRIVE 3L 6inline AWD 6-speed MANUAL,WBAPK7C55BA816401,BMW,3 Series,2011,11995,70614,ALPINE WHITE,OYSTER/BLACK,Classic Motorcars,866-541-6288,Manual,All Wheel Drive
2011 BMW 3-SERIES 328I XDRIVE 3L 6inline AWD,WBAPK7C54BA969819,BMW,3 Series,2011,11995,83848,BLACK SAPPHIRE METALLIC,OYSTER/BLACK,Classic Motorcars,866-541-6288,Manual,All Wheel Drive
2013 BMW 1 SERIES 128I SULEV 3L 6inline 2WD,WBAUN1C52DVR00811,BMW,1 Series,2013,17995,41120,,,Classic Motorcars,866-541-6288,Manual,Rear Wheel Drive
2002 BMW 325i Sedan,WBAET37452NJ20919,BMW,3 Series,2002,3595,158480,Black,BLACK LEATHER,Benoy Motor Sales,(888) 696-3954,Manual,Rear Wheel Drive
Used 2012 BMW 528i xDrive Sedan,WBAXH5C52CDW02551,BMW,5 Series,2012,17216,64153,Mojave Metallic,Venetian Beige,Reichert Chevrolet Buick of Woodstock,(815) 321-4542,Automatic,All Wheel Drive
2013 BMW 3 SERIES,WBAKF3C55DJ386007,BMW,3 Series,2013,13999,60366,SILVER,GRAY,GA Auto Inc,(847) 603-2353,Manual,All Wheel Drive
2011 BMW Z4 sDrive35i-TWO DOOR CONVERTIBLE-AUTO-RWD-BROWN LEATHER,WBALM7C58BE382752,BMW,Z4,2011,25999,48677,Jet Black,,Holiday Chrysler Dodge Jeep Ram,888-983-8794,Manual,Rear Wheel Drive
2011 BMW Z4 SDRIVE35I-NAV-HEATED SEATS-AUTO-RWD-CONVERTIBLE,WBALM7C5XBE384275,BMW,Z4,2011,27999,18901,Black Sapphire Metallic,,Holiday Chrysler Dodge Jeep Ram,888-983-8794,Manual,Rear Wheel Drive
Used 2017 BMW X3 xDrive35i Sports Activity Vehicle,5UXWX7C51H0S19680,BMW,X3,2017,35498,46640,Black Sapphire Metallic,Black,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive
Used 2015 BMW 320i xDrive Sedan,WBA3C3G50FNS72967,BMW,3 Series,2015,22598,31718,Jet Black,Black,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive
Used 2015 BMW X1 xDrive28i xDrive28i,WBAVL1C50FVY34112,BMW,X1,2015,23699,31275,Black Sapphire Metallic,Black,Van Horn Hyundai Fond Du Lac,,Automatic,All Wheel Drive
Used 2014 BMW X1 xDrive28i xDrive28i,WBAVL1C52EVY15527,BMW,X1,2014,19299,37430,Glacier Silver Metallic,Black,Van Horn Hyundai Fond Du Lac,,Automatic,All Wheel Drive
Used 2010 BMW M3 Base,WBSPM9C52AE202270,BMW,M3,2010,22488,102876,Alpine White,Beige,Van Horn Hyundai Fond Du Lac,,Manual,Rear Wheel Drive
2011 BMW 335is is,WBAKG1C54BE362840,BMW,3 Series,2011,22995,62655,Titanium Silver Metallic,Black w/Dakota Leather Upholstery,Boucher Volkswagen of Franklin,866-301-0104 866-571-8206,Manual,Rear Wheel Drive
2013 BMW 3 Series 328i xDrive,WBA3B5G57DNP40480,BMW,3 Series,2013,17499,43159,Alpine White,Black,Nationwide Auto Sales,414-875-8931,Automatic,All Wheel Drive
2015 BMW 3 Series 328i xDrive,WBA3B5C50FF959493,BMW,3 Series,2015,23944,44840,Alpine White,Venetian Beige,Nationwide Auto Sales,414-875-8931,Automatic,All Wheel Drive
2016 BMW X5 xDrive35i,5UXKR0C58G0S86419,BMW,X5,2016,36546,41785,Alpine White,Black,Nationwide Auto Sales,414-875-8931,Automatic,All Wheel Drive
2007 BMW 3-Series 328xi,WBAVC73597KP33169,BMW,3 Series,2007,6995,106135,Gray,Leather,Salem Autosports,,Manual,All Wheel Drive
2016 BMW 340i xDrive Sedan,WBA8B7G50GNT14409,BMW,3 Series,2016,38900,16862,White,UNSPECIFIED,5 Corners Dodge,262-375-3900,Automatic,All Wheel Drive
2018 BMW 330i xDrive Sedan,WBA8D9G53JNU67833,BMW,3 Series,2018,47510,4842,Mineral Gray,VENETIAN BEIGE,Concours BMW,888-258-1784 888-258-6303,,All Wheel Drive
2017 BMW 330e iPerformance Sedan,WBA8E1C52HK480072,BMW,3 Series,2017,45888,10003,Black Sapphire,BLACK,Concours BMW,888-258-1784 888-258-6303,,
2011 BMW 328i xDrive Sedan,WBAPK7C50BF086853,BMW,3 Series,2011,10555,117399,Space Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Manual,All Wheel Drive
2011 BMW 328i xDrive Sedan,WBAPK7C54BF195882,BMW,3 Series,2011,11500,91753,Alpine White,,Concours BMW,888-258-1784 888-258-6303,Manual,All Wheel Drive
2011 BMW 328i xDrive Coupe,WBAKF3C58BE442589,BMW,3 Series,2011,12000,82290,Jet Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Manual,All Wheel Drive
2015 BMW 328i xDrive xDrive Wagon,WBA3G7C55FK297060,BMW,3 Series,2015,32222,29221,Imperial Blue Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2014 BMW 328i xDrive Sport Wagon,WBA3G7C58EKN36728,BMW,3 Series,2014,27555,37872,Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2015 BMW 328i xDrive xDrive Wagon,WBA3G7C55FK296720,BMW,3 Series,2015,30622,28607,Jet Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3C56FF546014,BMW,3 Series,2015,25958,23349,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G59FNT68521,BMW,3 Series,2015,24306,44611,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3C52FF545622,BMW,3 Series,2015,26929,29919,Mineral Gray Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G55FNR85866,BMW,3 Series,2015,25998,31716,Black Sapphire Metallic,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
