name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB0HA035600,Mercedes-Benz,E-Class,2017,54225,7298,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB6HA238393,Mercedes-Benz,E-Class,2017,52999,4678,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB5HA229121,Mercedes-Benz,E-Class,2017,56892,5044,Selenite Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB7HA213910,Mercedes-Benz,E-Class,2017,55443,4383,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB6HA143509,Mercedes-Benz,E-Class,2017,54499,4420,Polar White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KBXHA203839,Mercedes-Benz,E-Class,2017,55085,4320,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB1HA181326,Mercedes-Benz,E-Class,2017,55695,5656,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB3HA152524,Mercedes-Benz,E-Class,2017,57304,5356,Black,MACCHIATO BEIGE / BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz CLS-Class CLS 63 S AMG Sedan,WDDLJ7GB6FA133638,Mercedes-Benz,CLS-Class,2015,62940,52391,Diamond White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2014 Mercedes-Benz CLS-Class CLS 550 Sedan,WDDLJ9BB2EA118815,Mercedes-Benz,CLS-Class,2014,39993,25992,Diamond White Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz CLS-Class CLS 550 Sedan,WDDLJ9BB5FA154340,Mercedes-Benz,CLS-Class,2015,45986,45759,Iridium Silver,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz CLA-Class CLA 45 AMG Sedan,WDDSJ5CBXFN232123,Mercedes-Benz,CLA-Class,2015,38455,36189,Night Black,BLACK,Umansky Motor Cars,877-650-2166,Automated Manual,All Wheel Drive
2015 Mercedes-Benz GL-Class GL 450 SUV,4JGDF6EE2FA506760,Mercedes-Benz,GL-Class,2015,40942,42415,Lunar Blue Metallic,ALMOND BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz E-Class E 400 Convertible,WDDKK6FF4FF297271,Mercedes-Benz,E-Class,2015,41690,18936,Diamond White,ESPRESSO BROWN/SILK BEIGE,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive
2017 Mercedes-Benz E-Class E 400 Coupe,WDDKJ6HB5HF356327,Mercedes-Benz,E-Class,2017,58999,3189,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 400 Coupe,WDDKJ6HB2HF357175,Mercedes-Benz,E-Class,2017,60699,4203,Obsidian Black Metallic,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2018 Mercedes-Benz E-Class E 400 Wagon,WDDZH6GB7JA372768,Mercedes-Benz,E-Class,2018,77920,1886,,black,Umansky Motor Cars,877-650-2166,Automatic,
2014 Mercedes-Benz E-Class E 350 Coupe,WDDKJ5KB5EF225963,Mercedes-Benz,E-Class,2014,27770,43762,Black,RED/BLACK,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive
2014 Mercedes-Benz E-Class E 350 Sedan,WDDHF8JB5EB032122,Mercedes-Benz,E-Class,2014,28595,26764,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2014 Mercedes-Benz E-Class E 350 Sedan,WDDHF8JB2EA900101,Mercedes-Benz,E-Class,2014,24730,49975,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2014 Mercedes-Benz E-Class E 350 Sedan,WDDHF8JB4EA870499,Mercedes-Benz,E-Class,2014,26980,47842,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB0HA186131,Mercedes-Benz,E-Class,2017,52559,5916,Polar White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB0HA128696,Mercedes-Benz,E-Class,2017,55876,5287,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB3HA135206,Mercedes-Benz,E-Class,2017,55499,4163,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 Sedan,WDDZF4KB5HA222458,Mercedes-Benz,E-Class,2017,55553,5353,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz CLA-Class CLA 250 Sedan,WDDSJ4GB2FN199137,Mercedes-Benz,CLA-Class,2015,24672,21970,Black,BLACK,Umansky Motor Cars,877-650-2166,Automated Manual,All Wheel Drive
2015 Mercedes-Benz CLA-Class CLA 250 Sedan,WDDSJ4EB7FN171353,Mercedes-Benz,CLA-Class,2015,24397,26840,Cirrus White,,Umansky Motor Cars,877-650-2166,Automated Manual,Front Wheel Drive
2017 Mercedes-Benz CLA-Class CLA 250 Sedan,WDDSJ4GBXHN494408,Mercedes-Benz,CLA-Class,2017,35210,3020,Lunar Blue Metallic,SAHARA BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz CLA-Class CLA 250 Sedan,WDDSJ4GB0HN438493,Mercedes-Benz,CLA-Class,2017,42179,2208,Gray Metallic,BLACK/GREEN,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2018 Mercedes-Benz CLA-Class CLA 250 Sedan,WDDSJ4GB3JN528291,Mercedes-Benz,CLA-Class,2018,40770,6086,Lunar Blue Metallic,SAHARA BEIGE,Umansky Motor Cars,877-650-2166,,
2015 Mercedes-Benz C-Class C 350 Coupe,WDDGJ8JB3FG369502,Mercedes-Benz,C-Class,2015,29989,25415,Mars Red,SPORT BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2014 Mercedes-Benz C-Class C 300 Sedan,WDDGF8AB7EA892668,Mercedes-Benz,C-Class,2014,20978,34425,Steel Gray Metallic,,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB5FU022325,Mercedes-Benz,C-Class,2015,26902,29587,Lunar,SILK BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB4FU004060,Mercedes-Benz,C-Class,2015,26898,21811,Polar White,BEIGE/BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB4FU021022,Mercedes-Benz,C-Class,2015,28921,20445,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB8FU047719,Mercedes-Benz,C-Class,2015,26870,24981,Palladium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB7FU026232,Mercedes-Benz,C-Class,2015,26944,20578,Polar White,SILK BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB9FU008900,Mercedes-Benz,C-Class,2015,25298,29556,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB5FU007551,Mercedes-Benz,C-Class,2015,26130,40234,Palladium Silver,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB2HU218435,Mercedes-Benz,C-Class,2017,46755,18,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB2HU215177,Mercedes-Benz,C-Class,2017,39599,5337,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz M-Class ML 350 SUV,4JGDA5HB3FA529524,Mercedes-Benz,M-Class,2015,33737,30549,Polar White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz GLS-Class GLS 450 SUV,4JGDF6EEXHA949712,Mercedes-Benz,GLS-Class,2017,72549,6072,Black,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz GLS-Class GLS 450 SUV,4JGDF6EE7HA907580,Mercedes-Benz,GLS-Class,2017,71599,7772,Lunar,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz GLS-Class GLS 450 SUV,4JGDF6EE5HA758473,Mercedes-Benz,GLS-Class,2017,70990,19206,Palladium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz GLS-Class GLS 450 SUV,4JGDF6EE6HA977703,Mercedes-Benz,GLS-Class,2017,71896,5015,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz GLS-Class GLS 450 SUV,4JGDF6EE4HA970698,Mercedes-Benz,GLS-Class,2017,73945,5167,Polar White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2014 Mercedes-Benz GLK GLK 350 SUV,WDCGG8JB3EG179037,Mercedes-Benz,GLK-Class,2014,24950,52775,Polar White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz GLK GLK 350 SUV,WDCGG8JB5FG388071,Mercedes-Benz,GLK-Class,2015,27908,39545,White,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2015 Mercedes-Benz GLK GLK 350 SUV,WDCGG8JB5FG353644,Mercedes-Benz,GLK-Class,2015,26997,32677,Polar White,SAHARA BEIGE/MOCHA,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2016 Mercedes-Benz GLE-Class GLE 450 SUV,4JGED6EB8GA044433,Mercedes-Benz,GLE-Class Coupe,2016,58863,17181,Lunar Blue Metallic,CRYSTAL GRAY/BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz GLE-Class GLE 350 SUV,4JGDA5HB1HA852408,Mercedes-Benz,GLE-Class,2017,50944,9723,Selenite Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz GLE-Class GLE 350 SUV,4JGDA5HB0HA929009,Mercedes-Benz,GLE-Class,2017,48705,9667,Designo Cardinal Red Metallic,GINGER BEIGE/ESPRESSO BROWN,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2018 Mercedes-Benz GLE-Class GLE 350 SUV,4JGDA5HB3JB058316,Mercedes-Benz,GLE-Class,2018,78060,7825,Iridium Silver Metallic,BROWN,Umansky Motor Cars,877-650-2166,Automatic,
2018 Mercedes-Benz GLE-Class GLE 350 SUV,4JGDA5HB3JB025526,Mercedes-Benz,GLE-Class,2018,65890,5015,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,
2014 Mercedes-Benz GL-Class GL 450 SUV,4JGDF7CE9EA374877,Mercedes-Benz,GL-Class,2014,39966,39313,Steel Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KBXHU220160,Mercedes-Benz,C-Class,2017,39240,4247,White,SILK BEIGE/BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB5HU231261,Mercedes-Benz,C-Class,2017,42762,5041,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB6HU215733,Mercedes-Benz,C-Class,2017,39651,6820,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB7HU189661,Mercedes-Benz,C-Class,2017,42084,5950,Gray Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB7HU215966,Mercedes-Benz,C-Class,2017,33989,10130,Designo Cardinal Red Metallic,SILK BEIGE/BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB6HU189571,Mercedes-Benz,C-Class,2017,37736,6422,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB0HU215453,Mercedes-Benz,C-Class,2017,44389,3998,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
2017 Mercedes-Benz C-Class C 300 Sedan,55SWF4KB9HU217587,Mercedes-Benz,C-Class,2017,43454,3138,Cardinal Red Metallic,BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive
1981 Mercedes-Benz 300-Class 380 SL Convertible,WDBBA45AXBB008868,Mercedes-Benz,380,1981,13995,56771,Silver,BLACK,Diamond Jim's Motorcars,888-261-9579,,
2013 Mercedes-Benz M-Class ML 350 4MATIC SUV,4JGDA5HB8DA119833,Mercedes-Benz,M-Class,2013,20995,98834,Dakota Brown,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive
2013 Mercedes-Benz S-Class S 550 Sedan,WDDNG9EB0DA528675,Mercedes-Benz,S-Class,2013,35897,54541,,,Van Horn Latino,(855) 416-3161,Automatic,All Wheel Drive
2014 Mercedes-Benz CLS-Class CLS 550 Sedan,WDDLJ9BB2EA100847,Mercedes-Benz,CLS-Class,2014,36000,35581,White,,Van Horn Latino,(855) 416-3161,Automatic,All Wheel Drive
2011 Mercedes-Benz C-Class C 300 Sedan,WDDGF8BBXBR148378,Mercedes-Benz,C-Class,2011,12890,83794,,,Gary Lang Auto Group,877-289-1712 866-415-5651,Automatic,All Wheel Drive
2014 Mercedes-Benz GLK-Class GLK 250 BlueTEC AWD,WDCGG0EB0EG239366,Mercedes-Benz,GLK-Class,2014,23525,67764,Blue,,Buss Ford Lincoln,888-660-4137 888-813-5078,Automatic,All Wheel Drive
2009 Mercedes-Benz E-Class AWD,WDBUF87X89B363132,Mercedes-Benz,E-Class,2009,8990,158780,White,,Buss Ford Lincoln,888-660-4137 888-813-5078,Automatic,All Wheel Drive
2005 Mercedes-Benz 4dr Sedan AMG,WDBNG74J55A447369,Mercedes-Benz,S-Class,2005,9495,126750,Brilliant Silver Metallic,Charcoal/Graphite,Route 31 Auto Sales,(815) 759-2277,Automatic,Rear Wheel Drive
Used 2004 Mercedes-Benz E-Class 4dr Wgn 3.2L 4MATIC,WDBUH82J04X117913,Mercedes-Benz,E-Class,2004,6000,148362,Brown,Black,Rich's Car Corner,563-556-4161,Automatic,All Wheel Drive
2007 Mercedes-Benz SLK SLK280 2dr Roadster 3.0L Convertible,WDBWK54F17F157235,Mercedes-Benz,SLK-Class,2007,13995,78033,Iridium Silver Metallic,Black,Autosource Motors Inc.,888-784-8893,Manual,Rear Wheel Drive
2013 Mercedes-Benz GLK 4MATIC 4dr GLK 350 SUV,WDCGG8JB4DG098515,Mercedes-Benz,GLK-Class,2013,18588,72291,Polar White,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive
2012 Mercedes-Benz E-Class E350 BlueTEC Sedan,WDDHF2EB6CA538357,Mercedes-Benz,E-Class,2012,,56822,Black,Almond/Mocha,Autosource Motors Inc.,888-784-8893,Automatic,Rear Wheel Drive
2012 Mercedes-Benz C-Class 4dr Sedan C 250 Sport RWD,WDDGF4HB9CA630839,Mercedes-Benz,C-Class,2012,13588,60014,Black,Black,Autosource Motors Inc.,888-784-8893,Automatic,Rear Wheel Drive
2014 Mercedes-Benz C-Class 4dr Sedan C 250 Sport RWD,WDDGF4HBXEG229543,Mercedes-Benz,C-Class,2014,16998,38024,Diamond White Metallic,Almond/Beige,Autosource Motors Inc.,888-784-8893,Automatic,Rear Wheel Drive
2011 Mercedes-Benz GL-Class GL450 4MATIC,4JGBF7BE6BA676048,Mercedes-Benz,GL-Class,2011,17850,114574,,,4 Wheels of Fox Lake,877-841-5611,Automatic,All Wheel Drive
1998 Mercedes-Benz M-Class ML320,4JGAB54E8WA008282,Mercedes-Benz,M-Class,1998,2950,211647,,,4 Wheels of Fox Lake,877-841-5611,Automatic,All Wheel Drive
2015 Mercedes-Benz CLA CLA 45 AMG,WDDSJ5CBXFN220747,Mercedes-Benz,CLA-Class,2015,36998,33641,Exterior,,"Ray Chevrolet, Inc.",501-843-3592,Automated Manual,All Wheel Drive
Used 2015 Mercedes-Benz C-Class,55SWF4KB8FU000870,Mercedes-Benz,C-Class,2015,27500,30577,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2012 Mercedes-Benz C-Class,WDDGF8BB0CR205964,Mercedes-Benz,C-Class,2012,13500,90174,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Pre-Owned 2013 Mercedes-Benz C 300 C300,WDDGF8AB8DG085085,Mercedes-Benz,C-Class,2013,14430,88555,Diamond Silver Metallic,Black,Honda of Kenosha,888-345-6878 888-275-0930,Automatic,All Wheel Drive
"1987 MERCEDES 560SL CV - Very Low Miles, Hard/Soft Top",WDBBA48D4HA066575,Mercedes-Benz,560,1987,19884,86587,Red,,Richardson Motors,(888) 480-1482,,
Pre-Owned 2011 Mercedes-Benz GL-Class GL 450,4JGBF7BE8BA633346,Mercedes-Benz,GL-Class,2011,19900,96378,White,Cashmere,Pauly Toyota/Scion,877-654-8261 888-221-2806,Automatic,All Wheel Drive
Used 2013 Mercedes-Benz C-Class C 250 Coupe,WDDGJ4HB9DF968034,Mercedes-Benz,C-Class,2013,16732,61294,White,,Courtesy Buick/Gmc New,(815) 477-8600,Automatic,Rear Wheel Drive
Used 2013 Mercedes-Benz C-Class C 300 4MATIC Sport Sedan,WDDGF8AB5DA830944,Mercedes-Benz,C-Class,2013,17525,61161,Silver,,Courtesy Buick/Gmc New,(815) 477-8600,Automatic,All Wheel Drive
2011 Mercedes-Benz E-Class E 350 4MATIC Sedan,WDDHF8HB5BA442037,Mercedes-Benz,E-Class,2011,17900,79898,,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 Mercedes-Benz S-Class S 550 4MATIC Sedan,WDDUG8FBXGA266169,Mercedes-Benz,S-Class,2016,71863,9323,Designo Diamond White Metallic,SILK BEIGE/ESPRESSO BROWN,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 Mercedes-Benz GL-Class GL 450 4MATIC SUV,4JGDF6EE7GA701545,Mercedes-Benz,GL-Class,2016,44500,28530,Polar White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2013 Mercedes-Benz E-Class E 350 4MATIC Sedan,WDDHF8JB1DA718078,Mercedes-Benz,E-Class,2013,20750,42201,Iridium Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2013 Mercedes-Benz GL-Class GL 450 4MATIC SUV,4JGDF7CE9DA222273,Mercedes-Benz,GL-Class,2013,30000,59571,Arctic White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2008 Mercedes-Benz S-Class Base Sedan,WDDNG71X78A157915,Mercedes-Benz,S-Class,2008,24800,48171,Black,,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive
2015 Mercedes-Benz E-Class E 350 4MATIC Sedan,WDDHF8JB2FB121499,Mercedes-Benz,E-Class,2015,25500,58503,Iridium Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 Mercedes-Benz E-Class E 350 4MATIC Sedan,WDDHF8JB5EA970174,Mercedes-Benz,E-Class,2014,25981,44351,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 Mercedes-Benz E-Class E 300 4MATIC Sedan,WDDZF4KB1HA141439,Mercedes-Benz,E-Class,2017,,11672,,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 Mercedes-Benz CLA CLA 45 AMG AWD CLA 45 AMG 4MATIC Sedan,WDDSJ5CB3FN183217,Mercedes-Benz,CLA-Class,2015,35391,26351,Night Black,,Zeigler Nissan Gurnee,847-265-1122,Automated Manual,All Wheel Drive
2017 Mercedes-Benz CLA CLA 250 4matic AWD CLA 250 4MATIC Sedan,WDDSJ4GB4HN409613,Mercedes-Benz,CLA-Class,2017,,17677,Night Black,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 Mercedes-Benz GL-Class GL 450 4MATIC SUV,4JGDF7CE8EA332183,Mercedes-Benz,GL-Class,2014,35995,64083,Chrome,ALUMINUM,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2010 Mercedes-Benz E-Class E63 AMG Sedan,WDDHF7HB0AA163863,Mercedes-Benz,E-Class,2010,27800,63128,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive
2004 Mercedes-Benz SL-Class Base Convertible,WDBSK74F24F068988,Mercedes-Benz,SL-Class,2004,18995,50600,Brilliant Silver Metallic,STONE,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive
2012 Mercedes-Benz S-Class S 550 4matic AWD S 550 4MATIC Sedan,WDDNG9EB4CA451601,Mercedes-Benz,S-Class,2012,21391,95289,Black,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2000 Mercedes-Benz S-Class Base Sedan,WDBNG75J8YA088313,Mercedes-Benz,S-Class,2000,3795,167367,Black,,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive
2007 Mercedes-Benz S-Class Base Sedan,WDDNG71X47A059939,Mercedes-Benz,S-Class,2007,17000,86637,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive
2013 Mercedes-Benz GLK-Class GLK 350 4MATIC SUV,WDCGG8JB2DG079199,Mercedes-Benz,GLK-Class,2013,18500,72187,Polar White,ALMOND/MOCHA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 Mercedes-Benz GLK 250 BlueTEC 4MATIC SUV,WDCGG0EB6EG328410,Mercedes-Benz,GLK-Class,2014,26500,35306,Steel Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 Mercedes-Benz GLE 350 4MATIC SUV,4JGDA5HB7HA855992,Mercedes-Benz,GLE-Class,2017,44800,14425,Chrome,GINGER BEIGE/ESPRESSO BROWN,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 Mercedes-Benz GLA 250 SUV,WDCTG4EB4GJ226454,Mercedes-Benz,GLA-Class,2016,18997,78541,Mountain Gray,ASH,Zeigler Nissan Gurnee,847-265-1122,Automated Manual,Front Wheel Drive
2007 Mercedes-Benz E-Class E350 4MATIC,WDBUF87X67B125664,Mercedes-Benz,E-Class,2007,6995,172529,Gold,,Mr. J's Motors inc.,(847) 395-5516,Automatic,All Wheel Drive
1995 Mercedes-Benz SL-Class 500,WDBFA67E5SF110813,Mercedes-Benz,SL-Class,1995,6995,87086,Black,,Mr. J's Motors inc.,(847) 395-5516,Automatic,Rear Wheel Drive
2014 Mercedes-Benz E-Class E 350 Sport 4matic,WDDHF8JB0EB067649,Mercedes-Benz,E-Class,2014,27991,30021,Steel Grey Metallic,,Anastos Motors,262-657-6020,Automatic,All Wheel Drive
2014 Mercedes-Benz C-Class C 300 Sport 4matic,WDDGF8AB6ER304759,Mercedes-Benz,C-Class,2014,19991,45194,Steel Grey Metallic,,Anastos Motors,262-657-6020,Automatic,All Wheel Drive
2010 Mercedes-Benz M-Class ML 350 4matic,4JGBB8GB7AA573591,Mercedes-Benz,M-Class,2010,11991,137325,Iridium Silver Metallic,,Anastos Motors,262-657-6020,Automatic,All Wheel Drive
2015 Mercedes Benz C-CLASS C300 4MATIC,55SWF4KB6FU061229,Mercedes-Benz,C-Class,2015,26750,8200,WHITE,,Boutique Motors Inc,(224) 249-3776,Automatic,All Wheel Drive
2006 Mercedes Benz E-CLASS E350 4MATIC,WDBUF87JX6X206969,Mercedes-Benz,E-Class,2006,,66728,BLACK,,Boutique Motors Inc,224-249-3776,Automatic,All Wheel Drive
2012 Mercedes-Benz Sprinter-Class High Roof,WD3PF4CCXC5646805,Mercedes-Benz,Sprinter,2012,24380,101446,,,Frank Boucher Imports,888-238-5743 888-414-4987,,
Pre-Owned 2014 Mercedes-Benz CLA250 CLA 250 AWD,WDDSJ4GBXEN160150,Mercedes-Benz,CLA-Class,2014,21938,35005,Gray,Black,Frank Boucher Kia,262-886-2886,Automated Manual,All Wheel Drive
2011 Mercedes-Benz E-Class E 350 Luxury,WDDHF8HB4BA301072,Mercedes-Benz,E-Class,2011,17991,42541,,,Sleepy Hollow Chevrolet Buick GMC Inc,877-647-7239,Automatic,All Wheel Drive
Used 2014 Mercedes-Benz E-Class E 350,WDDKK5KF8EF226928,Mercedes-Benz,E-Class,2014,30908,42001,N/A,N/A,Dekalb Sycamore Chevrolet Cadillac GMC,888-776-7860 888-476-5859,Automatic,Rear Wheel Drive
2014 Mercedes-Benz E 350 E 350 Sport 4matic Sedan,WDDHF8JB1EA814195,Mercedes-Benz,E-Class,2014,29004,24556,Steel Gray Metallic,GRAY BLACK W LEATHER UPHOLSTERY,Brian Bemis Auto World Inc,815-895-8105,Automatic,All Wheel Drive
2015 Mercedes-Benz GLK 350 GLK 350 4matic SUV,WDCGG8JB5FG338402,Mercedes-Benz,GLK-Class,2015,25868,45951,Polar White,,Brian Bemis Auto World Inc,815-895-8105,Automatic,All Wheel Drive
2012 Mercedes-Benz GL 450 SUV,4JGBF7BE3CA761611,Mercedes-Benz,GL-Class,2012,21848,70549,,Almond Beige w Leather Upholstery,Brian Bemis Auto World Inc,815-895-8105,Automatic,All Wheel Drive
2015 Mercedes-Benz GLA 250 GLA 250 4matic SUV,WDCTG4GB0FJ031267,Mercedes-Benz,GLA-Class,2015,25404,37541,Mountain Gray Metallic,GRAY DARK GRAY W LEATHER UPHOLSTERY,Brian Bemis Auto World Inc,815-895-8105,Automated Manual,All Wheel Drive
