name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain
2017 LEXUS RX 350,2T2BZMCA2HC085978,Lexus,RX 350,2017,51907,11051,Nebula,RED,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2008 LEXUS RX 350,2T2HK31U58C063673,Lexus,RX 350,2008,11200,128425,Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2009 LEXUS RX 350,2T2HK31U69C096599,Lexus,RX 350,2009,9809,152810,Tan,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2009 LEXUS RX 350,2T2HK31U19C121425,Lexus,RX 350,2009,19907,36653,Bamboo,IVORY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2010 LEXUS RX 350,2T2BK1BA0AC051340,Lexus,RX 350,2010,19007,63255,Gray,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2011 LEXUS RX 350,2T2BK1BAXBC099803,Lexus,RX 350,2011,21017,63313,Cerulean Blue Metallic,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2012 LEXUS RX 350,2T2BK1BA9CC148071,Lexus,RX 350,2012,24707,48496,Nebula Gray Pearl,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2013 LEXUS RX 350,2T2BK1BA8DC189924,Lexus,RX 350,2013,27507,52098,Maroon,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2013 LEXUS RX 350,2T2BK1BA3DC167037,Lexus,RX 350,2013,22000,93306,Gray,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2013 LEXUS RX 350,2T2BK1BA0DC179954,Lexus,RX 350,2013,21500,82673,Silver,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2013 LEXUS RX 350,2T2BK1BA4DC156547,Lexus,RX 350,2013,21507,97546,Nebula Gray Pearl,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA8FC338917,Lexus,RX 350,2015,30000,35106,Silver,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,JTJBK1BA5F2473093,Lexus,RX 350,2015,34609,18460,Starfire Pearl,SADDLE TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA4FC290414,Lexus,RX 350,2015,31500,34736,Red,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA3FC306019,Lexus,RX 350,2015,30500,44320,Gray,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA1FC306455,Lexus,RX 350,2015,32607,32800,Black,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA1FC292024,Lexus,RX 350,2015,28000,58962,Gray,LIGHT GRAY,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA8FC330901,Lexus,RX 350,2015,35000,12092,White,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,JTJBK1BA1F2475634,Lexus,RX 350,2015,31500,36275,Black,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA3FC293952,Lexus,RX 350,2015,31500,28714,Black,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS RX 350,2T2BK1BA8FC305495,Lexus,RX 350,2015,32000,21605,Gray,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2016 LEXUS RX 350,JTJBZMCA6G2002132,Lexus,RX 350,2016,43007,23725,White,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2017 LEXUS RX 350,2T2BZMCA2HC117862,Lexus,RX 350,2017,50907,5866,Red,PARCHMENT,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2017 LEXUS RX 350,2T2BZMCA6HC064180,Lexus,RX 350,2017,46000,12130,Gray Pearl,NOBLE BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2016 LEXUS RC 300,JTHSM5BC2G5002328,Lexus,RC 300,2016,37000,11513,Red,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS NX 200t,JTJBARBZ4F2032529,Lexus,NX 200t,2015,30000,43599,Atomic Silver,BLACK,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS NX 200t,JTJYARBZ7F2000992,Lexus,NX 200t,2015,27509,30268,Atomic Silver,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,Front Wheel Drive
2015 LEXUS NX 200t,JTJBARBZ7F2007687,Lexus,NX 200t,2015,32500,33096,Black,LIGHT TAN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2015 LEXUS NX 200t,JTJBARBZ0F2034892,Lexus,NX 200t,2015,33507,28971,Meteor,FLAXEN SYN LTH,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
2016 LEXUS NX 200t,JTJBARBZ5G2049163,Lexus,NX 200t,2016,34500,26401,Black,BROWN,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,Automatic,All Wheel Drive
PRE-OWNED 2002 LEXUS RX 300,JTJHF10U020259386,Lexus,RX 300,2002,6900,,Millennium Silver Metallic - Gray,Ivory Leather,Schlossmann Dodge City of Milwaukee,(888) 460-9542,Automatic,All Wheel Drive
PRE-OWNED 2013 LEXUS IS 250,JTHCF5C28D5060878,Lexus,IS 250,2013,18900,59220,BROWN,,Schlossmann Dodge City of Milwaukee,(888) 460-9542,Automatic,All Wheel Drive
2007 Lexus RX 350 Base,2T2HK31U17C021337,Lexus,RX 350,2007,10688,126931,Breakwater Blue Metallic,Ivory,Ernie von Schledorn Buick GMC Volkswagen,888-231-8988,Automatic,All Wheel Drive
2004 Lexus RX 330,2T2HA31U04C039858,Lexus,RX 330,2004,6995,205035,Millennium SIlver Metallic,Light Gray,Reina International,(262) 781-3336,Automatic,All Wheel Drive
2005 Lexus ES 330,JTHBA30G155125022,Lexus,ES 330,2005,6995,160215,Classic Silver Metallic,Ash,Reina International,(262) 781-3336,Automatic,Front Wheel Drive
2012 Lexus ES 350,JTHBK1EG9C2512006,Lexus,ES 350,2012,16995,75558,Obsidian,Parchment,Reina International,(262) 781-3336,Automatic,Front Wheel Drive
2013 Lexus GX 460,JTJBM7FX0D5055449,Lexus,GX 460,2013,29995,75330,Claret Mica,Sepia,Reina International,(262) 781-3336,Automatic,4-Wheel Drive
2013 LEXUS RX 350 350 SUV Front-wheel Drive,2T2ZK1BA4DC099166,Lexus,RX 350,2013,,28163,Starfire Pearl,,Jack Safro Toyota,414-691-0603,Automatic,Front Wheel Drive
2013 LEXUS IS 250C 250 C Convertible Rear-wheel Drive,JTHFF2C22D2529024,Lexus,IS 250 C,2013,24000,40116,Obsidian,BLACK,Jack Safro Toyota,414-691-0603,Automatic,Rear Wheel Drive
2013 LEXUS CT 200h 200h Hatchback Front-wheel Drive,JTHKD5BH8D2131912,Lexus,CT 200h,2013,15250,33227,Silver Lining Metallic,BLACK,Jack Safro Toyota,414-691-0603,Automatic,Front Wheel Drive
2017 LEXUS RX 450h 450h SUV All-wheel Drive,2T2BGMCA9HC014444,Lexus,RX 450h,2017,53000,8825,Satin Cashmere,PARCHMENT,Jack Safro Toyota,414-691-0603,Automatic,All Wheel Drive
2013 LEXUS RX 450h 450h SUV All-wheel Drive,JTJBC1BA7D2052597,Lexus,RX 450h,2013,28000,59450,Nebula Gray Pearl,PARCHMENT,Jack Safro Toyota,414-691-0603,Automatic,All Wheel Drive
2015 LEXUS RX 350 350 SUV All-wheel Drive,JTJBK1BA2F2480776,Lexus,RX 350,2015,31000,36562,Stargazer Black,SADDLE TAN,Jack Safro Toyota,414-691-0603,Automatic,All Wheel Drive
Used 2011 Lexus GX 460 4WD 4dr,JTJBM7FX9B5026996,Lexus,GX 460,2011,27990,46831,Tungsten Pearl,Black,Crest Cadillac,888-261-6579,Automatic,4-Wheel Drive
2007 Lexus RX 350,2T2HK31U07C010961,Lexus,RX 350,2007,13995,75632,Blue,,Heiser Chevrolet Cadillac of West Bend,888-417-1323 866-752-7864,Automatic,All Wheel Drive
2015 Lexus RX 350,2T2BK1BA2FC257329,Lexus,RX 350,2015,28598,34405,Obsidian,Black w/Leather Seat Trim or Semi-Aniline Leather,Heiser Chevrolet Cadillac of West Bend,888-417-1323 866-752-7864,Automatic,All Wheel Drive
2014 LEXUS CT 200h Hatchback I-4 cyl,JTHKD5BH1E2176028,Lexus,CT 200h,2014,16495,58930,Silver Lining Metallic,FLAXEN W LEATHER-TRIMMED SEATS,Gordie Boucher of West Bend,888-608-4057,Automatic,Front Wheel Drive
2013 Lexus RX 350 AWD,2T2BK1BA9DC157452,Lexus,RX 350,2013,25995,44172,Pearl White,Leather,Lancaster Motors Inc.,608-723-2650,Automatic,All Wheel Drive
2014 Lexus IS 250 AWD F-Sport,JTHCF1D29E5007776,Lexus,IS 250,2014,23995,57528,Silver,Leather,Lancaster Motors Inc.,608-723-2650,Automatic,All Wheel Drive
2011 Lexus GX 460 4WD:,JTJBM7FX8B5024298,Lexus,GX 460,2011,22692,86704,Black,Ecru,Lenz Sales & Service,920-922-8818,Automatic,4-Wheel Drive
2004 Lexus RX 330,JTJHA31UX40052614,Lexus,RX 330,2004,8995,81771,Silver,,Corner Choice Motors,888-824-1737,Automatic,All Wheel Drive
2013 LEXUS RX 350 SUV,2T2BK1BA2DC158202,Lexus,RX 350,2013,,90241,Satin Cashmere,,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2010 LEXUS RX 350 Base SUV,2T2BK1BA6AC023736,Lexus,RX 350,2010,18490,68754,Silver,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2014 LEXUS RX 350 SUV,2T2BK1BA4EC251028,Lexus,RX 350,2014,27495,39192,Blue,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2013 LEXUS LS 460 Base Sedan,JTHCL5EF2D5016531,Lexus,LS 460,2013,36667,50851,Starfire Pearl,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2014 LEXUS IS 350 Sedan,JTHCE1D29E5002452,Lexus,IS 350,2014,27995,44939,Blue,Alabaster,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2011 LEXUS GX 460 Premium SUV,JTJJM7FX2B5029251,Lexus,GX 460,2011,21987,98736,Black Onyx,Sepia,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,4-Wheel Drive
2007 LEXUS GS 350 Sedan,JTHCE96S070007499,Lexus,GS 350,2007,11950,105332,Obsidian,Black,INTERNATIONAL AUTOS GROUP,414-543-3000,Automatic,All Wheel Drive
2014 LEXUS GS 350 Sedan V-6 cyl,JTHCE1BLXE5026724,Lexus,GS 350,2014,28597,34416,Starfire Pearl,BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive
2015 LEXUS NX 200t SUV I-4 cyl,JTJBARBZ5F2030000,Lexus,NX 200t,2015,29111,23832,Atomic Silver,CREME,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive
2002 LEXUS ES 300 Base Sedan V-6 cyl,JTHBF30G020052610,Lexus,ES 300,2002,4500,237953,Black Garnet Pearl,IVORY,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,Front Wheel Drive
2015 LEXUS GS 350 F Sport Sedan V-6 cyl,JTHCE1BL5FA001254,Lexus,GS 350,2015,28522,58026,Liquid Platinum,F-SPORT BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive
2015 LEXUS RC 350 Coupe V-6 cyl,JTHSE5BC9F5003052,Lexus,RC 350,2015,32987,45568,Obsidian,F-SPORT BLACK,Gordie Boucher Lincoln West Allis,888-450-6819,Automatic,All Wheel Drive
2007 Lexus ES 350,JTHBJ46G772103818,Lexus,ES 350,2007,,,153424,Smoky Granite Mica,Boucher Kia of Milwaukee,888-210-2734,Automatic,Front Wheel Drive
2017 Lexus ES 350,58ABK1GGXHU057861,Lexus,ES 350,2017,39995,4431,4428,Nightfall Mica,Boucher Kia of Milwaukee,888-210-2734,Automatic,Front Wheel Drive
2010 Lexus RX 350,2T2BK1BA0AC007841,Lexus,RX 350,2010,19593,57302,57302,Tungsten Pearl,Boucher Kia of Milwaukee,888-210-2734,Automatic,All Wheel Drive
2005 Lexus SC 430 Convertible,JTHFN48Y250070277,Lexus,SC 430,2005,15995,63465,SILVER,,Brown Deer Sales,414-365-1455,Automatic,Rear Wheel Drive
2010 Lexus LS 460 Luxury Sedan AWD,JTHCL5EF9A5006820,Lexus,LS 460,2010,15995,132014,GRAY,,Brown Deer Sales,414-365-1455,Automatic,All Wheel Drive
2005 Lexus LS 430 Sedan,JTHBN36F250181244,Lexus,LS 430,2005,7995,120017,BLACK,Leather,Brown Deer Sales,414-365-1455,Automatic,Rear Wheel Drive
2007 Lexus ES 350 Sedan,JTHBJ46G572153830,Lexus,ES 350,2007,7500,134142,SILVER,Select,Brown Deer Sales,414-365-1455,Automatic,Front Wheel Drive
Used 2013 Lexus RX 350 AWD 4dr,2T2BK1BA8DC183394,Lexus,RX 350,2013,26568,34681,Starfire Pearl,Parchment,Griffin Chevrolet,(414) 434-5000,Automatic,All Wheel Drive
2006 Lexus RX 400h AWD,JTJHW31U460038163,Lexus,RX 400h,2006,10990,99572,Black,,Smart Sales & Leasing,414-425-4500,Automatic,All Wheel Drive
2008 Lexus RX 350 AWD,2T2HK31U58C061339,Lexus,RX 350,2008,14795,84519,Black,Leather,Smart Sales & Leasing,414-425-4500,Automatic,All Wheel Drive
2006 Lexus GX 470 Sport Utility,JTJBT20X760102541,Lexus,GX 470,2006,12895,114512,Pearl White,Select,Smart Sales & Leasing,414-425-4500,Automatic,4-Wheel Drive
2007 Lexus GX 470 Sport Utility,JTJBT20X570134051,Lexus,GX 470,2007,13995,134804,Black,,Smart Sales & Leasing,414-425-4500,Automatic,4-Wheel Drive
2005 Lexus RX 330 4dr SUV AWD,2T2HA31UX5C046043,Lexus,RX 330,2005,,89958,Millennium Silver Metallic,Black,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive
2009 Lexus RX 350 RX350 LOW MILES.,2T2HK31U99C120183,Lexus,RX 350,2009,,61005,Obsidian,Black,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive
"2007 Lexus ES 350 73,000 MILES Sedan",JTHBJ46G272026565,Lexus,ES 350,2007,,73056,Smoky Granite Mica,Black,"M & M Motors, Inc.",877-279-2115,Automatic,Front Wheel Drive
2004 Lexus RX 330 4dr SUV AWD,JTJHA31U940022911,Lexus,RX 330,2004,,136634,BLACK,BLACK,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive
2003 Lexus RX 300 ALL SERVICE RECORDS SUV,JTJHF10U930300115,Lexus,RX 300,2003,,146248,Crystal White,Ivory,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive
"2008 Lexus ES 350 65,000 MILES Sedan",JTHBJ46GX82161665,Lexus,ES 350,2008,8999,65668,Tungsten Pearl,Lt Gray,"M & M Motors, Inc.",877-279-2115,Automatic,Front Wheel Drive
2002 Lexus SC 430 SALE PRICE $10999.00 Convertible,JTHFN48Y220005828,Lexus,SC 430,2002,10999,144629,Black Onyx,BLACK,"M & M Motors, Inc.",877-279-2115,Automatic,Rear Wheel Drive
2004 Lexus RX 330 4dr SUV AWD,JTJHA31U340007580,Lexus,RX 330,2004,10999,128865,Flint Mica,Black,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive
2002 Lexus RX 300 4dr SUV 4WD,JTJHF10U620248067,Lexus,RX 300,2002,10999,95487,SILVER,BLACK,"M & M Motors, Inc.",877-279-2115,Automatic,All Wheel Drive
1999 LEXUS RX 300,JT6GF10U6X0013195,Lexus,RX 300,1999,5295,116543,MAROON,,Ridge Auto Sales,414-777-0905,Automatic,Front Wheel Drive
2009 LEXUS IS,JTHCK262495034338,Lexus,IS 250,2009,9595,89275,RED,TAN,GA Auto Inc,(847) 603-2353,Automatic,All Wheel Drive
2009 Lexus RX 350 AWD,2T2HK31U69C107388,Lexus,RX 350,2009,12990,127574,,Leather,Stroli Motors,888-886-0473,Automatic,All Wheel Drive
2008 Lexus GS 350 BASE,JTHCE96S680017763,Lexus,GS 350,2008,9999,138057,,,Pop's Pre-Owned Vehicles,414-573-3552,Automatic,All Wheel Drive
Used 2017 Lexus RX 350 AWD,2T2BZMCA1HC092470,Lexus,RX 350,2017,50998,9909,Eminent White Pearl,Parchment Leather With Gray Sapele Wedgewood With,Holiday Automotive,(877) 860-9048,Automatic,All Wheel Drive
Used 2014 Lexus GX 460 4WD 4dr,JTJBM7FX4E5083109,Lexus,GX 460,2014,36998,40328,Black Onyx,Black,Holiday Automotive,(877) 860-9048,Automatic,4-Wheel Drive
Used 2009 Lexus GX 470 4WD 4dr,JTJBT20X590172947,Lexus,GX 470,2009,21998,86051,Black Onyx,Dark Gray,Holiday Automotive,(877) 860-9048,Automatic,4-Wheel Drive
2008 Lexus ES 350,JTHBJ46G282225049,Lexus,ES 350,2008,13995,118474,Black Sapphire,Cashmere w/Perforated Semi-Aniline Leather Seat Tr,Boucher Volkswagen of Franklin,866-301-0104 866-571-8206,Automatic,Front Wheel Drive
2015 Lexus GS 350 AWD,JTHCE1BL2FA002037,Lexus,GS 350,2015,30542,79245,Atomic Silver (Silver),Black (Black),Hiller Ford,414-425-1000,Automatic,All Wheel Drive
2002 Lexus ES 300,JTHBF30GX20048905,Lexus,ES 300,2002,4990,200417,Beige,Black,Streff Auto Group,866-310-3644,Automatic,Front Wheel Drive
2003 Lexus GX 470,JTJBT20X330002352,Lexus,GX 470,2003,7990,197464,Blue,Tan,Streff Auto Group,866-310-3644,Automatic,4-Wheel Drive
2014 Lexus IS 350,JTHCE1D24E5000785,Lexus,IS 350,2014,29995,39365,Silver Lining Metallic,Light Gray,Nationwide Auto Sales,414-875-8931,Automatic,All Wheel Drive
2017 Lexus NX Turbo,JTJBARBZ6H2096803,Lexus,NX 200t,2017,33259,18349,Atomic Silver,Black,Nationwide Auto Sales,414-875-8931,Automatic,All Wheel Drive
Used 1999 Lexus ES 300,JT8BF28G0X0204651,Lexus,ES 300,1999,3995,130923,Silver with Charcoal Trim,Tan,R. P. Motors,(414) 933-2257,Automatic,Front Wheel Drive
Used 2000 Lexus RX 300,JT6GF10U6Y0067372,Lexus,RX 300,2000,4995,164810,Silver,,R. P. Motors,(414) 933-2257,Automatic,Front Wheel Drive
2013 LEXUS RX 350 AWD 4dr SUV,2T2BK1BAXDC208554,Lexus,RX 350,2013,20990,111681,Black,,Sommer's Automotive,888-494-4193,Automatic,All Wheel Drive
2009 LEXUS GS 350 Base Sedan V-6 cyl,JTHCE96S390022548,Lexus,GS 350,2009,11998,132801,Opaline Pearl,LIGHT GRAY W LEATHER SEAT TRIM,Schmit Ford,866-570-4903,Automatic,All Wheel Drive
2015 LEXUS NX 200t SUV,JTJBARBZ3F2021912,Lexus,NX 200t,2015,32900,25302,Obsidian,BLACK,5 Corners Dodge,262-375-3900,Automatic,All Wheel Drive
2004LexusES 330Sedan,JTHBA30G445043042,Lexus,ES 330,2004,6999,119780,Black,Bisque,"Campbells Auto Sport, Inc.",866-455-1745,Automatic,Front Wheel Drive
2007LexusGS350 AWD,JTHCE96SX70006392,Lexus,GS 350,2007,12699,73744,Quartz Shadow Metallic,Gray,"Campbells Auto Sport, Inc.",866-455-1745,Automatic,All Wheel Drive
2013 LEXUS RX 350 SUV,2T2BK1BA8DC185307,Lexus,RX 350,2013,24877,69652,Silver Lining Metallic,LIGHT GRAY,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2017 LEXUS RX 350 350 SUV,2T2BZMCA3HC087903,Lexus,RX 350,2017,47444,12317,Black,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,All Wheel Drive
2015 LEXUS ES 350 Sedan,JTHBK1GG7F2165521,Lexus,ES 350,2015,27799,23580,Obsidian,BLACK,Concours BMW,888-258-1784 888-258-6303,Automatic,Front Wheel Drive
Pre-Owned 2014 Lexus IS 250 AWD,JTHCF1D23E5007840,Lexus,IS 250,2014,25995,43686,Black,,David Hobbs Honda,414-352-6100,Automatic,All Wheel Drive
Used 2014 Lexus IS 250 4dr Sport Sdn Auto AWD,JTHCF1D25E5011226,Lexus,IS 250,2014,23979,46806,Ultra White,Black W/nuluxe Seat Trim Orange Leather Seat Trim,Andrew Chevrolet,(414) 228-6200,Automatic,All Wheel Drive
Used 2012 Lexus ES 350 4dr Sdn,JTHBK1EGXC2475791,Lexus,ES 350,2012,13950,107912,Charcoal,Saddle Tan W/leather Trimmed Seats,Andrew Chevrolet,(414) 228-6200,Automatic,Front Wheel Drive
Used 2007 Lexus GS 350 4dr Sedan AWD,JTHCE96S970008229,Lexus,GS 350,2007,12990,97116,White,N/A,Andrew Chevrolet,(414) 228-6200,Automatic,All Wheel Drive
Used 2003 Lexus LS 430 4dr Sdn,JTHBN30F230093655,Lexus,LS 430,2003,6493,148588,,Black,Infiniti INTERNATIONAL INFINITI NORTH SHORE,(877) 549-8748,Automatic,Rear Wheel Drive
Pre-Owned 2015 Lexus RX 350 Stock:KF2478764,JTJBK1BA7F2478764,Lexus,RX 350,2015,31595,20723,Beige,Tan,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,All Wheel Drive
Pre-Owned 2015 Lexus RX 350 Stock:KFC266772,2T2BK1BA9FC266772,Lexus,RX 350,2015,28875,36070,Gray,Black,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,All Wheel Drive
Pre-Owned 2012 Lexus CT 200h Stock:HM367026B,JTHKD5BH0C2086446,Lexus,CT 200h,2012,12878,73638,Gray,,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,Front Wheel Drive
Pre-Owned 2009 Lexus RX 350 Stock:KFC182574A,2T2HK31U99C130258,Lexus,RX 350,2009,12081,108745,Beige,Ivory,Volkswagen of Milwaukee North,(888) 336-6441,Automatic,All Wheel Drive
2015 LEXUS GS,JTHCE1BL9FA001970,Lexus,GS 350,2015,,63550,Silver,,Lexus of Milwaukee,414-386-1368,Automatic,All Wheel Drive
2014 LEXUS ES,JTHBK1GG8E2108257,Lexus,ES 350,2014,,76734,Nebula Gray Pearl,,Lexus of Milwaukee,414-386-1368,Automatic,Front Wheel Drive
2015 LEXUS ES,JTHBK1GG1F2174862,Lexus,ES 350,2015,,47916,Silver,BLACK,Lexus of Milwaukee,414-386-1368,Automatic,Front Wheel Drive
2015 LEXUS RX,2T2BC1BA9FC003873,Lexus,RX 450h,2015,37500,18261,Stargazer Black,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2013 LEXUS RX,2T2BK1BA9DC198969,Lexus,RX 350,2013,30900,15570,Starfire Pearl,LIGHT GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS RX,2T2BK1BA9FC331152,Lexus,RX 350,2015,30000,28609,Satin Cashmere,SADDLE TAN,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS RX,2T2BK1BA4FC273290,Lexus,RX 350,2015,29000,44402,Claret Mica,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS RX,2T2BK1BA3FC327307,Lexus,RX 350,2015,24500,75039,Silver Lining Metallic,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS RX,2T2BK1BA5FC325638,Lexus,RX 350,2015,29500,42760,Nebula Gray Pearl,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS RX,2T2BK1BA4FC309589,Lexus,RX 350,2015,29900,66656,Ultra White,F SPORT CABERNET,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS RX,2T2BK1BA1FC258052,Lexus,RX 350,2015,31000,30121,Starfire Pearl,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2016 LEXUS RX,2T2BZMCA6GC041397,Lexus,RX 350,2016,46000,13285,Silver Lining Metallic,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS RX,2T2ZK1BA3FC187032,Lexus,RX 350,2015,28000,39409,Starfire Pearl,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2017 LEXUS RX,2T2BZMCA4HC076862,Lexus,RX 350,2017,47000,7180,Silver Gray,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2017 LEXUS RX,2T2BZMCA5HC107519,Lexus,RX 350,2017,46000,4036,Matador Red Mica,PARCHMENT,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2017 LEXUS RX,2T2BZMCA0HC089608,Lexus,RX 350,2017,46500,5687,Eminent White Pearl,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2017 LEXUS RX,2T2BZMCA8HC095706,Lexus,RX 350,2017,45800,7865,Nebula Gray Pearl,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2017 LEXUS RX,2T2BZMCA2HC076052,Lexus,RX 350,2017,45900,5792,Silver Lining Metallic,STRATUS GRAY,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2016 LEXUS NX,JTJBARBZ7G2071861,Lexus,NX 200t,2016,34900,45626,Obsidian,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2015 LEXUS NX,JTJBARBZ6F2021449,Lexus,NX 200t,2015,33000,36738,Eminent White Pearl,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2016 LEXUS NX,JTJYARBZ6G2047092,Lexus,NX 200t,2016,31500,20239,Silver Lining Metallic,BLACK,Lexus of Milwaukee,(414) 386-1368,Automatic,Front Wheel Drive
2017 LEXUS NX,JTJBARBZ5H2111064,Lexus,NX 200t,2017,36000,4430,Obsidian,FLAXEN,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
2017 LEXUS NX,JTJBARBZ0H2105396,Lexus,NX 200t,2017,36500,6113,Nebula Gray Pearl,CREME,Lexus of Milwaukee,(414) 386-1368,Automatic,All Wheel Drive
